科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
筹资活动产生的现金流量净额,"-7,138,948.15","-23,417,052.00","-3,619,215.14",,"425,432,536.20","422,803,350.79","423,033,826.29",,"-34,745,790.03","-35,614,170.00","-35,614,170.00",,"-10,585,830.00","-1,305,111.00","-459,609.00","1,026,599.00","-9,064,225.38","-6,221,976.00","-6,221,976.00",,"-23,294,352.30","-1,504,481.14","75,096,596.86","-344,632.92","30,506,474.34","39,574,021.23","37,463,293.79","-356,108.50","-8,332,226.41","-13,351,056.00","-87,688,150.48"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-88,349.16","-4,030.80","-20,257.56","-11,198.95","-20,270.97","-30,223.65","-33,701.53","-1,031.87","2,314.33","4,660.24","-23,981.41",-457.99,"-6,214.36","-9,994.59","-19,237.24","12,599.52","12,241.54","12,358.64",-200.16,"9,086.71","-121,468.07","263,949.25","1,240,507.43","907,967.95","1,157,755.65","1,284,871.38","1,521,540.78","-20,016.50","28,068.18","-186,477.14","-734,731.63"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,"31,045,486.22",,,,,"17,508,751.40",,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,,,,,,,,,,,,,,"31,045,486.22",,,"2,810.00","2,810.00","665,181,513.10","222,538,528.07","367,760,854.69","480,062,347.88","525,842,005.78","107,489,671.23","183,303,369.86","202,476,002.11","220,806,764.97"
五、现金及现金等价物净增加额,"-5,070,848.24","17,085,249.12","43,386,322.15","-15,867,939.06","412,800,700.45","402,439,801.83","438,009,505.34","-10,884,345.07","-43,494,386.56","-87,513,773.83","-31,164,456.21","-73,799,986.27","-95,710,169.69","-86,186,567.57","-73,949,724.27","-4,895,645.87","1,959,699.60","19,789,566.25","-31,277,650.44","-46,746,819.51","-123,392,918.57","-124,037,398.72","91,442,165.82","-199,543,690.10","-318,678,069.63","-344,480,670.79","-183,685,541.99","-67,976,876.23","-43,326,779.20","-53,478,066.55","-79,412,996.42"
购建固定资产、无形资产和其他长期资产支付的现金,"29,891,608.28","3,781,468.72","7,722,467.64","949,023.43","3,466,389.09","11,838,263.98","23,811,843.23","9,268,692.90","33,179,585.95","68,079,638.66","83,092,415.46","44,863,236.53","63,868,535.35","67,629,910.61","124,901,568.31","6,268,596.22","12,418,965.81","31,348,783.78","41,974,638.04","6,095,616.95","10,872,780.31","28,123,207.56","32,939,107.81","23,801,077.33","9,338,779.62","14,995,146.33","22,886,863.13","9,165,048.08","21,078,087.61","30,049,148.25","40,967,880.74"
期初现金及现金等价物余额,"85,625,134.37","80,554,286.13","97,639,535.25",,"141,025,857.40","141,025,857.40","141,025,857.40","579,035,362.74","579,035,362.74","579,035,362.74","579,035,362.74","547,870,906.53","547,870,906.53","547,870,906.53","547,870,906.53","473,921,182.26","473,921,182.26","473,921,182.26","473,921,182.26","443,421,881.82","442,643,531.82","442,643,531.82","442,643,531.82","540,228,907.79","534,085,697.64","534,085,697.64","534,085,697.64","350,400,155.65","350,400,155.65","350,400,155.65","350,400,155.65"
投资支付的现金,,,,,,,,,,,,,,,,,,,,"9,750,000.00","52,010,300.00","64,147,600.00","711,743,579.98","347,118,000.00","502,631,200.00","596,677,800.00","674,362,533.33","105,000,000.00","143,843,600.00","199,655,400.00","331,592,433.33"
期末现金及现金等价物余额,"80,554,286.13","97,639,535.25","141,025,857.40",,"553,826,557.85","543,465,659.23","579,035,362.74","568,151,017.67","535,540,976.18","491,521,588.91","547,870,906.53","474,070,920.26","452,160,736.84","461,684,338.96","473,921,182.26","469,025,536.39","475,880,881.86","493,710,748.51","442,643,531.82","396,675,062.31","319,250,613.25","318,606,133.10","534,085,697.64","340,685,217.69","215,407,628.01","189,605,026.85","350,400,155.65","282,423,279.42","307,073,376.45","296,922,089.10","270,987,159.23"
