科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"364,669.76","389,391.36","2,252,495.32","133,589.80","1,336,043.01","1,728,034.98","1,370,406.44","142,936.99","-2,157,164.21","-1,660,171.83","-2,188,620.54","244,296.35","2,074,075.36","2,922,009.97","4,199,718.38","2,559,113.22","5,521,851.62","10,218,082.70","17,298,677.67","2,088,918.32","13,499,161.64","12,862,336.40","26,476,653.42","2,857,841.20","12,762,748.30","20,754,769.46","32,665,101.24","6,899,968.15"
三、利润总额,"18,274,324.43","41,531,843.19","49,256,787.97","8,994,555.42","18,583,164.53","30,931,754.93","69,433,764.10","10,892,676.26","26,339,922.60","43,557,949.29","96,562,989.72","12,302,217.15","30,214,337.47","51,001,796.15","99,755,877.49","6,484,371.50","19,205,115.57","20,593,401.99","57,185,996.64","1,046,905.49","4,340,382.79","19,692,558.54","54,935,372.16","1,873,442.05","-18,888,647.80","3,332,877.94","-76,167,636.71","-877,702.66"
资产减值损失,"911,293.40","777,525.28","1,425,347.93",,"438,957.95","12,786.16","6,127,433.22",,"61,437.03","159,831.63","7,609,927.74","-1,372,564.54","-142,204.16","-189,167.96","12,280,757.30","-114,690.79","-920,472.98","8,485.06","10,851,737.32","289,331.74","5,377,835.57","1,166,857.76","7,254,739.93","-356,582.18","15,130,440.06","8,752,495.50","6,300,423.57","-723,859.97"
减:所得税,"1,857,102.60","4,608,311.06","5,940,492.57","1,349,358.45","2,721,630.99","4,639,763.24","10,270,035.57","1,643,065.87","3,952,659.31","6,564,280.40","15,986,624.64","2,156,718.99","4,478,966.96","7,642,085.08","14,453,467.94","704,646.23","2,510,086.27","2,162,817.10","3,885,151.69","-39,617.47","-2,050,029.62","-2,347,313.85","5,442,527.45","71,382.36","617,819.42","584,494.63","-12,803,226.23","364,456.25"
加:公允价值变动净收益,"-77,304.63",,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"238,817.68",,,,,,,,"-133,924.60","-341,016.68","-616,876.16","-445,407.19","961,496.69","1,089,204.30","3,605,461.11","1,796,883.07","3,523,779.48","5,743,097.57","4,204,083.91","1,451,866.63","2,144,915.65","2,203,560.79","4,397,322.45","900,829.61","1,722,143.42","3,878,043.99","3,204,645.87","659,565.75"
四、净利润,"16,417,221.83","36,923,532.13","43,316,295.40","7,645,196.97","15,861,533.54","26,291,991.69","59,163,728.53","9,249,610.39","22,387,263.29","36,993,668.89","80,576,365.08","10,145,498.16","25,735,370.51","43,359,711.07","85,302,409.55","5,779,725.27","16,695,029.30","18,430,584.89","53,300,844.95","1,086,522.96","6,390,412.41","22,039,872.39","49,492,844.71","1,802,059.69","-19,506,467.22","2,748,383.31","-63,364,410.48","-1,242,158.91"
其中:对联营企业和合营企业的投资权益,,,,,,,,,"-133,924.60","-341,016.68","-616,876.16","-445,407.19","961,496.69","1,089,204.30","3,605,461.11","1,796,883.07","3,523,779.48",,"4,204,083.91","1,451,866.63","2,144,915.65",,"4,397,322.45","900,829.61","1,722,143.42","3,878,043.99","3,204,645.87","659,565.75"
归属于母公司所有者的净利润,"16,417,221.83","36,923,532.13","43,316,295.40","7,645,196.97","15,861,533.54","26,291,991.69","59,311,200.94","9,222,117.12","22,338,149.25","36,741,983.51","80,432,994.99","10,590,938.80","25,735,480.34","43,366,997.92","85,431,469.85","5,781,168.53","16,521,488.86","18,473,978.36","52,890,539.88","1,112,104.35","5,761,785.81","19,865,090.32","47,395,807.97","1,240,314.84","-21,199,612.64","861,121.39","-66,567,373.72","-2,418,262.53"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,"-147,472.41","27,493.27","49,114.04","251,685.38","143,370.09","-445,440.64",-109.83,"-7,286.85","-129,060.30","-1,443.26","173,540.44","-43,393.47","410,305.07","-25,581.39","628,626.60","2,174,782.07","2,097,036.74","561,744.85","1,693,145.42","1,887,261.92","3,202,963.24","1,176,103.62"
