科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
三、利润总额,"71,585,201.55","70,728,759.28","201,089,145.24","36,731,626.70","141,969,920.88","176,338,711.26","288,027,280.04","46,055,641.76","182,376,369.45","228,706,021.15","366,898,484.27","38,090,649.87","236,989,985.63","298,652,732.94","480,848,535.58","34,311,067.63","159,238,570.09","210,284,603.75","216,885,873.28","12,448,724.95","86,092,926.75","127,772,714.44","121,801,220.84","22,639,470.21","124,453,283.00","163,976,921.02"
资产减值损失,"3,659,232.56","-2,235,885.54","3,312,180.29","5,049,447.68","13,943,104.19","15,150,403.90","19,962,457.93","-855,489.06","249,166.84","2,294,632.62","8,977,722.75","3,295,579.77","8,140,682.30","10,976,499.36","18,267,340.66","-4,983,941.74","7,404,793.62","10,856,219.56","34,029,091.96","-4,464,174.65","6,597,872.61","11,000,268.51","52,549,711.58","-3,896,845.13","5,083,848.11","9,904,613.41"
减:所得税,"18,353,339.53","22,059,646.42","32,953,406.02","5,664,312.41","18,888,843.11","24,145,545.21","47,840,019.53","7,116,310.00","27,142,520.27","33,977,180.37","61,698,983.99","5,321,097.92","34,527,951.76","43,546,777.34","83,060,181.71","6,477,257.67","16,802,506.71","24,346,748.44","17,738,339.33","3,296,326.49","12,827,216.84","20,595,356.50","14,606,304.79","1,169,301.85","10,845,580.42","12,272,472.36"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,"232,946.91",,,,,,,,"61,856.09","389,652.99","710,039.36","809,467.15","2,004,837.51","8,731,390.00","457,057.54","16,967,219.45","18,986,084.39","24,566,759.47","-1,247,833.63","2,554,974.57","3,632,138.07","8,345,416.13","-1,831,984.04","13,793,959.23","43,606,676.63"
四、净利润,"53,231,862.02","48,669,112.86","168,135,739.22","31,067,314.29","123,081,077.77","152,193,166.05","240,187,260.51","38,939,331.76","155,233,849.18","194,728,840.78","305,199,500.28","32,769,551.95","202,462,033.87","255,105,955.60","397,788,353.87","27,833,809.96","142,436,063.38","185,937,855.31","199,147,533.95","9,152,398.46","73,265,709.91","107,177,357.94","107,194,916.05","21,470,168.36","113,607,702.58","151,704,448.66"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,"1,763,974.49","8,321,133.93","457,057.54","3,493,358.36","5,711,097.90","7,337,411.61","-1,884,102.56","1,129,955.37","1,601,863.13","1,824,318.48","-3,228,152.17","6,911,578.72","33,847,432.32"
归属于母公司所有者的净利润,"53,232,126.10","48,669,112.86","168,135,739.22","31,067,314.29","123,081,077.77","152,193,166.05","240,187,260.51","38,939,331.76","155,221,351.76","194,650,132.09","304,851,255.85","32,804,729.94","202,193,818.40","255,085,918.09","397,902,340.24","28,020,873.13","142,434,232.34","186,047,351.44","199,416,871.12","9,355,176.93","73,484,513.54","107,460,869.92","105,179,083.38","7,270,381.70","93,393,066.31","130,588,507.09"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,-264.08,,,,,,,,"12,497.42","78,708.69","348,244.43","-35,177.99","268,215.47","20,037.51","-113,986.37","-187,063.17","1,831.04","-109,496.13","-269,337.17","-202,778.47","-218,803.63","-283,511.98","2,015,832.67","14,199,786.66","20,214,636.27","21,115,941.57"
