科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"14,664,523.59","9,420,154.50","9,633,354.23","9,378,692.84","8,057,838.26","6,497,219.27","3,174,182.05","-5,247,342.38","-6,175,069.99","-1,793,109.59","8,315,986.75","15,048,379.08","17,257,088.72","23,970,585.46","9,243,762.44","14,070,049.85","31,506,226.89","101,677,552.10","62,874,112.14","35,241,360.76","16,453,937.39","14,428,181.85","6,650,049.62"
应收利息,,,,,,,,,,,,,,"4,272,526.60","7,197,967.67","10,123,408.74","13,104,689.95","16,074,178.64","19,004,090.59","21,966,557.13","25,048,623.33","28,156,392.93","31,196,602.32"
应付利息,,"1,400,000.00","1,400,000.00","3,218,210.65","500,000.00","1,400,000.00","2,300,000.00","3,200,000.00",,,,"30,000.00","109,255.33","972,912.45","2,546,464.82","5,056,717.29","7,423,209.23","14,853,237.74","5,300,841.00","11,287,968.94","9,724,256.97","14,091,859.69","10,838,972.35"
应收股利,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"12,399,635.38","12,399,635.38","12,399,635.38","18,563,530.12",,,,"40,873,862.91",,,,"26,123,951.40","8,459,680.14","8,293,357.59","8,293,357.59"
存货,"118,237,162.08","164,522,205.76","267,690,868.67","294,610,923.97","313,677,532.57","329,422,907.37","363,300,054.91","385,307,521.82","422,904,599.16","579,689,954.35","608,775,330.91","582,828,906.87","745,378,118.65","673,075,387.77","685,794,535.95","647,258,335.32","644,914,202.30","397,465,232.92","407,586,495.10","506,616,697.80","695,764,585.33","546,302,163.33","540,768,800.26"
其他应付款,"13,763,883.12","6,224,385.14","3,671,467.97","25,763,092.65","35,456,884.43","6,684,026.12","7,383,276.90","3,669,304.36","10,527,793.83","86,791,818.45","23,813,437.16","76,837,495.01","631,599,964.08","565,989,073.24","364,309,046.57","11,929,676.01","58,981,841.07","220,287,055.13","219,991,243.14","179,200,981.00","207,323,266.10","244,683,523.92","223,456,686.83"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,"1,063,119.59","465,114.65","277,431.68","13,500.00",,"9,500.00"
一年内到期的非流动负债,"45,982,428.92","43,717,504.41","69,496,241.75","53,042,597.63","53,389,138.01","174,228,559.25","141,617,675.00","197,881,700.00","151,867,984.25","108,586,908.26","124,812,757.24","184,292,071.40","239,671,174.11","228,497,414.80","232,703,549.87","195,016,358.49","232,627,044.27","204,894,028.67","224,582,428.90","243,926,724.90","171,549,793.07","220,347,396.90","520,386,680.33"
其他流动资产,,,,,,,,,,,,,"1,064,773.48",,"7,819,291.78","9,830,084.40","467,446.00",,,"28,149,134.44","15,022,337.55","85,737,016.38","87,367,434.98"
其他流动负债,,,,,,,,,,"1,894,024.82","1,105,856.28","12,980,041.56","8,434,097.52","77,974,636.00","1,247,194.02","52,167,036.96","12,448,564.24","6,023,778.10","7,409,111.55","4,194,553.74","4,846,249.90","7,621,273.67","11,088,367.67"
流动资产合计,"399,398,635.72","576,884,458.20","706,856,076.69","749,995,082.08","820,221,459.99","821,607,834.38","835,943,171.23","903,061,161.54","856,732,953.98","989,518,032.35","989,066,961.95","1,015,842,537.90","1,655,751,375.73","2,659,261,502.36","2,715,416,069.98","2,340,212,788.84","2,298,671,654.95","2,890,770,500.85","3,175,867,346.81","3,055,894,837.64","3,171,247,473.68","3,012,770,519.22","3,050,770,886.08"
流动负债合计,"419,984,680.87","544,097,187.09","723,434,301.71","706,419,482.22","734,524,399.28","855,657,330.20","627,721,390.55","606,021,493.25","618,474,492.01","708,160,562.02","731,638,047.35","824,355,050.15","1,427,216,718.02","1,513,382,885.64","1,317,760,836.02","910,422,741.40","910,942,805.49","1,572,991,538.66","1,460,489,143.65","1,588,617,019.79","1,695,198,662.66","1,942,397,485.53","2,209,460,504.64"
可供出售金融资产,,,,,,,,,,"935,200.00","935,200.00","6,585,200.00","31,585,200.00","31,585,200.00","49,585,200.00","4,785,200.00","935,200.00","30,935,200.00","30,935,200.00","32,935,200.00","32,935,200.00","40,935,200.00","40,935,200.00"
长期借款,"74,000,000.00","118,000,000.00","88,000,000.00","144,000,000.00","148,000,000.00","65,120,000.00","60,000,000.00","154,000,000.00","150,000,000.00","190,000,000.00","160,000,000.00","100,000,000.00","467,505,622.53","530,432,649.82","648,082,466.68","515,965,137.62","447,965,312.58","558,003,434.15","968,202,330.84","795,052,799.66","886,470,364.08","1,103,221,926.98","824,563,257.92"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,"47,274,900.00","48,020,133.33","49,019,333.31","49,519,308.30",,,,,,,,,,"199,200,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00"
长期应收款,,,,,,,,,,,,,,,"38,767,200.00",,,,,,,,
长期应付款,"14,801,336.26","43,056,384.97","26,512,752.35","15,776,034.72","42,814,838.89","62,492,894.76","56,258,104.38","49,781,527.58","35,204,683.71","49,567,562.60","58,290,167.91","62,131,598.67","156,687,628.25","26,301,041.65","43,700,842.18","47,824,237.60","37,521,549.47","30,153,265.10","51,195,162.38","45,626,279.02","30,733,783.24","30,432,032.11","162,995,643.21"
长期股权投资,"935,200.00","935,200.00","935,200.00","935,200.00","935,200.00","935,200.00","935,200.00","935,200.00","4,798,970.00","26,654,359.38","40,014,359.38","41,148,459.92","44,931,556.04","62,251,855.61","63,018,181.92","64,422,422.15","64,762,449.02","61,247,625.89","69,509,364.56","86,747,039.03","137,549,876.57","97,119,738.43","93,388,488.07"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,"12,688,642.74","11,287,507.54","10,251,078.50","11,183,101.17","10,649,542.75","9,268,918.82","7,361,288.93","7,025,434.00","6,772,696.55","7,774,368.88","6,567,468.65"
固定资产,"139,115,527.59","321,235,306.89","376,411,620.65","373,349,461.29","363,945,609.52","366,782,191.52","361,854,661.61","358,997,824.36","369,011,286.60","406,342,456.53","398,771,714.18","403,649,619.89","415,069,221.09","507,749,192.50","508,834,951.78","515,975,049.39","509,328,883.22","514,684,424.32","515,095,982.00","589,798,955.02","577,326,395.88","607,804,194.95","622,684,023.38"
递延所得税负债,,,,,,,,,,,,,"7,315,495.00","49,899,831.86","53,126,980.84","51,356,205.41","53,908,944.40","56,564,077.48","57,354,368.53","53,822,447.56","45,958,927.34","38,928,257.88","46,065,878.33"
在建工程,"174,028,722.59","92,397,281.10","72,967,698.98","78,955,422.07","79,377,719.43","96,765,484.00","118,260,102.16","130,568,412.04","140,379,346.95","112,248,525.31","111,712,881.64","114,724,195.53","116,339,187.29","99,544,361.90","92,029,048.56","93,737,005.33","106,162,296.49","113,006,752.65","121,688,848.36","57,497,702.12","57,792,828.83","394,109,274.35","451,947,465.53"
其他非流动负债,"13,378,437.08","16,682,339.89","15,597,892.41","15,052,331.29","14,777,844.49","14,547,490.63","14,271,026.56","13,994,562.49","13,718,098.42",,,,"39,457,708.09","36,558,968.00",,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"102,179,773.34","225,013,624.86","178,130,778.09","223,847,699.32","255,111,991.68","142,160,385.39","130,529,130.94","217,776,090.07","198,922,782.13","256,337,212.07","235,420,901.90","177,382,571.24","688,773,795.13","672,714,582.19","969,353,592.21","834,844,871.12","756,408,854.30","879,981,128.42","1,313,224,013.45","1,119,552,479.50","1,186,877,628.36","1,407,515,577.11","1,284,082,213.68"
固定资产清理,,,,,,,,"98,465.11","99,521.11",,,"107,697.92","107,697.92",,,,"1,600.14",,558.98,,,,683.76
负债合计,"522,164,454.21","769,110,811.95","901,565,079.80","930,267,181.54","989,636,390.96","997,817,715.59","758,250,521.49","823,797,583.32","817,397,274.14","964,497,774.09","967,058,949.25","1,001,737,621.39","2,115,990,513.15","2,186,097,467.83","2,287,114,428.23","1,745,267,612.52","1,667,351,659.79","2,452,972,667.08","2,773,713,157.10","2,708,169,499.29","2,882,076,291.02","3,349,913,062.64","3,493,542,718.32"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"77,031,579.00","77,031,579.00","77,031,579.00","77,031,579.00","77,031,579.00","77,031,579.00","102,731,579.00","102,731,579.00","102,731,579.00","102,731,579.00","102,731,579.00","102,731,579.00","102,731,579.00","140,438,968.00","140,438,968.00","144,738,968.00","425,616,890.00","435,399,190.00","435,399,190.00","435,399,190.00","436,999,190.00","436,999,190.00","436,999,190.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"99,018,541.57","99,018,541.57","99,018,541.57","99,018,541.57","99,018,541.57","99,018,541.57","341,778,541.57","341,778,541.57","341,778,541.57","341,778,541.57","341,778,541.57","341,778,541.57","341,778,541.57","1,274,023,429.05","1,274,023,429.05","1,384,887,840.00","1,104,551,845.23","1,200,503,517.41","1,211,734,277.73","1,207,832,235.98","1,220,507,855.16","1,221,150,282.23","1,224,255,638.47"
无形资产,"48,797,098.38","48,517,507.34","47,285,443.07","46,587,930.56","46,351,572.30","46,099,754.69","45,727,464.44","45,725,752.51","46,008,588.99","45,933,217.04","45,507,827.75","45,053,436.08","77,642,238.37","135,753,529.17","132,179,589.79","135,082,524.42","136,626,882.84","193,197,310.00","225,368,747.49","335,512,518.52","384,721,233.44","606,685,871.55","670,221,647.58"
盈余公积,"6,208,373.96","9,051,793.76","12,315,744.24","12,315,744.24","12,315,744.24","15,723,482.91","15,723,482.91","15,723,482.91","15,723,482.91","18,906,639.46","18,906,639.46","18,906,639.46","18,906,639.46","20,967,756.76","20,967,756.76","20,967,756.76","20,967,756.76","25,629,762.08","25,629,762.08","25,629,762.08","25,629,762.08","25,633,460.93","25,633,460.93"
开发支出,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,"210,029,042.18","210,029,042.18","171,178,425.13","184,986,425.13","185,850,549.74","185,850,549.74"
商誉,,,,,,,,,,,,,"396,098,406.03","333,742,898.45","332,241,650.47","340,118,568.85","342,277,771.18","354,287,754.95","352,540,932.47","355,359,844.34","340,382,677.28","335,624,091.89","324,221,094.18"
未分配利润,"53,358,182.32","81,238,127.09","110,686,525.32","126,557,873.58","128,128,594.95","139,434,627.32","141,089,408.17","152,011,386.50","135,087,662.29","150,406,255.05","152,184,946.46","158,908,186.88","165,534,626.70","188,521,488.00","191,056,522.57","168,733,146.85","205,545,915.88","268,458,426.93","272,235,271.90","265,950,462.36","326,249,603.75","308,520,840.17","313,357,978.93"
长期待摊费用,,,,,,"795,000.00","742,500.00","720,000.00","682,500.00","1,291,069.34","1,249,063.85","1,114,058.36","5,492,636.21","937,047.38","3,432,548.35","760,036.40","671,530.91","2,185,072.29","640,296.63","2,435,888.59","3,512,487.66","5,533,629.65","3,050,529.81"
少数股东权益,"6,638,806.71","7,595,096.43","7,652,009.43","8,838,693.20","8,974,447.47","8,451,525.83","8,381,948.93","8,854,782.30","8,966,405.17","8,569,911.17","8,751,166.17","8,237,877.12","16,311,084.33","36,437,017.26","39,966,869.67","41,570,399.52","49,457,188.12","47,179,978.16","36,625,011.13","61,696,423.54","48,656,520.43","58,735,581.77","62,342,500.22"
递延所得税资产,"2,144,753.49","3,076,196.27","3,813,439.97","4,206,517.13","4,273,736.95","4,492,007.63","4,492,382.63","4,790,540.04","3,971,861.70","3,947,444.50","4,129,903.68","4,469,380.60","17,500,057.68","15,978,513.74","19,547,517.59","16,338,827.09","17,572,565.99","28,350,412.31","28,898,511.46","28,837,963.81","21,380,663.75","18,933,804.34","13,829,008.29"
外币报表折算价差,,,,,,,,,84.25,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,"917,935.59","953,909.84","949,150.28","974,123.28","980,968.82","49,700,000.00","50,749,383.53","1,140,272.83","40,000,000.00","97,641,609.15","100,470,596.04"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"365,021,302.05","466,161,491.60","501,413,402.67","504,034,531.05","494,883,838.20","515,869,637.84","532,012,310.84","541,836,194.06","564,952,075.35","597,352,272.10","602,320,950.48","616,852,048.30","1,105,684,136.22","1,188,496,508.59","1,240,585,038.74","1,172,193,756.91","1,179,320,148.61","1,347,594,552.41","1,395,427,825.48","1,490,265,384.26","1,595,601,363.41","2,204,387,414.31","2,320,748,736.64"
所有者权益(或股东权益)合计,"242,255,483.56","273,935,137.85","306,704,399.56","323,762,431.59","325,468,907.23","339,659,756.63","609,704,960.58","621,099,772.28","604,287,755.19","622,372,530.36","624,328,963.18","630,956,964.81","645,444,998.80","1,661,660,543.12","1,668,886,680.49","1,767,138,933.23","1,810,640,143.77","1,785,392,386.18","1,797,582,015.19","1,837,990,722.61","1,884,772,546.07","1,867,244,870.89","1,877,976,904.40"
资产总计,"764,419,937.77","1,043,045,949.80","1,208,269,479.36","1,254,029,613.13","1,315,105,298.19","1,337,477,472.22","1,367,955,482.07","1,444,897,355.60","1,421,685,029.33","1,586,870,304.45","1,591,387,912.43","1,632,694,586.20","2,761,435,511.95","3,847,758,010.95","3,956,001,108.72","3,512,406,545.75","3,477,991,803.56","4,238,365,053.26","4,571,295,172.29","4,546,160,221.90","4,766,848,837.09","5,217,157,933.53","5,371,519,622.72"
负债和所有者(或股东权益)合计,"764,419,937.77","1,043,045,949.80","1,208,269,479.36","1,254,029,613.13","1,315,105,298.19","1,337,477,472.22","1,367,955,482.07","1,444,897,355.60","1,421,685,029.33","1,586,870,304.45","1,591,387,912.43","1,632,694,586.20","2,761,435,511.95","3,847,758,010.95","3,956,001,108.72","3,512,406,545.75","3,477,991,803.56","4,238,365,053.26","4,571,295,172.29","4,546,160,221.90","4,766,848,837.09","5,217,157,933.53","5,371,519,622.72"
