科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-12-31,2014-03-31,2015-12-31
应付职工薪酬,"387,911.43","433,550.65","473,911.01","387,092.03","336,949.22","368,549.38","346,912.33","332,923.58","252,715.35","271,494.25","285,674.17","752,096.33","705,285.18","723,164.88","751,049.53","645,039.16","565,720.12","102,915.54","34,349.45","939,234.24","898,320.04","922,808.24","944,132.44","1,252,114.92","1,252,114.92","1,174,044.52","1,844,746.71"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"418,503.35","310,308.45","253,908.49","633,968.25","-32,706.90","-19,650.41","312,400.48","1,207,733.05","1,062,798.71","782,446.24","864,930.53","2,358,289.08","1,434,571.49","1,573,707.56","1,729,260.73","2,574,249.08","2,239,551.48","2,076,225.01","1,962,307.34","903,965.23","905,045.09","826,470.56","895,561.35","1,326,354.77","449,308.53","497,867.47","8,397,357.01"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,166,158.18"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,265,787.87"
存货,"12,459,363.37","13,908,869.52","11,647,172.50","8,486,388.93","9,167,371.41","8,762,299.71","7,646,600.11","7,445,312.33","7,823,512.76","7,410,697.98","7,397,317.00","5,610,779.87","2,066,057.02","6,266,569.38","5,997,402.85","6,499,670.12","8,247,964.63","9,247,788.14","8,523,760.37","8,012,864.23","7,230,244.33","6,750,283.17","6,181,367.72","4,985,375.84","6,597,309.01","5,989,896.15","34,309,373.64"
其他应付款,"7,368,348.75","3,337,299.59","3,301,648.16","7,523,547.68","11,510,232.25","12,342,908.25","12,138,065.50","4,830,828.54","9,971,890.14","8,986,489.41","8,660,996.47","91,248,653.09","96,077,342.40","96,421,359.62","96,428,370.94","222,688,648.69","221,825,525.20","224,231,285.63","227,395,148.09","214,425,480.58","214,832,591.79","215,682,319.95","215,138,605.14","215,208,741.03","214,065,282.17","214,217,087.86","43,362,676.13"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,"561,216.24",,,,,,,,,,,,,,,,,,,,,"143,861.21",,,,,
其他流动负债,"672,112,950.47","672,112,950.47","672,112,950.47","803,153,260.62","724,341,288.09",,"724,341,288.09","788,540,720.69","788,540,720.69","896,888,834.21","788,540,720.69","847,906,551.19","847,906,551.19","847,906,551.19","942,658,724.43","27,614,785.86","28,163,279.67","906,792,628.77","906,792,628.77","1,008,114,779.86","1,008,881,799.24","1,010,303,187.23","1,011,681,677.57","1,046,343,741.25","1,116,119,347.49","1,116,119,347.49","10,286,551.03"
流动资产合计,"72,472,388.11","71,112,184.30","70,626,850.37","54,664,208.80","54,301,220.37","56,441,097.47","52,433,117.05","45,108,549.73","45,724,649.23","44,876,677.01","44,179,332.04","47,138,649.67","48,013,991.40","47,523,443.53","51,266,418.93","40,673,280.86","39,027,789.07","44,936,784.85","44,115,154.30","43,414,266.89","42,371,463.18","44,470,494.48","44,865,942.54","45,948,614.87","42,791,139.63","42,430,454.93","69,411,623.37"
流动负债合计,"925,736,478.83","928,450,542.93","932,629,035.13","990,524,090.35","998,294,935.00","280,879,607.50","1,006,174,966.29","1,067,660,278.54","1,078,207,586.43","1,081,133,215.38","1,085,431,625.38","1,148,618,743.58","1,158,156,938.14","1,161,000,420.39","1,165,542,948.70","298,387,651.22","298,251,065.28","1,209,024,420.88","1,211,326,296.16","1,268,660,900.93","1,268,807,782.28","1,271,245,277.02","1,272,555,658.26","1,342,653,430.54","1,409,229,134.39","1,408,897,847.70","150,026,363.72"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,"670,000.00",,,,"670,000.00",,,,,,,,,,,,,,,,,,,
长期股权投资,"15,085,268.00","15,085,268.01","15,085,268.00","993,000.00","993,000.00","993,000.00","993,000.00",,,,,,,,,,,,,,,,,,,,"303,053,786.93"
专项应付款,"500,000.00","500,000.00","500,000.00",,"670,000.00","670,000.00","670,000.00",,"670,000.00","670,000.00","670,000.00","670,000.00","670,000.00","665,815.41","670,000.00","670,000.00","670,000.00","670,000.00","670,000.00","670,000.00","670,000.00","670,000.00","670,000.00","670,000.00","670,000.00","670,000.00",
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,"724,341,288.09",,,,,,,,,,"906,792,628.77","906,792,628.77",,,,,,,,,,
固定资产,"23,700,327.44","23,581,990.96","23,255,619.62","19,249,315.94","19,202,956.81","21,171,193.12","18,739,475.09","18,779,189.68","18,652,303.24","18,460,196.19","18,272,353.06","17,118,037.33","16,939,332.26","16,758,450.23","16,676,406.22","11,852,826.70","11,788,263.31","11,661,597.74","11,543,617.54","1,432,475.06","1,422,190.46","1,385,312.70","808,897.05","777,664.78","825,723.13","809,409.94","25,445,837.02"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"28,348.69","28,348.69","28,348.69","306,348.69","306,348.69",,"28,348.69",,,,,,,,,,,,,,,,,,,,"6,744,570.00"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,126.02"
非流动负债合计,"500,000.00","500,000.00","500,000.00","670,000.00","670,000.00","725,011,288.09","670,000.00","670,000.00","670,000.00","670,000.00","670,000.00","670,000.00","670,000.00","665,815.41","670,000.00","907,462,628.77","907,462,628.77","670,000.00","670,000.00","670,000.00","670,000.00","670,000.00","670,000.00","670,000.00","670,000.00","670,000.00",
固定资产清理,"2,144,129.64","2,144,129.64","2,144,129.64","2,144,129.64","2,144,129.64",,"2,144,129.64",,,,,,,,,,,,,,,,,,,,
负债合计,"926,236,478.83","928,950,542.93","933,129,035.13","991,194,090.35","998,964,935.00","1,005,890,895.59","1,006,844,966.29","1,068,330,278.54","1,078,877,586.43","1,081,803,215.38","1,086,101,625.38","1,149,288,743.58","1,158,826,938.14","1,161,666,235.80","1,166,212,948.70","1,205,850,279.99","1,205,713,694.05","1,209,694,420.88","1,211,996,296.16","1,269,330,900.93","1,269,477,782.28","1,271,915,277.02","1,273,225,658.26","1,343,323,430.54","1,409,899,134.39","1,409,567,847.70","150,026,363.72"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","132,913,293.00","239,243,921.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"137,756,682.44","137,756,682.44","137,756,682.44","138,124,881.91","138,124,881.91","138,124,881.91","138,124,881.91","138,270,069.49","138,124,881.91","138,270,069.49","138,270,069.49","138,270,069.49","138,270,069.49","138,270,069.49","138,270,069.49","138,270,069.49","138,270,069.49","138,270,069.49","138,270,069.49","138,270,069.49","138,270,069.49","138,270,069.49","138,270,069.49","138,270,069.49","138,270,069.49","138,270,069.49","806,260,606.55"
无形资产,"12,862,171.20","12,779,188.80","12,696,206.40","12,613,224.00","12,530,241.60","12,451,120.40","12,364,276.80","12,281,294.40","12,198,312.00","12,115,329.60","12,505,236.08","11,949,364.80","11,866,382.40","11,783,400.00","11,700,417.60","11,617,435.20","11,562,113.60","11,451,470.40","11,368,488.00",,,,,,,,"10,447,027.17"
盈余公积,"22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63","22,825,896.63"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,727,766.04"
未分配利润,"-1,097,517,203.85","-1,101,986,517.55","-1,107,202,842.09","-1,198,973,089.75","-1,207,188,168.75","-1,212,623,936.41","-1,217,929,402.24","-1,288,979,817.88","-1,299,165,193.00","-1,303,385,881.59","-1,308,666,035.61","-1,370,174,130.29","-1,379,216,814.21","-1,383,283,773.19","-1,384,254,710.08","-1,439,448,193.72","-1,441,099,004.01","-1,439,875,235.75","-1,442,993,145.64","-1,478,609,871.26","-1,479,722,658.86","-1,481,093,771.69","-1,525,556,450.63","-1,595,203,028.47","-1,665,079,875.20","-1,665,126,670.31","-900,614,846.52"
长期待摊费用,"710,051.30","563,999.03","417,946.76","6,981.10","5,111.08",,"3,861.20","476,750.08","476,750.08","476,750.08","3,861.20","342,222.20","342,222.20","342,222.20","342,222.20","211,555.52","211,555.52","211,555.52","211,555.52","112,000.00","112,000.00","112,000.00","267,835.21","-205,053.67","-360,888.88","-360,888.88","13,544,739.79"
少数股东权益,"4,787,537.33","4,835,211.98","4,832,304.37","3,892,136.03","3,842,170.40","3,925,380.27","3,926,572.88","3,286,064.11","3,475,549.58","3,502,359.97","3,515,933.49","3,424,401.59","3,542,545.21","4,015,794.23","4,017,967.21","3,943,752.89","3,965,774.34","4,432,964.26","4,226,405.72","4,107,006.89","4,246,532.12","4,267,999.95","4,264,208.05","4,391,564.79","4,427,455.57","4,428,539.48","166,859,676.13"
递延所得税资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,470,414.36"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,698,726.81"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"54,530,296.27","54,182,925.13","53,627,519.11","35,312,999.37","35,181,787.82","34,615,313.52","34,273,091.42","31,537,234.16","31,327,365.32","31,052,275.87","30,781,450.34","29,409,624.33","29,147,936.86","28,884,072.43","28,719,046.02","23,681,817.42","23,561,932.43","23,324,623.66","23,123,661.06","1,544,475.06","1,534,190.46","1,497,312.70","1,076,732.26","572,611.11","464,834.25","448,521.06","415,189,994.14"
所有者权益(或股东权益)合计,"-799,233,794.45","-803,655,433.50","-808,874,665.65","-901,216,882.18","-909,481,926.81","-914,834,484.60","-920,138,757.82","-991,684,494.65","-1,001,825,571.88","-1,005,874,262.50","-1,011,140,843.00","-1,072,740,469.58","-1,081,665,009.88","-1,085,258,719.84","-1,086,227,483.75","-1,141,495,181.71","-1,143,123,970.55","-1,141,433,012.37","-1,144,757,480.80","-1,224,372,158.98","-1,225,572,128.64","-1,225,947,469.84","-1,227,282,983.46","-1,296,802,204.56","-1,366,643,160.51","-1,366,688,871.71","334,575,253.79"
资产总计,"127,002,684.38","125,295,109.43","124,254,369.48","89,977,208.17","89,483,008.19","91,056,410.99","86,706,208.47","76,645,783.89","77,052,014.55","75,928,952.88","74,960,782.38","76,548,274.00","77,161,928.26","76,407,515.96","79,985,464.95","64,355,098.28","62,589,721.50","68,261,408.51","67,238,815.36","44,958,741.95","43,905,653.64","45,967,807.18","45,942,674.80","46,521,225.98","43,255,973.88","42,878,975.99","484,601,617.51"
负债和所有者(或股东权益)合计,"127,002,684.38","125,295,109.43","124,254,369.48","89,977,208.17","89,483,008.19","91,056,410.99","86,706,208.47","76,645,783.89","77,052,014.55","75,928,952.88","74,960,782.38","76,548,274.00","77,161,928.26","76,407,515.96","79,985,464.95","64,355,098.28","62,589,723.50","68,261,408.51","67,238,815.36","44,958,741.95","43,905,653.64","45,967,807.18","45,942,674.80","46,521,225.98","43,255,973.88","42,878,975.99","484,601,617.51"
