科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
流动资产合计,"255,595,484.97","277,723,404.47","297,992,063.31",,"668,758,696.26","643,326,528.10","655,369,765.37","617,883,449.67","699,192,427.00","682,443,312.78","723,165,596.51","751,819,581.21","740,223,110.04","772,157,161.45"
流动负债合计,"53,569,243.38","39,937,331.47","41,887,304.73",,"34,063,472.08","33,963,079.96","42,528,533.70","39,635,387.40","143,516,191.23","137,691,231.24","148,673,553.14","174,113,554.09","148,588,591.54","162,040,872.07"
可供出售金融资产,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,
固定资产,"8,687,282.37","12,178,614.10","10,282,587.28",,"9,817,779.27","9,298,179.78","9,423,607.73","9,456,918.52","9,687,615.99","12,162,108.06","12,417,811.92","12,921,917.76","14,190,448.98","15,570,392.47"
递延所得税负债,"582,569.24","811,689.81","986,470.18",,"1,068,125.59","1,114,499.58","1,150,768.75","1,192,319.60","1,236,732.35","1,275,771.34","1,319,527.54","1,370,398.14","1,434,541.90","1,507,602.29"
在建工程,"1,295,914.00","7,339,989.34","38,809,720.11",,"79,034,144.44","113,012,033.35","125,620,777.97","167,829,388.09","190,896,106.58","222,136,023.50","229,659,909.78","240,598,675.78","247,072,033.33","255,115,407.09"
其他非流动负债,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,
非流动负债合计,"582,569.24","811,689.81","986,470.18",,"1,068,125.59","1,114,499.58","1,150,768.75","1,192,319.60","1,236,732.35","1,275,771.34","1,319,527.54","1,370,398.14","1,434,541.90","1,507,602.29"
固定资产清理,,,,,,,,,,,,,,
负债合计,"54,151,812.62","40,749,021.28","42,873,774.91","26,648,219.15","35,131,597.67","35,077,579.54","43,679,302.45","40,827,707.00","144,752,923.58","138,967,002.58","149,993,080.68","175,483,952.23","150,023,133.44","163,548,474.36"
生产性生物资产,,,,,,,,,,,,,,
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00",,"100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","103,921,500.00","103,921,500.00","103,902,900.00","104,332,900.00","105,409,700.00","105,409,700.00"
油气资产,,,,,,,,,,,,,,
资本公积,"66,697,381.62","66,697,381.62","66,697,381.62",,"469,167,881.62","469,167,881.62","469,167,881.62","469,167,881.62","567,400,916.62","570,105,941.62","578,068,006.80","593,025,345.06","625,632,473.01","627,967,217.88"
无形资产,"25,238,782.34","24,718,395.14","24,198,007.94",,"23,937,814.34","23,807,717.54","23,677,620.74","23,547,523.94","23,417,427.14","23,287,330.34","23,157,233.54","23,027,136.74","22,897,039.94","22,766,943.14"
盈余公积,"14,772,113.81","22,788,564.44","31,062,728.06",,"31,062,728.06","31,062,728.06","35,981,577.06","35,981,577.06","35,981,577.06","35,981,577.06","43,395,953.15","43,395,953.15","43,395,953.15","43,395,953.15"
开发支出,,,,,,,,,,,,,,
减:库存股,,,,,,,,,"99,762,960.00","99,762,960.00","99,289,776.00","111,716,776.00","111,814,025.20","111,814,025.20"
商誉,,,,,,,,,,,,,,
未分配利润,"82,960,431.44","119,630,139.09","158,139,791.53",,"148,827,757.81","155,741,623.89","166,359,125.79","173,924,750.87","171,752,519.35","192,092,704.47","218,992,123.78","231,530,947.64","220,677,649.99","246,639,585.96"
长期待摊费用,"1,363,162.09","1,041,434.10","630,504.78",,"647,717.73","395,606.97","320,302.75","228,277.65","231,051.05","517,126.96","438,214.07","722,139.72","1,028,525.53","858,332.25"
少数股东权益,,,,,,,,,,,,,,
递延所得税资产,"108,211.21","124,573.63","167,744.90",,"292,206.55","251,384.33","222,919.40","293,270.92","488,873.47","786,847.73","7,128,187.96","7,689,818.00","8,093,122.41","8,558,516.73"
外币报表折算价差,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,
非流动资产合计,"36,693,352.01","45,403,006.31","74,088,565.01",,"113,729,662.33","146,764,921.97","159,265,228.59","201,355,379.12","224,721,074.23","258,889,436.59","272,801,357.27","284,959,688.00","293,281,170.19","302,869,591.68"
所有者权益(或股东权益)合计,"238,137,024.36","282,377,389.50","329,206,853.41","338,689,813.01","747,356,760.92","755,013,870.53","770,955,691.51","778,411,121.79","779,160,577.65","802,365,746.79","845,973,873.10","861,295,316.98","883,481,146.79","911,478,278.77"
资产总计,"292,288,836.98","323,126,410.78","372,080,628.32","365,338,032.16","782,488,358.59","790,091,450.07","814,634,993.96","819,238,828.79","923,913,501.23","941,332,749.37","995,966,953.78","1,036,779,269.21","1,033,504,280.23","1,075,026,753.13"
负债和所有者(或股东权益)合计,"292,288,836.98","323,126,410.78","372,080,628.32","365,338,032.16","782,488,358.59","790,091,450.07","814,634,993.96","819,238,828.79","923,913,501.23","941,332,749.37","995,966,953.78","1,036,779,269.21","1,033,504,280.23","1,075,026,753.13"
