科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"29,721,894.62","49,574,400.83","10,779,381.34","54,332,835.38","13,376,694.89","27,275,503.66","46,026,320.48","72,247,423.47","22,182,471.51","43,755,259.71","69,048,846.04","97,960,311.81","29,340,854.02","59,611,938.82","101,892,911.35","145,053,457.94","37,515,574.45","76,932,272.28","132,085,595.46","186,874,622.77","49,078,632.22","97,651,099.98","160,729,874.38","242,407,296.41","54,949,582.23","122,201,551.16","190,844,899.41","284,017,880.60","72,037,857.31","148,468,889.86","232,282,687.03","349,700,985.13","82,525,241.52","159,874,054.84","267,131,720.30","409,132,650.34","111,274,108.54"
取得借款收到的现金,"214,000,000.00","191,800,000.00","62,000,000.00","322,196,054.11","72,850,000.00","108,000,000.00","178,000,000.00","218,000,000.00",,"113,431,000.00","153,431,000.00","263,482,978.76","40,000,000.00","40,000,000.00","90,000,000.00","140,000,000.00","50,000,000.00","100,000,000.00","140,000,000.00","140,000,000.00","50,000,000.00","50,000,000.00","150,000,000.00","150,000,000.00","80,000,000.00","140,000,000.00","160,000,000.00","160,000,000.00",,,,,,"103,000,000.00","253,000,000.00","250,000,000.00",
支付的各项税费,"50,377,690.55","99,913,104.95","9,332,270.66","69,820,847.71","31,185,179.38","57,387,839.83","93,381,166.29","116,065,317.26","34,598,824.42","65,553,323.68","101,218,460.20","124,629,435.05","49,372,503.57","86,711,963.77","111,372,281.05","137,080,310.61","28,057,371.77","64,420,914.96","94,545,934.13","120,253,811.79","53,217,820.01","129,937,635.18","169,469,704.64","194,095,155.16","58,387,140.69","139,699,665.82","180,689,742.68","215,076,024.45","74,356,994.64","138,381,945.86","178,101,714.43","193,845,692.27","81,136,275.68","136,929,952.68","193,732,916.72","191,531,677.26","130,226,984.19"
收到其他与筹资活动有关的现金,,,,,,,,"2,103,860.35",,,,,,,,"73,431,000.00",,,,,,,,,,,,,,"53,799,984.49","53,799,984.49","53,799,984.49",,,,"9,290,671.64",
支付其他与经营活动有关的现金,"44,693,121.41","50,006,873.57","13,846,678.21","68,390,355.26","19,698,524.13","28,639,072.25","49,399,441.18","102,327,563.42","23,153,044.34","49,439,525.11","78,809,127.71","180,532,971.96","25,678,716.01","56,728,039.18","71,906,779.73","149,344,044.33","31,930,470.39","63,953,988.72","29,317,006.44","178,313,827.96","43,424,179.39","73,979,915.50","83,206,489.59","229,535,556.87","27,168,360.02","76,636,567.99","139,889,712.07","258,696,124.84","46,954,885.39","76,494,162.45","125,871,848.08","310,644,541.85","53,815,489.91","107,610,233.87","265,083,632.87","314,181,383.15","58,494,070.96"
筹资活动现金流入小计,"244,644,904.81","191,800,000.00","62,000,000.00","322,196,054.11","72,850,000.00","108,000,000.00","1,227,770,000.00","1,269,873,860.35","20,000,000.00","137,031,000.00","177,031,000.00","291,582,978.76","49,999,999.97","55,399,999.97","105,399,999.97","228,830,999.97","50,000,000.00","100,000,000.00","140,000,000.00","144,900,000.00","50,000,000.00","50,000,000.00","150,000,000.00","150,000,000.00","80,000,000.00","149,800,000.00","169,800,000.00","282,780,400.00",,"53,799,984.49","53,799,984.49","53,799,984.49",,"103,000,000.00","253,000,000.00","259,290,671.64",
经营活动现金流出小计,"537,533,881.49","506,873,263.73","141,200,354.87","692,356,358.78","199,752,643.79","462,847,270.13","695,582,263.45","1,036,671,986.23","292,233,481.92","625,179,426.85","988,573,612.77","1,203,503,082.38","384,133,856.09","564,851,728.99","799,900,095.01","1,222,515,971.92","432,447,630.86","859,377,794.36","1,128,597,328.23","1,761,988,160.69","487,800,094.09","1,107,057,795.54","1,632,788,120.56","2,537,920,436.48","446,579,135.75","977,546,155.47","1,401,873,395.03","3,069,008,630.47","504,781,348.91","1,076,951,131.01","1,552,101,325.66","3,078,036,106.09","478,180,290.24","1,050,449,594.60","1,912,505,757.73","4,528,186,484.24","783,573,808.62"
偿还债务支付的现金,"157,000,000.00","202,000,000.00","32,000,000.00","249,040,000.00","66,850,000.00","132,000,000.00","377,720,308.93","412,870,308.93",,"40,000,000.00","80,000,000.00","85,060,649.19","45,000,000.00","268,086,971.14","268,086,971.14","268,086,971.14","50,000,000.00","200,000,000.00","200,000,000.00","240,000,000.00",,,"50,000,000.00","50,000,000.00","100,000,000.00","160,000,000.00","180,000,000.00","260,000,000.00",,,,,,"1,500,000.00","51,500,000.00","53,000,000.00","2,381,000.00"
经营活动产生的现金流量净额,"157,062,887.71","152,516,931.76","-19,177,606.39","142,060,183.71","12,107,049.74","30,856,561.94","11,803,277.81","47,067,925.38","29,540,163.44","94,231,258.46","52,449,302.88","23,868,621.76","-1,161,878.09","109,535,681.49","140,432,963.18","103,611,631.09","73,602,459.24","112,240,248.29","127,184,867.35","131,725,641.97","38,231,392.63","101,085,890.24","66,741,806.10","225,187,200.11","8,959,750.98","120,112,455.05","179,614,186.64","358,906,572.29","-14,911,884.41","57,237,446.42","120,561,884.37","217,592,208.31","51,558,920.95","-14,948,278.02","140,611,289.47","347,633,173.78","-51,424,832.91"
分配股利、利润或偿还利息支付的现金,"210,633,687.77","18,586,181.20","10,550,630.82","66,370,816.36","3,309,364.58","6,425,467.61","20,084,655.20","21,261,664.09","466,366.67","120,987,200.00","135,274,707.15","137,713,359.53","2,333,771.11","99,731,731.85","99,731,225.28","115,003,946.05","1,330,681.40","2,256,362.57","22,533,018.85","31,553,836.05","228,740.17","92,959,756.79","164,448,540.39","129,717,460.77","1,082,800.00","123,803,998.61","186,472,273.01","141,977,693.88",,,"36,087,204.36","36,087,204.36",,"23,729,832.62","24,921,353.96","27,784,030.36","2,387,062.50"
收回投资收到的现金,"10,000,000.00",,,"7,000,000.00",,,,,,,,,,,,"5,000,000.00",,"41,000,000.00","12,795,888.20","638,536,525.76","197,910,000.00","548,913,682.19","544,013,682.19","923,610,000.00","267,200,000.00","721,200,000.00","1,223,900,000.00","2,248,520,000.00","559,800,000.00","980,865,000.00","1,309,110,000.00","1,722,510,000.00","270,550,000.00","536,200,000.00","810,530,000.00","40,000,000.00","38,599,700.00"
支付其他与筹资活动有关的现金,,,,,859.41,"3,008,607.59","16,689,149.00","4,266,000.00",,"153,636.58","153,636.58","73,431,000.00",,"77,553.21","77,553.21",,,,,,,"205,535.22","205,535.22",,,,"43,650.00",,,"4,108,000.00","4,108,000.00","4,957,493.17",,"1,068,360.00","21,968,356.45","58,463,590.99",
取得投资收益收到的现金,,,,"4,706.84",,"4,311,032.09","4,311,032.09","4,311,032.09",,,,,"19,973,128.98","19,973,128.98","19,973,128.98","35,258,464.59",,"10,119,057.53","20,206,807.14","25,628,429.26","2,578,951.94","4,617,565.21","50,013,380.33","17,730,962.13","3,523,476.35","4,327,836.95","53,574,026.92","8,525,161.72","3,045,212.11","6,010,770.03","7,307,182.01","8,561,171.12","604,995.05","2,926,312.97","3,343,847.40","6,307,901.06","48,058.90"
筹资活动现金流出小计,"367,633,687.77","220,586,181.20","42,550,630.82","315,410,816.36","70,160,223.99","141,434,075.20","414,494,113.13","438,397,973.02","466,366.67","161,140,836.58","215,428,343.73","296,205,008.72","47,333,771.11","367,896,256.20","367,895,749.63","383,090,917.19","51,330,681.40","202,256,362.57","222,533,018.85","271,553,836.05","228,740.17","93,165,292.01","214,654,075.61","179,717,460.77","101,082,800.00","283,803,998.61","366,515,923.01","401,977,693.88",,"4,108,000.00","40,195,204.36","41,044,697.53",,"26,298,192.62","98,389,710.41","139,247,621.35","4,768,062.50"
处置固定资产、无形资产和其他长期资产收回的现金净额,"17,427,934.80",,,"21,000.00",,,"120,000.00","313,000.00","48,000.00","321,633.08","154,100.00","504,004.01","8,040.00","1,002,886.33","1,032,406.53","531,009.00",936.00,"1,056.00","76,353.00","715,981.62","105,177.00","128,367.00","141,535.70","526,347.79","105,467.00","133,684.14","191,344.11","645,419.18","188,316.43","398,077.32","339,894.89","10,466,715.77","15,860.96","212,206.00","214,141.00","2,694,639.13","30,000.00"
筹资活动产生的现金流量净额,"-122,988,782.96","-28,786,181.20","19,449,369.18","6,785,237.75","2,689,776.01","-33,434,075.20","813,275,886.87","831,475,887.33","19,533,633.33","-24,109,836.58","-38,397,343.73","-4,622,029.96","2,666,228.86","-312,496,256.23","-262,495,749.66","-154,259,917.22","-1,330,681.40","-102,256,362.57","-82,533,018.85","-126,653,836.05","49,771,259.83","-43,165,292.01","-64,654,075.61","-29,717,460.77","-21,082,800.00","-134,003,998.61","-196,715,923.01","-119,197,293.88",,"49,691,984.49","13,604,780.13","12,755,286.96",,"76,701,807.38","154,610,289.59","120,043,050.29","-4,768,062.50"
处置子公司及其他营业单位收到的现金净额,,"4,574,687.14",,,,,,,,,,,,,,"186,570.81",,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-96,965.73","-30,558.77",121.07,"12,930.32",-191.60,"-2,920.64","-507,056.15","-516,590.57","-2,220.31","-11,804.16","-21,742.92","-47,444.42","-15,607.42","28,746.48","29,697.84","-69,708.16","-8,051.31","-86,106.96","-200,211.30","-286,402.19","-13,287.82","17,624.45","25,478.58","43,784.06","140,929.01","242,610.14","367,807.36","38,558.88","-100,690.84","314,536.87","509,786.85","2,557,535.30","-380,159.59","-783,338.01","-911,490.25","-5,280,678.50","-1,342,231.20"
收到其他与投资活动有关的现金,,,,"20,000,000.00","3,000.00",,,,"500,000.00","500,000.00","500,000.00","500,000.00","100,000.00","5,000,000.00","5,000,000.00",,,,,,,,,,"4,000.00",,"54,000.00",,,,,,,,,"17,802,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"27,427,934.80","4,574,687.14",,"27,025,706.84","3,000.00","4,311,032.09","4,431,032.09","4,624,032.09","548,000.00","821,633.08","654,100.00","1,004,004.01","20,081,168.98","25,976,015.31","26,005,535.51","40,976,044.40",936.00,"51,120,113.53","33,079,048.34","664,880,936.64","200,594,128.94","553,659,614.40","594,168,598.22","941,867,309.92","270,832,943.35","725,661,521.09","1,277,719,371.03","2,257,690,580.90","563,033,528.54","987,273,847.35","1,316,757,076.90","1,741,537,886.89","271,170,856.01","539,338,518.97","814,087,988.40","66,804,540.19","38,677,758.90"
五、现金及现金等价物净增加额,"-53,810,987.41","56,845,008.22","-13,533,290.06","26,703,202.35","1,949,633.78","-40,394,179.86","762,254,892.96","792,019,935.67","34,324,016.91","43,213,637.18","-36,373,447.16","-70,133,964.02","14,372,646.71","-191,923,409.31","-129,774,822.78","-199,639,090.06","64,236,960.18","4,669,596.57","-421,725,832.64","-431,163,228.02","52,902,317.88","14,216,527.45","-78,125,232.41","162,209,534.19","75,988,245.13","-177,578,967.63","-99,480,115.69","-14,142,408.36","-87,836,407.05","25,511,441.31","-84,736,317.09","25,823,524.39","-60,977,762.97","-98,376,579.18","-26,530,976.75","34,609,155.37","-101,577,735.38"
购建固定资产、无形资产和其他长期资产支付的现金,"24,760,221.23","22,629,870.71","3,508,431.17","94,741,673.16","12,850,000.37","30,504,778.05","55,128,247.66","82,261,318.56","15,295,559.55","27,455,332.62","40,955,316.89","67,799,986.68","6,297,265.62","14,967,596.36","33,747,269.65","148,897,140.17","8,027,702.35","11,448,295.72","19,036,644.68","53,225,487.19","25,181,175.70","73,381,309.63","100,307,039.70","208,472,461.23","43,662,578.21","136,391,555.30","199,533,655.71","398,060,826.55","50,877,360.34","81,026,193.82","155,444,145.34","211,893,693.07","62,927,380.34","115,544,186.34","165,892,295.94","294,468,385.87","41,020,367.67"
期初现金及现金等价物余额,"99,544,868.94","45,733,881.53","102,578,889.75","102,578,889.75","129,282,092.10","129,282,092.10","129,282,092.10","129,282,092.10","921,301,550.91","921,302,027.77","921,302,027.77","921,302,027.77","929,650,401.01","924,651,063.75","924,651,063.75","851,168,063.75","664,324,861.89","651,528,973.69","651,528,973.69","651,528,973.69","220,365,745.67","220,365,745.67","220,365,745.67","220,365,745.67","382,575,279.86","382,575,279.86","382,575,279.86","382,575,279.86","368,432,871.50","368,432,871.50","368,432,871.50","368,432,871.50","394,256,395.89","394,256,395.89","394,256,395.89","394,256,395.89","428,865,551.26"
投资支付的现金,"90,455,840.00","28,800,000.00","10,296,742.75","54,439,183.11",,"8,370,000.00","8,370,000.00","8,370,000.00",,,"9,850,000.00","5,000,000.00",,,,"41,000,000.00",,"44,900,000.00","429,136,525.76","1,005,446,525.76","210,500,000.00","524,000,000.00","574,100,000.00","766,698,837.90","139,200,000.00","753,200,000.00","1,160,920,000.00","2,113,520,000.00","584,980,000.00","987,980,180.00","1,380,725,700.00","1,686,510,000.00","320,400,000.00","529,575,499.99","782,619,308.94",,"41,700,000.00"
期末现金及现金等价物余额,"45,733,881.53","102,578,889.75","89,045,599.69","129,282,092.10","131,231,725.88","88,887,912.24","891,536,985.06","921,302,027.77","955,625,567.82","964,515,664.95","884,928,580.61","851,168,063.75","944,023,047.72","732,727,654.44","794,876,240.97","651,528,973.69","728,561,822.07","656,198,570.26","229,803,141.05","220,365,745.67","273,268,063.55","234,582,273.12","142,240,513.26","382,575,279.86","458,563,524.99","204,996,312.23","283,095,164.17","368,432,871.50","280,596,464.45","393,944,312.81","283,696,554.41","394,256,395.89","333,278,632.92","295,879,816.71","367,725,419.14","428,865,551.26","327,287,815.88"
