科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"30,234,326.46","37,236,032.92","59,320,913.10","34,231,198.87","54,975,987.06","69,738,450.56","14,679,715.53","38,655,890.88","55,919,092.56","75,363,426.48","15,077,311.28","41,883,070.60","56,773,101.33","87,730,483.01","25,427,256.17","46,206,531.34","67,393,827.78","107,318,839.17","35,281,638.10","58,986,019.15","78,226,436.86","112,779,253.96","29,533,821.07","51,449,553.62","70,123,350.43","105,414,251.63","32,067,038.71","54,649,883.31"
取得借款收到的现金,"593,093,292.80","703,700,000.00","688,600,000.00","509,500,000.00","596,496,923.79","804,000,000.00","185,000,000.00","363,000,000.00","577,161,078.87","1,091,923,596.55","385,032,758.29","772,045,908.35","1,056,622,360.85","1,727,291,042.99","571,440,918.21","759,846,263.55","1,072,020,640.67","1,875,555,516.19","515,183,820.00","893,106,693.06","991,906,693.06","1,446,774,693.06","312,000,000.00","567,843,525.42","1,010,623,253.88","1,727,430,456.61","391,373,863.00","606,579,366.86"
支付的各项税费,"11,151,849.72","69,908,729.25","80,783,135.87","36,285,150.25","67,710,755.76","92,376,912.82","19,190,728.30","42,848,872.55","92,995,813.61","129,635,651.56","26,224,866.06","54,531,375.87","99,985,330.86","117,574,824.54","32,274,656.40","55,151,108.49","84,702,960.16","126,178,117.22","49,187,047.16","75,489,320.03","100,867,650.66","131,440,325.72","16,436,764.97","42,341,041.25","63,254,420.41","77,969,265.80","23,755,640.57","64,286,442.15"
收到其他与筹资活动有关的现金,"6,900,000.00","3,100,000.00",,,,"8,991,396.83",,,"7,300,000.00","10,200,000.00","19,642,098.15","18,683,908.37","13,342,577.19","11,640,000.00",,,,,,"18,500,024.31","93,500,024.31","75,380,000.00",,"7,000,000.00",,"414,381,984.40",,"2,575,173.91"
支付其他与经营活动有关的现金,"45,218,103.23","52,262,642.13","82,379,112.87","43,906,797.30","55,704,500.63","72,721,946.81","57,176,330.21","64,455,050.36","121,456,440.35","101,614,585.81","69,129,195.21","58,341,355.13","134,289,415.19","150,017,257.34","36,432,990.39","73,052,694.46","144,218,072.07","177,190,099.88","52,689,002.06","107,833,449.81","155,166,543.10","171,133,738.35","45,901,781.80","93,139,311.23","141,137,953.31","193,259,079.83","26,776,905.62","99,053,074.87"
筹资活动现金流入小计,"599,993,292.80","706,800,000.00","692,124,036.00","509,500,000.00","1,276,746,923.79","1,449,725,000.00","185,000,000.00","363,000,000.00","584,461,078.87","1,102,123,596.55","404,674,856.44","790,729,816.72","1,069,964,938.04","1,738,931,042.99","571,440,918.21","759,846,263.55","1,072,020,640.67","1,875,555,516.19","515,183,820.00","911,606,717.37","1,085,406,717.37","1,522,154,693.06","312,000,000.00","574,843,525.42","1,010,623,253.88","2,141,812,441.01","391,373,863.00","609,154,540.77"
经营活动现金流出小计,"1,039,924,343.38","1,545,391,246.78","2,296,807,093.01","1,216,627,155.00","1,927,785,467.44","2,585,121,115.01","655,397,273.73","1,416,712,691.76","1,906,822,365.12","2,899,277,867.04","704,471,228.13","1,074,099,496.53","1,711,428,248.00","2,696,028,919.48","744,321,603.74","1,348,363,947.11","2,069,318,549.90","2,671,815,857.79","746,097,735.78","1,579,375,291.73","2,082,306,225.89","2,522,037,905.11","581,771,953.67","1,277,848,228.54","2,134,766,531.47","2,819,367,953.08","870,991,733.48","1,403,954,509.55"
偿还债务支付的现金,"467,700,000.00","680,593,292.80","577,000,000.00","307,600,000.00","646,300,000.00","953,800,000.00","62,500,000.00","352,000,000.00","459,812,154.53","724,737,212.91","320,119,546.09","813,166,385.91","1,063,846,862.02","1,572,511,448.69","620,571,607.65","818,827,401.05","1,117,347,103.78","1,687,596,615.29","285,988,295.67","687,889,960.67","1,109,394,988.73","1,609,594,988.73","291,000,000.00","551,000,000.00","873,586,290.00","1,444,903,525.42","276,000,000.00","561,541,060.00"
经营活动产生的现金流量净额,"28,527,889.70","141,829,812.39","138,898,845.35","-151,498,267.89","-358,407,566.25","-57,731,948.19","-368,667,739.29","-110,359,070.85","-244,341,960.11","-6,450,192.13","-245,738,813.98","-231,401,790.05","-210,657,042.10","-126,312,027.61","35,835,525.76","41,765,628.93","75,774,765.65","157,296,646.92","-142,319,836.41","-231,408,971.40","-94,522,156.91","141,515,848.68","-109,576,652.30","-187,189,637.39","-234,259,292.74","-127,205,751.68","-149,014,320.06","-171,766,146.56"
分配股利、利润或偿还利息支付的现金,"96,017,762.15","95,053,689.71","32,311,806.15","23,840,993.23","33,573,387.71","38,575,964.93","6,764,753.07","65,110,317.48","68,604,422.53","80,875,314.12","10,748,511.69","36,086,461.18","66,126,023.56","85,806,320.04","13,280,617.40","38,307,767.67","62,554,873.73","82,179,168.09","12,312,550.95","76,736,739.34","87,546,200.55","99,949,065.33","7,874,950.76","33,693,752.85","58,778,405.18","71,640,799.88","10,088,971.03","28,924,287.80"
收回投资收到的现金,"1,658,737.25","10,884,254.06",,,,,,,,,,,,,,,,"80,644,854.80",,"180,918,972.59","182,861,829.59","234,418,628.11",,,,"1,142,857.00",,
支付其他与筹资活动有关的现金,,,,,"43,516,396.83","9,235,096.99",,,"1,621,132.08","38,060,622.76","1,269,910.30",,,"46,730,442.70","2,290,736.01","4,234,718.87","7,234,718.87","101,265,922.13","5,000,000.00","6,881,150.00","43,693,337.16","47,906,865.97","7,484,635.65","2,242,653.02","41,097,599.01","384,995,047.67",146.32,"12,281,603.22"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,182.20,494.36,984.69
筹资活动现金流出小计,"563,717,762.15","775,646,982.51","609,311,806.15","331,440,993.23","723,389,784.54","1,001,611,061.92","69,264,753.07","417,110,317.48","530,037,709.14","843,673,149.79","332,137,968.08","849,252,847.09","1,129,972,885.58","1,705,048,211.43","636,142,961.06","861,369,887.59","1,187,136,696.38","1,871,041,705.51","303,300,846.62","771,507,850.01","1,240,634,526.44","1,757,450,920.03","306,359,586.41","586,936,405.87","973,462,294.19","1,901,539,372.97","286,089,117.35","602,746,951.02"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"8,368,000.00","682,615.38","766,841.65","782,600.00","765,000.00","59,829.06","70,000.00","185,000.00","718,012.00",,"133,389.36","133,389.36","1,447,564.02","110,662.07","161,944.12","161,944.12","2,036,288.39","94,503.59","179,108.38","179,108.38","1,201,089.35",,"293,602.86","441,102.01","1,180,711.59","17,000.00","199,482.76"
筹资活动产生的现金流量净额,"36,275,530.65","-68,846,982.51","82,812,229.85","178,059,006.77","553,357,139.25","448,113,938.08","115,735,246.93","-54,110,317.48","54,423,369.73","258,450,446.76","72,536,888.36","-58,523,030.37","-60,007,947.54","33,882,831.56","-64,702,042.85","-101,523,624.04","-115,116,055.71","4,513,810.68","211,882,973.38","140,098,867.36","-155,227,809.07","-235,296,226.97","5,640,413.59","-12,092,880.45","37,160,959.69","240,273,068.04","105,284,745.65","6,407,589.75"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,"11,728,901.71","1,014,006.57","1,014,006.57","1,014,006.57","1,013,934.43",,,,,,,"205,862,917.04","205,862,917.04",,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,"-14,252.39",-337.20,"11,284.99"
收到其他与投资活动有关的现金,,,,,,,,,,"1,130,800.00",,,,"116,197,161.12","50,054,219.18","75,159,431.18","75,159,431.18",,"141,534.24",,,,,,,"5,746.84",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,658,737.25","19,252,254.06","682,615.38","766,841.65","782,600.00","765,000.00","59,829.06","70,000.00","185,000.00","13,577,713.71","1,014,006.57","1,147,395.93","1,147,395.93","118,658,659.57","50,164,881.25","75,321,375.30","75,321,375.30","82,681,143.19","236,037.83","181,098,080.97","388,903,855.01","441,482,634.50",,"293,602.86","441,102.01","2,329,497.63","17,494.36","200,467.45"
五、现金及现金等价物净增加额,"22,261,372.73","29,394,984.40","147,745,588.92","12,446,058.12","180,340,776.97","304,867,734.92","-283,984,555.56","-200,474,962.10","-297,027,966.90","22,062,080.75","-263,263,305.58","-414,199,959.07","-433,572,934.52","-311,820,196.43","-46,816,504.07","-110,195,899.75","-148,394,807.12","-13,830,717.48","37,467,537.81","-68,717,472.03","-22,905,022.71","120,885,944.59","-119,874,846.95","-240,438,160.92","-238,826,691.36","67,852,711.17","-53,347,483.05","-177,532,974.46"
购建固定资产、无形资产和其他长期资产支付的现金,"43,200,784.87","62,840,099.54","74,648,101.66","14,881,522.41","15,391,396.03","34,061,066.57","31,111,892.26","36,075,573.77","51,698,782.97","115,501,794.04","33,983,407.74","46,064,155.88","84,696,962.11","103,691,681.16","18,114,868.23","45,759,279.94","104,374,892.36","108,222,318.27","22,331,636.99","28,505,448.96","32,058,911.74","46,816,311.62","15,938,608.24","41,449,245.94","42,169,460.32","47,479,850.43","9,635,065.80","12,386,170.09"
期初现金及现金等价物余额,"38,165,269.40","60,426,642.13","89,821,626.53","237,567,215.45","237,567,215.45","237,567,215.45","542,434,950.37","542,434,950.37","542,434,950.37","542,434,950.37","564,497,031.12","564,497,031.12","564,497,031.12","564,497,031.12","252,676,834.69","252,676,834.69","252,676,834.69","252,676,834.69","238,846,117.21","238,846,117.21","238,846,117.21","238,846,117.21","359,732,061.80","359,732,061.80","359,732,061.80","359,732,061.80","427,584,772.97","427,584,772.97"
投资支付的现金,"1,000,000.00",,,,,,,,"55,595,593.55",,,,,,,"10,000,000.00","10,000,000.00","150,100,000.00",,"130,000,000.00","130,000,000.00","180,000,000.00",,,,"50,000.00",,
期末现金及现金等价物余额,"60,426,642.13","89,821,626.53","237,567,215.45","250,013,273.57","417,907,992.42","542,434,950.37","258,450,394.81","341,959,988.27","245,406,983.47","564,497,031.12","301,233,725.54","150,297,072.05","130,924,096.60","252,676,834.69","205,860,330.62","142,480,934.94","104,282,027.57","238,846,117.21","276,313,655.02","170,128,645.18","215,941,094.50","359,732,061.80","239,857,214.85","119,293,900.88","120,905,370.44","427,584,772.97","374,237,289.92","250,051,798.51"
