科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
分配股利、利润或偿还利息支付的现金,"16,317,711.21","14,868,816.30","13,083,529.36","6,485,877.01",,"13,163,505.48","4,708,843.75","10,597,605.41","36,799,409.48","44,413,794.53","6,800,079.04"
收回投资收到的现金,,,,,,,,"83,000,000.00","83,000,000.00","249,000,000.00",
支付其他与筹资活动有关的现金,,"4,038,000.00","6,664,000.00","4,316,000.00",,"11,165,288.21","6,971,777.79","12,978,045.16","15,255,802.12","20,108,048.66","4,523,736.13"
取得投资收益收到的现金,,,,,,,"408,652.96","877,868.50","877,868.50","666,956.17",
筹资活动现金流出小计,"320,117,711.21","300,556,816.30","357,906,625.36","92,301,877.01",,"278,828,793.69","51,680,621.54","130,775,650.57","259,255,211.60","694,721,843.19","69,823,815.17"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"255,773.87","200,000.00",,,,,"80,000.00","2,613,641.61","2,613,641.61",
筹资活动产生的现金流量净额,"-47,167,711.21","14,326,353.70","47,252,470.64","1,893,122.99",,"442,304,246.31","106,319,378.46","175,724,349.43","177,244,788.40","118,397,384.83","53,225,184.83"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,
四、汇率变动对现金的影响,"12,435.15","6,577.31","2,641,290.48","560,911.42","739,619.89","2,735,520.81","31,218.76","-1,281,781.06","-630,321.59","-4,104,920.62","-9,816,703.50"
收到其他与投资活动有关的现金,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,
投资活动现金流入小计,,"255,773.87","200,000.00",,,,"408,652.96","83,957,868.50","86,491,510.11","252,280,597.78",
五、现金及现金等价物净增加额,"-6,681,725.40","20,323,118.89","27,941,057.88","-38,814,702.46","32,373,537.39","354,602,876.26","-319,488,995.35","-237,122,001.88","-258,509,441.68","-272,641,414.43","-14,183,495.35"
购建固定资产、无形资产和其他长期资产支付的现金,"48,078,326.10","5,026,166.79","36,924,933.97","19,427,084.33",,"35,046,369.08","23,842,996.00","68,127,167.10","82,557,305.74","107,195,996.31","26,391,551.07"
期初现金及现金等价物余额,"27,505,558.17","20,823,832.77","41,146,951.66","69,088,009.54",,"69,088,009.54","69,088,009.54","423,690,885.80","423,690,885.80","423,690,885.80","151,049,471.37"
投资支付的现金,,,,,,,"83,000,000.00","83,000,000.00","83,000,000.00","249,000,000.00",
期末现金及现金等价物余额,"20,823,832.77","41,146,951.66","69,088,009.54","30,273,307.08","72,869,158.58","423,690,885.80","-250,400,985.81","186,568,883.92","165,181,444.12","151,049,471.37","136,865,976.02"
