科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"3,170,618.90","2,603,769.54","3,767,633.16","744,400.23","1,222,894.56","728,205.11","482,762.49","280,766.38","-811,224.72","-1,813,653.90","-3,502,539.61","-1,523,244.83","-2,604,591.76","-3,198,344.85","-3,718,914.03","-443,129.51","-1,021,338.27","-1,466,361.47","-1,557,430.59","545,036.81","2,011,752.85","3,772,328.27","4,511,042.52","-3,926,646.94","-10,471,263.86","-14,780,241.05","-16,497,231.81","279,239.19","-2,138,723.66","-1,919,310.00","-966,750.32","545,831.17","1,298,623.76","3,077,099.08","4,914,072.04"
三、利润总额,"26,373,661.50","23,001,521.38","34,142,650.50","5,583,518.46","12,234,125.90","23,578,035.57","37,261,754.46","7,035,059.00","16,702,939.05","32,404,269.55","52,364,743.70","8,235,322.67","24,519,782.91","63,903,236.22","125,246,045.24","13,756,913.20","36,230,252.71","78,961,608.23","126,818,800.74","20,168,651.53","47,149,851.95","113,591,093.10","175,098,887.45","25,878,207.01","60,296,197.78","123,927,540.72","191,402,832.18","47,705,238.72","107,812,547.96","217,391,157.46","349,498,190.29","47,827,096.99","125,509,793.16","256,931,004.00","389,902,026.97"
资产减值损失,"197,687.21","1,057,580.24","1,691,432.82",,"890,055.82","1,846,847.03","685,016.13","1,070,447.84","2,052,381.71","2,955,774.00","6,216,624.77","1,093,004.92","5,170,671.34","7,197,013.68","10,252,726.77","112,856.29","299,781.95","3,378,176.33","4,537,277.83","948,879.03","1,948,156.38","6,345,419.69","10,281,876.31","3,800,930.26","7,903,645.33","8,743,783.32","36,208,273.54","8,059,243.22","15,968,123.25","16,516,400.59","40,157,107.99","-1,961,885.17","16,595,311.03","33,848,065.74","39,577,362.75"
减:所得税,"4,062,723.96","3,372,961.18","5,027,995.93","849,512.49","1,834,354.85","3,348,532.36","5,650,294.58","773,523.94","2,032,101.24","3,714,471.16","7,390,237.59","1,764,627.29","6,623,172.87","14,682,787.66","22,152,551.38","2,455,923.11","5,886,222.60","12,711,680.84","19,625,612.45","3,404,623.43","7,865,551.84","18,375,013.41","27,359,113.90","4,498,133.23","10,843,289.67","20,329,274.59","31,476,400.88","9,690,225.73","18,687,854.45","35,259,400.43","53,927,711.98","7,086,869.59","19,132,777.23","38,297,928.91","56,623,230.56"
加:公允价值变动净收益,,,,,,,,,,,,,,-362.03,"-22,800.45",490.69,"-339,591.58","-339,591.58","-339,591.58",,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"215,069.59",,,,,,,,,,,,,"47,013.65",,,"340,082.27","340,082.27","340,082.27",,,,,,,,"-596,707.05","-309,131.77","-698,105.23","-1,023,949.04","-1,554,455.05","-122,845.40","-660,597.46","-33,719.50","-332,511.89"
四、净利润,"22,310,937.54","19,628,560.20","29,114,654.57","4,734,005.97","10,399,771.05","20,229,503.21","31,611,459.88","6,261,535.06","14,670,837.81","28,689,798.39","44,974,506.11","6,470,695.38","17,896,610.04","49,220,448.56","103,093,493.86","11,300,990.09","30,344,030.11","66,249,927.39","107,193,188.29","16,764,028.10","39,284,300.11","95,216,079.69","147,739,773.55","21,380,073.78","49,452,908.11","103,598,266.13","159,926,431.30","38,015,012.99","89,124,693.51","182,131,757.03","295,570,478.31","40,740,227.40","106,377,015.93","218,633,075.09","333,278,796.41"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,"-596,707.05","-309,131.77","-698,105.23","-1,023,949.04","-1,554,455.05","-120,328.53","-658,080.59","-31,202.63","-329,995.02"
归属于母公司所有者的净利润,"22,235,602.09","19,572,619.79","29,091,195.12","4,722,202.65","10,423,602.36","20,212,037.93","31,572,240.50","6,273,791.62","14,655,339.23","28,641,186.13","44,962,647.11","6,495,313.18","17,896,276.86","43,442,220.97","77,801,320.40","10,694,408.01","26,658,179.09","53,291,672.94","82,294,209.87","12,351,763.77","31,903,332.62","73,964,562.41","112,167,858.11","17,448,523.25","43,994,528.05","97,272,600.43","152,633,303.67","32,802,560.97","79,457,203.39","169,101,257.88","275,495,429.54","40,285,574.29","103,559,830.20","207,426,653.08","311,825,825.86"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"75,335.45","55,940.41","23,459.45","11,803.32","-23,831.31","17,465.28","39,219.38","-12,256.56","15,498.58","48,612.26","11,859.00","-24,617.80",333.18,"5,778,227.59","25,292,173.46","606,582.08","3,685,851.02","12,958,254.45","24,898,978.42","4,412,264.33","7,380,967.49","21,251,517.28","35,571,915.44","3,931,550.53","5,458,380.06","6,325,665.70","7,293,127.63","5,212,452.02","9,667,490.12","13,030,499.15","20,075,048.77","454,653.11","2,817,185.73","11,206,422.01","21,452,970.55"
