科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
筹资活动现金流出小计,"616,123,966.16","751,904,377.81","731,091,505.98","117,276,902.50","163,343,412.06","290,277,153.21","294,168,197.68","160,952,531.75","168,911,898.56","168,911,898.56","168,911,898.56",,"157,882,680.00","157,882,680.00","157,882,680.00",,"158,885,880.00","158,885,880.00","158,885,880.00",,"159,364,680.00","159,364,680.00","159,364,680.00",,"159,866,280.00","159,866,280.00","159,866,280.00",,"157,882,680.00","157,882,680.00","157,882,680.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"18,460.00","7,470.00","120,950.00",,,"35,897.44","36,497.44","186,600.00","309,400.00","335,699.00","335,699.00","93,000.00","93,000.00","93,000.00","183,000.00","12,700.00","257,385.29","258,365.29","269,145.87","31,000.00","196,136.00","256,236.00","256,236.00",440.00,"3,213.50","3,213.50","3,213.50",,,,"4,500.00"
筹资活动产生的现金流量净额,"-223,123,966.16","-183,904,377.81","-208,091,505.98","920,614,591.09","874,548,081.53","747,614,340.38","743,723,295.91","-160,952,531.75","-168,911,898.56","-166,461,898.56","-166,461,898.56",,"-157,882,680.00","-157,882,680.00","-157,882,680.00",,"-158,885,880.00","-158,885,880.00","-158,885,880.00",,"-159,364,680.00","-159,364,680.00","-159,364,680.00",,"-159,866,280.00","-159,866,280.00","-157,976,280.00",,"-157,882,680.00","-157,882,680.00","-157,882,680.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"23,366,410.54","1,266,877.82","1,720,255.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"130,236,873.29","52,538,270.32","5,743,940.00",,"14,874.48","50,771.92","51,371.92","3,323,699.44","175,230,133.46","175,256,432.46","380,693,418.76","93,000.00","204,895,729.34","307,189,427.97","511,866,825.23","6,512,700.00","446,795,066.13","446,796,046.13","939,880,086.99","20,514,287.67","554,512,487.71","554,572,587.71","1,170,558,670.65","20,172,467.40","633,543,651.85","774,590,775.14","1,382,414,172.40","141,675,397.26","610,015,230.86","753,218,578.26","1,500,059,323.85"
五、现金及现金等价物净增加额,"-46,414,820.66","64,564,211.76","46,481,042.14","951,810,713.49","449,754,248.75","420,161,451.97","540,320,771.16","-334,090,493.57","-379,387,694.34","-285,714,995.83","-115,822,522.41","-75,131,808.70","-317,145,806.20","-139,211,049.25","-114,895,053.16","24,515,637.45","-117,666,940.18","-61,903,767.48","69,367,262.21","97,388,615.53","-151,133,470.05","-104,407,586.65","30,771,309.67","98,327,523.46","-26,807,474.59","59,445,475.47","178,987,532.45","26,028,152.41","-303,945,311.35","-222,654,648.90","-66,261,389.42"
购建固定资产、无形资产和其他长期资产支付的现金,"195,321,419.40","28,775,920.46","53,205,922.12","3,069,059.28","4,231,647.90","5,265,304.09","8,973,507.12","2,438,822.48","11,116,307.19","13,765,933.74","18,152,256.66","7,895,250.00","10,232,689.15","12,092,633.82","19,025,945.54","4,822,001.91","6,688,399.41","14,257,168.82","17,370,535.57","2,508,084.22","6,264,669.67","9,878,198.17","11,750,355.17","2,378,125.26","4,044,262.45","5,307,486.25","9,400,226.31","2,134,364.17","3,996,042.07","7,464,065.20","9,784,568.11"
期初现金及现金等价物余额,"220,467,757.22","174,052,936.56","238,617,148.32","285,098,190.46","285,098,190.46","285,098,190.46","285,098,190.46","836,418,961.62","836,418,961.62","836,418,961.62","825,418,961.62","711,596,439.21","711,596,439.21","711,596,439.21","709,596,439.21","594,701,386.05","594,701,386.05","594,701,386.05","594,701,386.05","664,068,648.26","664,068,648.26","664,068,648.26","664,068,648.26","694,839,957.93","694,839,957.93","694,839,957.93","694,839,957.93","873,827,490.38","873,827,490.38","873,827,490.38","873,827,490.38"
投资支付的现金,"25,000,000.00","25,000,000.00",,,,"6,500,000.00","6,500,000.00","170,000,000.00","372,550,000.00","385,000,000.00","570,000,000.00","100,000,000.00","400,000,000.00","400,000,000.00","700,000,000.00",,"480,000,000.00","500,000,000.00","980,000,000.00","20,000,000.00","640,000,000.00","640,000,000.00","1,240,000,000.00","20,000,000.00","620,000,000.00","760,000,000.00","1,360,000,000.00","140,000,000.00","800,000,000.00","939,201,200.00","1,671,201,200.00"
期末现金及现金等价物余额,"174,052,936.56","238,617,148.32","285,098,190.46","1,236,908,903.95","734,852,439.21","705,259,642.43","825,418,961.62","502,328,468.05","457,031,267.28","550,703,965.79","709,596,439.21","636,464,630.51","394,450,633.01","572,385,389.96","594,701,386.05","619,217,023.50","477,034,445.87","532,797,618.57","664,068,648.26","761,457,263.79","512,935,178.21","559,661,061.61","694,839,957.93","793,167,481.39","668,032,483.34","754,285,433.40","873,827,490.38","899,855,642.79","569,882,179.03","651,172,841.48","807,566,100.96"
