科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"156,255,637.28","214,807,448.17","291,580,672.00","72,753,777.68","167,451,941.13","243,469,918.49","360,848,844.63","85,712,482.66","179,590,638.81","272,102,922.33","407,444,071.25","83,917,812.82","177,855,712.72","257,375,806.27","365,361,949.46","77,776,259.69","164,717,514.82","263,979,324.87","402,750,942.83","121,832,886.10","201,430,880.50","270,507,595.92","449,069,619.83","110,553,026.58","219,253,669.22","286,371,545.82"
取得借款收到的现金,"801,067,016.22","629,383,120.72","309,705,137.23","57,969,366.87","186,499,426.11","214,867,373.90","346,036,828.52",,"8,343,810.00","46,592,516.46","47,557,243.51",,,,"165,213.00",,,"342,703,200.00","342,703,200.00",,,,,,,
支付的各项税费,"121,854,472.14","252,955,160.79","314,818,976.60","122,535,038.64","214,595,186.21","301,376,808.29","364,203,287.31","128,481,365.74","265,479,259.37","328,941,781.92","384,576,693.57","117,510,694.73","205,909,367.50","249,478,524.90","349,875,726.07","81,183,947.21","181,003,522.11","254,962,071.16","345,841,065.60","113,643,350.23","194,253,809.03","268,264,605.05","311,815,727.94","86,346,512.39","187,375,815.29","257,374,678.20"
收到其他与筹资活动有关的现金,"116,437,960.05",,"20,220,194.49","62,581,369.19","12,852,204.71","43,364,913.98",,,,"40,311,368.23",,,,,,,,,"8,737,052.13",,,,,,,
支付其他与经营活动有关的现金,"176,982,573.16","242,377,515.80","413,957,143.07","93,010,403.11","228,095,386.30","388,474,100.95","971,582,947.55","122,156,151.18","275,037,292.49","425,589,599.95","457,269,845.01","106,905,601.44","326,060,024.01","470,668,876.18","401,055,002.18","139,770,505.63","277,890,383.66","766,867,014.02","664,915,177.07","258,372,991.29","388,923,958.52","541,838,301.83","630,216,755.01","153,419,018.50","214,852,811.78","301,956,378.80"
筹资活动现金流入小计,"917,504,976.27","779,383,120.72","329,925,331.72","120,550,736.06","2,217,345,130.82","2,276,225,787.88","2,352,736,326.31",,"8,343,810.00","86,903,884.69","47,557,243.51",,,,"165,213.00",,,"342,703,200.00","351,440,252.13",,,,,,,
经营活动现金流出小计,"1,909,052,691.88","2,298,700,045.32","2,905,861,262.92","990,723,583.63","1,805,209,034.62","2,656,346,148.29","4,041,075,230.16","1,111,458,839.55","2,165,747,697.23","3,036,311,271.20","3,721,537,452.46","845,088,128.44","1,706,055,120.36","2,601,366,513.76","3,637,237,851.50","811,229,005.01","1,635,888,580.11","2,856,806,603.80","3,408,884,579.48","1,137,469,705.00","1,908,700,471.44","2,850,720,668.45","3,776,689,536.66","1,118,220,627.85","1,886,198,553.27","2,695,728,517.03"
偿还债务支付的现金,"648,629,630.84","685,846,181.72","342,081,936.91","83,345,275.04","232,448,023.23","373,452,367.85","461,746,451.58","55,690,193.00","64,088,509.00","72,418,279.00","98,337,787.39","13,330,216.63","13,330,216.63","13,330,216.63","13,315,641.12","165,369.60","165,369.60","165,369.60","165,213.00","19,635,600.00","39,171,600.00","39,171,600.00","38,961,600.00",,,
经营活动产生的现金流量净额,"-94,916,080.13","319,488,563.35","277,996,266.69","-149,947,367.50","-129,601,410.98","-185,832,600.03","3,437,485.68","-212,007,251.12","-280,492,712.83","-259,869,626.25","54,789,397.70","43,456,268.52","19,118,320.26","-103,873,787.54","145,585,310.96","295,902,932.51","480,663,152.97","104,522,277.31","1,300,089,496.00","-43,327,052.56","117,626,307.09","-29,584,176.83","358,149,466.38","-9,094,538.40","163,109,808.17","5,850,405.89"
分配股利、利润或偿还利息支付的现金,"21,657,298.01","25,060,286.12","12,642,232.67","2,511,583.76","4,803,166.21","97,712,857.81","98,860,548.40","339,620.04","160,853,908.86","160,908,594.79","161,106,257.06","110,475.97","88,326,075.97","88,326,075.97","88,327,026.06",931.83,"200,490,931.83","200,515,931.83","203,615,526.33","3,180,396.84","304,633,915.86","306,408,779.27","308,724,604.33","3,753,850.92","245,277,757.46","247,630,133.02"
收回投资收到的现金,,,"40,000,000.00","14,550,000.00","48,750,000.00","196,050,000.00",,"50,000,000.00",,"200,000,000.00","1,852,993,814.21","200,000,000.00",,"399,000,000.00","390,000,000.00","140,000,000.00","440,000,000.00","500,000,000.00","611,000,000.00","230,000,000.00","720,000,000.00","809,000,000.00","1,195,000,000.00","64,000,000.00","291,000,000.00","396,000,000.00"
支付其他与筹资活动有关的现金,,"49,817,397.35",,"22,245,804.96","11,294,002.21","11,294,002.21",,"3,493,762.61","29,718,253.37","59,718,253.37",,"98,747,594.11","121,063,411.48","59,270,032.39",,,,,"370,000,000.00",,,,,,,
取得投资收益收到的现金,,,"23,551.35","32,819.18","305,286.57","1,204,105.72","482,048.97","2,441,816.16","6,191,293.03","7,099,336.02","9,166,580.94","3,065,893.33","7,610,365.39","11,666,736.09","28,833,133.01","3,229,966.31","7,139,586.97","8,755,412.02","11,658,452.88","1,425,477.16","3,902,250.25","12,757,107.43","29,163,583.18","4,950,876.24","16,173,877.87","24,166,171.02"
筹资活动现金流出小计,"670,286,928.85","760,723,865.19","354,724,169.58","108,102,663.76","248,545,191.65","482,459,227.87","560,606,999.98","59,523,575.65","254,660,671.23","293,045,127.16","259,444,044.45","112,188,286.71","222,719,704.08","160,926,324.99","101,642,667.18","166,301.43","200,656,301.43","200,681,301.43","573,780,739.33","22,815,996.84","343,805,515.86","345,580,379.27","347,686,204.33","3,753,850.92","245,277,757.46","247,630,133.02"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"162,015.20","40,001.28","2,016.71",,"20,416.71","44,548.75",,"611,787.21","619,140.99","5,027,258.18","75,280.55","79,080.55","200,975.35","204,385.29",427.35,"36,763.96","58,218.01","258,021.48","105,713.62","294,129.93","316,888.09","667,965.89","12,680.00","15,802.97","38,256.35"
筹资活动产生的现金流量净额,"247,218,047.42","18,659,255.53","-24,798,837.86","12,448,072.30","1,968,799,939.17","1,793,766,560.01","1,792,129,326.33","-59,523,575.65","-246,316,861.23","-206,141,242.47","-211,886,800.94","-112,188,286.71","-222,719,704.08","-160,926,324.99","-101,477,454.18","-166,301.43","-200,656,301.43","142,021,898.57","-222,340,487.20","-22,815,996.84","-343,805,515.86","-345,580,379.27","-347,686,204.33","-3,753,850.92","-245,277,757.46","-247,630,133.02"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-527,513.26","-499,237.31","3,434,249.63","678,113.75","785,984.29","857,302.53","1,395,928.83","181,064.86","314,631.88","1,643,640.74","4,166,484.05","253,568.08","466,319.12","527,374.12","680,183.66","75,933.03","361,865.45","1,770,285.79","1,003,768.47","501,893.54","1,291,291.47","1,511,571.40","2,211,210.07","-85,070.98","1,017,198.27","-1,897,133.00"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,"40,094,000.36",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"162,015.20","40,063,552.63","14,584,835.89","49,055,286.57","197,274,522.43","526,597.72","52,441,816.16","6,803,080.24","207,718,477.01","1,867,187,653.33","203,141,173.88","7,689,445.94","410,867,711.44","419,037,518.30","143,230,393.66","447,176,350.93","508,813,630.03","622,916,474.36","231,531,190.78","724,196,380.18","822,073,995.52","1,264,925,549.43","68,963,556.24","307,189,680.84","420,204,427.37"
五、现金及现金等价物净增加额,"144,271,532.12","66,864,852.39","140,434,313.66","-138,986,571.65","1,801,695,293.70","1,530,171,358.62","1,591,575,744.11","-348,649,470.36","-1,160,942,192.41","-975,341,997.05","-877,703,707.95","82,741,501.57","-320,600,628.83","-501,869,592.47","-201,454,013.17","-232,414,271.83","17,295,680.89","-403,444,227.68","-113,572,888.26","-310,341,170.98","-93,697,002.03","-390,456,490.49","-343,148,246.63","-171,524,417.21","-91,261,748.50","-274,644,686.78"
购建固定资产、无形资产和其他长期资产支付的现金,"7,502,921.91","270,945,744.38","96,610,917.43","9,750,226.09","48,244,505.35","89,494,426.32","205,913,594.45","29,741,524.61","141,250,330.47","218,693,246.08","366,910,443.09","51,921,222.20","85,155,010.07","108,464,565.50","144,279,571.91","33,935,693.60","62,249,387.03","109,471,472.60","219,829,660.82","52,231,205.90","109,005,464.91","144,877,501.31","315,748,268.18","37,554,513.15","101,300,678.32","176,172,254.02"
期初现金及现金等价物余额,"37,670,333.05","181,941,865.17","248,806,717.56","389,241,031.22","389,241,031.22","389,241,031.22","389,241,031.22","1,980,816,775.33","1,980,816,775.33","1,980,816,775.33","1,980,816,775.33","1,103,113,067.38","1,103,113,067.38","1,103,113,067.38","1,103,113,067.38","901,659,054.21","901,659,054.21","901,659,054.21","901,659,054.21","788,086,165.95","788,086,165.95","788,086,165.95","788,086,165.95","444,937,919.32","444,937,919.32","444,937,919.32"
投资支付的现金,,,"59,650,000.00","7,000,000.00","39,100,000.00","186,400,000.00",,"100,000,000.00","500,000,000.00","500,000,000.00","2,225,049,999.00",,"40,000,000.00","540,000,000.00","521,000,000.00","637,521,536.00","648,000,000.00","1,051,100,846.78","1,554,247,478.71","424,000,000.00","484,000,000.00","694,000,000.00","1,305,000,000.00","190,000,000.00","216,000,000.00","275,000,000.00"
期末现金及现金等价物余额,"181,941,865.17","248,806,717.56","389,241,031.22","250,254,459.57","2,190,936,324.92","1,919,412,389.84","1,980,816,775.33","1,632,167,304.97","819,874,582.92","1,005,474,778.28","1,103,113,067.38","1,185,854,568.95","782,512,438.55","601,243,474.91","901,659,054.21","669,244,782.38","918,954,735.10","498,214,826.53","788,086,165.95","477,744,994.97","694,389,163.92","397,629,675.46","444,937,919.32","273,413,502.11","353,676,170.82","170,293,232.54"
