科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付职工薪酬,"1,940,124.63","76,252.76","70,167.64","130,300.57","140,932.35","392,776.47","41,539.45","840,464.37","435,226.38","794,376.67","4,070,935.02","4,285,329.18","3,652,211.64","6,533,812.13","6,069,896.01","6,496,851.52","6,751,385.91","8,332,860.80","9,161,132.91","8,905,766.47","8,521,737.26","12,235,643.17","12,674,749.86","12,711,861.83","14,550,673.86","9,481,430.26","8,405,721.69"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-4,576,620.20","4,505,777.37","-16,669,163.11","19,550,469.61","13,763,414.02","18,446,428.81","33,021,144.64","26,660,864.96","27,926,422.60","35,686,277.70","17,336,472.68","46,571,372.75","31,065,811.32","61,459,216.93","71,972,277.36","87,679,995.24","84,562,863.66","99,750,049.70","55,996,289.72","83,586,117.95","88,091,831.61","199,451,765.58","127,414,320.48","110,852,717.01","89,980,478.84","154,557,755.88","134,446,246.99"
应收利息,,,,,,,,,,,,"1,054,458.33",,"8,757,612.77","10,400,818.09","5,690,596.28","8,764,673.64","8,811,381.24","7,262,431.30","7,598,692.82","11,391,516.28","11,134,370.01","15,459,181.90","30,358,524.79",,"24,225,941.43","58,847,622.30"
应付利息,"372,337.79","4,919,644.30","2,949,322.39","2,041,341.11","2,151,537.73","3,734,611.97","1,791,110.12","1,874,227.27","2,522,779.44","7,149,273.13","801,000.09","4,361,405.74","7,584,050.43","33,836,342.95","69,190,455.83","49,355,233.73","73,313,782.20","58,984,052.04","85,727,647.50","95,860,964.35","71,184,664.86","109,352,071.37","83,378,107.70","64,094,796.94",,"28,338,184.23","64,136,736.91"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"2,820,800.00",,"4,512,933.24","19,440,029.33","37,278,458.79","8,330,000.00","8,330,000.00","8,330,000.00","32,997,492.79","27,738,861.30","4,843,338.80","3,920,000.00","53,170,135.39",,"10,235,000.00","485,000.00"
存货,"507,082,727.63","535,491,159.83","794,799,077.19","596,541,027.83","521,632,919.70","679,468,203.81","652,614,800.24","795,056,233.63","741,178,164.30","709,675,282.01","1,322,806,037.98","1,348,757,017.37","2,290,144,482.96","2,501,363,145.82","2,406,465,654.23","2,492,845,291.99","2,733,250,076.76","2,934,104,333.78","3,331,122,908.38","3,201,291,044.76","3,659,219,899.06","4,119,968,844.70","5,053,040,965.58","4,712,385,661.29","4,607,775,424.16","3,171,528,993.89","3,190,876,788.51"
其他应付款,"17,883,231.21","6,548,257.06","1,410,461.53","3,062,931.61","6,843,523.42","14,871,357.66","15,668,848.05","13,524,141.40","14,832,372.24","12,251,811.02","8,347,288.36","81,531,039.86","90,545,820.66","161,794,801.68","361,303,365.92","233,096,691.53","556,398,356.05","897,651,116.85","1,192,774,919.64","1,229,955,175.19","1,273,534,249.61","710,468,382.23","1,795,407,148.17","1,897,090,980.16","1,715,820,823.35","499,137,301.27","298,077,514.77"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,"68,936,153.74","68,806,561.81","52,772,918.40","51,706,002.20","3,440,000.00","3,440,000.00"
一年内到期的非流动负债,,,,,,,,,,,,,,"397,054,990.98","397,916,311.74","398,772,912.91","399,641,313.00",,,"295,685,651.33","296,937,623.33","586,295,730.00","492,514,612.38","408,188,967.19","276,974,583.63","261,758,809.02","273,346,691.43"
其他流动资产,,,,,,,,,,,"9,770,004.14","1,371,185.85","1,749,046.14",,"825,133,110.07","815,588,523.46","1,032,680,388.51","1,197,352,106.93","1,392,292,915.34","1,238,117,975.89","1,221,034,980.10","1,216,458,693.01","1,015,396,906.65","1,166,676,094.83","1,130,327,347.84","1,318,910,536.21","1,417,272,145.08"
其他流动负债,,,,,,,,,,,,,,,,"249,790,000.00","300,000,000.00","164,892,247.25","334,184,347.23","400,829,319.53","705,567,000.00","601,091,581.21","466,518,495.92","425,578,998.47","426,938,647.15","256,074,909.42","183,398,965.75"
流动资产合计,"690,791,805.52","878,357,812.36","1,496,010,027.17","1,566,434,305.09","1,576,103,666.52","1,738,061,869.84","2,186,063,209.06","2,580,020,988.21","2,619,742,033.76","2,657,443,420.95","3,899,370,148.89","4,372,698,516.75","5,681,842,513.10","5,994,210,878.45","7,464,310,954.68","7,834,750,098.52","8,590,182,607.22","8,560,975,183.10","9,787,478,366.08","10,164,424,439.59","11,298,298,099.26","13,403,570,994.52","14,662,015,840.28","13,702,039,180.23","14,670,024,860.50","11,096,241,681.25","11,536,340,262.71"
流动负债合计,"474,525,258.53","610,626,624.72","1,160,461,207.60","1,116,842,792.51","1,202,198,894.42","1,381,975,906.37","1,658,892,552.13","2,112,815,411.85","2,130,683,818.51","2,137,296,177.76","2,633,051,733.02","2,765,418,982.38","4,143,857,812.64","4,629,162,934.53","6,058,159,580.50","6,342,104,271.34","6,698,401,316.44","6,524,277,886.34","6,989,712,667.75","7,544,770,820.21","8,308,393,352.16","9,374,241,675.59","10,970,203,120.10","10,582,676,169.85","11,860,976,503.08","7,826,719,189.13","7,935,807,640.00"
可供出售金融资产,,,,,,,,,,"17,500,000.00","17,500,000.00","17,500,000.00","17,500,000.00","17,500,000.00","17,500,000.00","17,500,000.00","17,500,000.00","17,500,000.00","17,500,000.00","7,500,000.00","7,500,000.00","7,500,000.00","7,500,000.00","7,500,000.00","7,500,000.00","7,500,000.00",
长期借款,,,,,,,,,,,,,,,,,,,"100,000,000.00","260,000,000.00","392,345,000.00","362,140,000.08","474,361,250.08","424,915,833.44","269,000,000.00","205,000,000.00","600,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,"290,115,157.23","296,393,857.28","289,114,096.24","290,141,950.75","291,227,185.45","888,249,635.75","889,818,688.75","1,637,434,454.89","1,591,824,314.93","994,870,787.75","998,450,179.38","449,452,399.63","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00"
长期应收款,,,,,,,,,,,,,,,,,,,,,"7,592,447.31","12,523,416.72","14,389,372.72","14,600,074.92","14,817,424.83","9,538,069.12","9,763,868.43"
长期应付款,,,,,,,,,,,,,,,,,,,,,"299,294,590.22","335,857,337.79","382,615,722.75","235,015,707.01","277,878,800.95","238,084,931.48","147,629,551.78"
长期股权投资,,,,,,,,"10,000,000.00","10,000,000.00",,,,,"25,000,000.00","25,000,000.00","33,394,266.22","33,784,266.22","32,433,447.99","36,433,447.99","35,716,231.87","35,716,231.87","84,371,939.04","184,371,939.04","180,004,181.99","180,402,398.57","195,036,383.19","194,862,489.68"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,"6,527,651.85","6,527,651.85"
预计负债,,,,,,,,,,,,,"709,366.65","709,366.65","709,366.65","709,366.65","709,366.65","5,101,657.69","709,366.65","709,366.65","709,366.65","709,366.65","709,366.65",,,"70,876,666.00","70,876,666.00"
固定资产,"112,490,128.57","124,044,715.51","122,162,724.19","119,680,604.94","118,279,839.41","118,160,710.69","117,342,435.34","318,425,183.24","316,266,783.67","313,126,730.97","370,808,635.37","354,437,377.60","397,684,277.47","395,483,460.47","392,737,339.01","398,241,570.55","405,828,148.32","405,318,204.21","399,780,930.52","396,005,859.81","399,151,917.84","502,272,612.98","502,522,677.53","506,058,891.40","540,590,620.57","430,480,072.61","419,487,656.07"
递延所得税负债,,,"1,693,535.00","25,375,575.00","10,747,400.00","20,187,237.50","2,539,917.50",,"9,527,063.24","5,192,325.65","2,017,077.00","29,759,000.29","38,429,210.38","42,547,125.75","29,805,399.65","26,612,523.32","37,021,359.45","35,801,514.88","32,971,630.50","32,385,902.00","33,319,437.99","67,520,224.59","64,770,519.73","65,362,729.11","66,872,121.01","49,025,510.58","48,082,545.73"
在建工程,,,,"1,095,602.45","15,924,755.61","96,353,087.08","128,864,750.10","12,554.00","82,554.00","423,274.00","1,157,362.00",,"206,400.00","206,400.00","206,400.00","206,400.00","2,249,090.00","1,152,345.95","3,044,237.85","2,553,153.16","244,854.70","244,854.70","244,854.70","244,854.70","244,854.70",,
其他非流动负债,,"3,248,115.92","3,034,876.02","2,808,698.46","2,695,609.68","2,582,520.90","2,469,432.12","2,356,343.34","2,243,254.56",,,,,,,"270,000,000.00","400,000,000.00","370,000,000.00","270,000,000.00",,"500,000,000.00","500,645,009.50","501,014,990.50","501,389,082.40","496,668,216.64","497,089,265.68","497,501,161.48"
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"3,248,115.92","4,728,411.02","28,184,273.46","13,443,009.68","22,769,758.40","5,009,349.62","2,356,343.34","11,770,317.80","7,322,491.43","11,403,102.94","321,778,145.74","337,323,333.75","338,133,370.81","326,284,948.23","594,109,422.07","1,331,506,157.50","1,306,213,105.97","2,046,572,145.69","1,890,341,726.23","2,225,926,774.26","2,270,675,158.64","1,883,278,176.07","1,436,974,958.73","1,320,648,425.41","1,270,243,340.59","1,577,944,571.88"
固定资产清理,,,,,"82,671.05",,,,,,,,,,,,,,,,,,,,,,
负债合计,"474,525,258.53","613,874,740.64","1,165,189,618.62","1,145,027,065.97","1,215,641,904.10","1,404,745,664.77","1,663,901,901.75","2,115,171,755.19","2,142,454,136.31","2,144,618,669.19","2,644,454,835.96","3,087,197,128.12","4,481,181,146.39","4,967,296,305.34","6,384,444,528.73","6,936,213,693.41","8,029,907,473.94","7,830,490,992.31","9,036,284,813.44","9,435,112,546.44","10,534,320,126.42","11,644,916,834.23","12,853,481,296.17","12,019,651,128.58","13,181,624,928.49","9,096,962,529.72","9,513,752,211.88"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"142,000,000.00","142,000,000.00","142,000,000.00","142,000,000.00","142,000,000.00","142,000,000.00","167,250,000.00","167,250,000.00","167,250,000.00","167,250,000.00","216,012,000.00","216,012,000.00","648,036,000.00","648,036,000.00","648,036,000.00","648,036,000.00","648,036,000.00","648,036,000.00","648,036,000.00","648,036,000.00","648,036,000.00","834,718,154.00","834,718,154.00","834,718,154.00","834,718,154.00","834,718,154.00","834,718,154.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"145,489,562.04","143,009,381.69","144,386,267.04","128,049,062.04","135,936,597.09","145,489,562.04","350,971,618.06","353,433,729.16","351,088,198.06","353,433,729.15","1,341,535,018.81","1,341,536,498.06","907,220,635.10","912,272,562.70","912,272,562.70","912,100,714.87","912,092,162.08","912,139,560.81","914,191,979.61","912,748,751.70","912,748,751.70","3,049,492,027.42","3,049,492,027.42","3,049,492,027.42","3,049,492,027.42","3,049,492,027.42","3,049,492,027.42"
无形资产,"2,617,411.33","2,336,974.40","8,983,996.25","8,752,532.81","27,444,873.84","27,652,211.28","27,429,752.88","27,207,294.49","26,984,836.10","27,300,970.74","65,318,725.22","66,599,951.34","74,319,211.10","93,748,544.19","91,740,149.11","89,936,165.53","132,062,101.66","143,319,756.90","140,677,912.60","141,407,736.30","144,956,983.50","208,976,090.70","206,321,643.79","205,200,739.84","204,202,874.03","135,639,149.47","133,107,833.23"
盈余公积,,"3,157,821.80","6,492,040.02","6,764,387.12","6,769,946.89","6,492,040.02","6,492,040.02","6,492,040.02","6,492,040.02","9,852,929.22","9,852,929.22","12,482,469.95","12,482,469.95","10,187,775.02","10,187,775.02","15,971,148.10","10,187,775.02","10,618,562.42","10,618,562.42","10,618,562.42","10,618,562.42","12,704,209.91","12,704,209.91","12,704,209.91","12,704,209.91","15,437,870.40","15,437,870.40"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,"280,519,482.72","316,103,655.78","526,190,938.60","536,997,091.77","828,737,034.36","828,586,972.63","1,513,030,040.02","1,513,030,040.02","1,513,030,040.02","1,513,030,040.02","1,513,030,040.02","2,767,748,567.40","2,767,748,567.40","2,767,748,567.40","2,767,748,567.40","1,862,412,064.02","1,862,412,064.02"
未分配利润,"64,492,418.98","132,275,836.00","207,040,863.73","314,792,088.74","273,345,196.59","310,869,809.95","298,729,498.68","318,144,615.58","328,508,307.87","359,673,331.05","391,628,929.62","418,091,039.30","427,120,441.70","490,369,175.24","516,575,197.96","509,777,750.22","546,037,308.79","631,179,967.60","660,854,551.23","664,478,477.43","686,248,789.82","784,239,341.29","906,119,631.25","851,605,781.78","765,557,860.50","696,415,493.71","738,858,293.96"
长期待摊费用,"17,070,008.22","19,722,911.65","32,703,283.93","27,391,522.77","25,431,648.61","17,867,338.34","17,219,638.48","16,915,942.66","18,233,786.43","17,122,517.94","27,524,902.18","25,622,825.71","40,387,686.32","44,789,641.93","41,497,019.67","41,872,964.84","42,795,596.86","37,620,629.15","36,004,135.13","39,353,736.97","40,906,115.62","39,035,060.29","36,211,221.08","41,358,246.90","37,265,389.96","19,773,326.60","18,869,944.19"
少数股东权益,,,"971,584.26","6,348,105.17","7,108,013.39","8,054,386.20","9,116,004.78","13,885,426.80","15,527,222.29","18,395,354.88","82,180,595.10","105,598,291.40","300,147,536.88","310,418,956.72","462,105,394.46","462,468,618.61","695,971,416.72","779,003,996.31","858,959,027.06","866,235,136.50","889,395,603.55","937,299,960.87","976,670,740.53","936,043,778.60","905,741,830.40","317,714,737.64","317,139,773.21"
递延所得税资产,"3,537,885.91","9,855,366.21","6,220,342.13","19,626,140.98","17,534,203.02","19,556,245.75","19,541,277.43","21,795,604.15","20,009,910.59","20,307,098.89","23,441,392.84","27,937,885.39","38,025,711.96","45,931,134.68","72,178,151.42","90,560,440.07","103,671,965.20","105,758,080.66","103,168,909.29","143,728,713.37","140,046,085.25","194,348,940.47","202,635,918.24","229,311,180.65","278,548,396.59","226,911,370.89","258,178,079.25"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,"185,000,000.00",,"149,965,670.00","1,500,000.00",,"100,000,000.00","100,000,000.00","100,000,000.00","26,015,273.57","31,552,825.97","28,811,852.00","26,985,046.80","24,720,895.92","25,800,895.92"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"135,715,434.03","155,959,967.77","170,070,346.50","176,546,403.95","204,697,991.54","279,589,593.14","310,397,854.23","394,356,578.54","391,577,870.79","395,780,592.54","786,270,500.33","808,201,695.82","1,094,314,225.45","1,344,656,273.04","1,469,596,093.57","1,650,264,449.84","2,252,421,208.28","2,256,132,504.88","2,349,639,613.40","2,379,295,471.50","2,389,144,676.11","3,865,691,755.87","3,976,154,020.47","4,006,941,089.80","4,084,408,073.45","2,918,538,983.67","2,938,410,482.64"
所有者权益(或股东权益)合计,"351,981,981.02","420,443,039.49","500,890,755.05","597,953,643.07","565,159,753.96","612,905,798.21","832,559,161.54","859,205,811.56","868,865,768.24","908,605,344.30","2,041,185,813.26","2,093,703,084.45","2,294,975,592.16","2,371,570,846.15","2,549,462,519.52","2,548,800,854.95","2,812,696,341.56","2,986,616,695.67","3,100,833,166.04","3,108,607,364.65","3,153,122,648.95","5,624,345,916.16","5,784,688,564.58","5,689,329,141.45","5,572,808,005.46","4,917,818,135.20","4,960,998,533.47"
资产总计,"826,507,239.55","1,034,317,780.13","1,666,080,373.67","1,742,980,709.04","1,780,801,658.06","2,017,651,462.98","2,496,461,063.29","2,974,377,566.75","3,011,319,904.55","3,053,224,013.49","4,685,640,649.22","5,180,900,212.57","6,776,156,738.55","7,338,867,151.49","8,933,907,048.25","9,485,014,548.36","10,842,603,815.50","10,817,107,687.98","12,137,117,979.48","12,543,719,911.09","13,687,442,775.37","17,269,262,750.39","18,638,169,860.75","17,708,980,270.03","18,754,432,933.95","14,014,780,664.92","14,474,750,745.35"
负债和所有者(或股东权益)合计,"826,507,239.55","1,034,317,780.13","1,666,080,373.67","1,742,980,709.04","1,780,801,658.06","2,017,651,462.98","2,496,461,063.29","2,974,377,566.75","3,011,319,904.55","3,053,224,013.49","4,685,640,649.22","5,180,900,212.57","6,776,156,738.55","7,338,867,151.49","8,933,907,048.25","9,485,014,548.36","10,842,603,815.50","10,817,107,687.98","12,137,117,979.48","12,543,719,911.09","13,687,442,775.37","17,269,262,750.39","18,638,169,860.75","17,708,980,270.03","18,754,432,933.95","14,014,780,664.92","14,474,750,745.35"
