科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"1,408,300.81","7,412,257.10","2,291,724.60","2,698,030.08","3,179,269.78","4,689,420.65","2,698,501.54","2,381,175.52","2,628,494.80","2,862,382.11","2,351,531.96","2,173,673.86","1,279,362.43","2,230,469.35","1,198,448.69","2,387,069.87","2,088,615.55","2,146,393.73","1,266,695.70","1,036,870.16","1,389,891.97","1,617,341.27","1,648,464.42","683,283.81","2,574,052.98","6,186,011.89","3,101,060.49","5,684,365.92","3,158,907.64","2,898,756.35","2,136,450.01","3,839,939.14","4,727,882.08","5,917,051.06","8,277,401.42","12,478,261.65","28,333,401.44","37,503,735.13","29,050,622.91","71,708,007.02"
应付职工薪酬,"2,962,518.59","3,505,146.28","1,736,425.76","2,215,967.76","1,896,446.20","2,585,093.01","1,847,228.97","820,636.63","1,156,383.21","1,396,313.54","1,620,545.69","531,640.17","821,611.56","854,476.84","1,490,931.25","1,327,600.94","627,792.96","1,037,604.22","1,302,398.30","1,528,076.34","689,632.59","1,027,524.11","1,488,407.63","1,273,927.84","1,906,446.73","1,997,758.57","2,663,430.29","1,717,769.84","2,152,487.72","2,329,688.81","2,964,254.02","1,327,896.22","2,091,542.14","2,384,839.63","3,280,816.67","3,105,349.56","1,977,839.31","2,667,826.92","5,946,021.45","2,788,896.19"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,953,248.41","3,110,621.61","-1,151,702.90","736,467.00","1,716,865.68","2,208,573.08","2,848,576.13","5,566,832.65","2,297,664.65","4,185,236.85","3,882,904.23","5,338,375.39","1,271,332.89","723,882.72","574,315.42","1,391,555.50","1,470,126.30","1,779,045.88","521,848.33","2,199,861.01","2,649,385.92","2,896,364.56","2,006,132.66","2,364,265.16","2,656,477.56","4,753,401.45","4,207,019.87","3,193,416.40","3,129,782.73","3,513,901.68","8,091,695.15","4,729,138.89","4,899,416.79","4,905,523.84","6,652,817.66","6,343,650.75","6,967,650.69","6,782,757.20","9,505,683.58","8,722,461.92"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,162,941.93"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,487,551.63","4,954,630.19"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"3,375,789.88","990,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,887,466.90","1,887,466.90",,,"16,973,162.73",,"4,668,628.15","3,877,570.30"
存货,"20,308,232.45","33,354,307.35","25,040,564.96","28,077,484.86","28,507,997.59","28,047,261.34","41,058,887.53","45,667,050.15","57,096,858.91","62,210,051.43","64,384,417.36","59,366,021.87","54,842,429.46","54,688,580.85","62,557,161.64","67,019,400.55","54,112,097.49","54,276,381.41","64,165,407.81","72,695,587.02","64,088,458.38","60,787,271.47","70,879,387.32","88,419,342.81","80,354,673.05","90,400,073.78","86,626,889.59","82,041,817.39","77,492,460.22","78,551,903.15","71,082,644.48","85,726,118.09","87,835,016.61","105,176,054.83","118,014,566.79","128,032,164.87","129,419,070.65","136,364,828.29","139,371,222.45","145,819,026.99"
其他应付款,"21,955,710.83","16,314,686.48","22,880,752.52","4,595,405.77","1,315,750.13","48,489.14","2,198,750.19","426,942.46","596,890.23","577,830.10","638,494.98","546,766.38","622,631.20","541,613.72","973,931.91","682,001.34","653,306.67","650,040.99","944,676.90","547,167.51","1,176,280.24","611,634.20","1,969,315.06","1,494,190.48","1,757,875.40","25,778,330.35","26,049,277.14","26,068,753.10","17,916,319.90","10,510,621.80","9,760,596.73","11,897,991.01","11,278,678.63","10,317,494.68","8,776,603.83","7,589,470.59","144,247,603.37","143,102,161.36","215,648,300.67","226,722,532.31"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,"2,250,788.71",,"631,135.89",,"1,491,493.86","767,672.80",,,"933,592.06","1,569,720.09",,"3,405.90","19,829.79","1,403.34","139,412.41","2,460.31","1,725,976.39","54,159,830.76","77,028,725.15","34,005,700.46","42,137,550.68","18,214,263.40","16,264,771.84","24,769,376.90","3,726,062.13","17,305,021.56","13,662,319.88","450,016.76","21,936,208.98","21,895,686.18"
其他流动负债,,,,,,,,,,,,,,,,,,,"181,112.67","155,522.67","129,932.67","64,965.66",,,,"105,000.00",,,,"278,124.97",,,,,,,,,,
流动资产合计,"41,721,010.01","60,004,337.27","56,808,663.79","60,887,756.35","60,481,687.19","293,499,439.89","285,906,255.57","280,363,661.72","272,823,257.98","256,688,018.71","209,625,631.77","200,342,803.14","167,431,631.08","149,543,667.96","143,547,049.57","131,990,542.20","116,417,767.37","117,480,354.29","124,906,134.30","129,603,072.26","126,260,679.73","134,028,772.36","150,240,384.06","156,238,511.74","146,434,644.52","393,071,112.11","383,750,037.83","426,264,746.45","513,120,728.65","411,747,755.03","410,814,066.26","384,052,560.61","412,738,515.89","593,034,213.47","650,574,469.33","494,618,862.24","522,067,058.68","578,041,405.92","666,338,684.86","642,699,039.24"
流动负债合计,"48,841,557.41","47,522,733.74","45,631,775.30","45,245,589.23","39,775,575.51","24,099,665.84","21,629,944.66","21,768,154.78","27,266,963.43","45,622,938.74","34,672,708.59","36,352,751.98","26,397,279.63","35,199,919.88","39,905,438.22","30,566,460.34","21,147,001.69","22,835,009.29","40,180,723.27","38,282,098.90","42,757,713.30","47,964,619.40","67,441,706.03","64,003,881.32","56,701,660.26","75,716,355.72","57,796,739.54","292,012,717.65","287,506,068.15","61,794,529.61","57,686,339.40","81,496,155.34","93,318,095.94","263,136,321.28","641,358,668.10","665,143,157.09","815,962,466.09","863,320,956.39","995,790,181.92","981,434,681.19"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","185,000,000.00","185,000,000.00","201,313,200.30","206,013,200.30"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70,000,000.00","70,000,000.00","9,900,000.00","9,900,000.00",,,,,,,"18,194,431.70","17,628,853.40","45,534,087.86"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,"1,299,637.58","1,223,703.85","1,223,703.85","1,223,703.85","1,223,703.85","1,171,638.02","748,668.09","729,379.76","339,308.54","406,167.49","406,167.49","404,952.49","1,643,540.99","644,806.50","644,806.50","668,809.57","668,809.57","658,574.63","197,425.63","205,780.63","705,780.63","221,250.00","221,250.00","232,488.00","232,488.00","234,069.00","234,069.00","229,545.00","240,333.00","235,419.00","235,419.00"
长期股权投资,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,,"205,644.00","205,639.65","203,070.44","285,203,060.77","200,202,356.86","18,076,434.34","15,699,086.63","14,977,582.85","13,869,348.09","12,925,420.01","331,123,169.60","510,760,527.54","348,749,499.79","351,242,459.97","336,203,466.76","374,116,712.52"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,"140,000.00",,,"300,000.00","860,000.00",,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"15,563,594.78","21,330,086.14","30,324,743.68","32,179,729.34","33,742,700.99","37,834,245.74","40,427,141.07","42,790,083.07","41,952,635.20","40,469,500.84","39,231,485.11","37,656,933.15","36,463,598.32","35,058,953.61","33,588,333.74","32,047,908.69","65,043,438.64","92,349,170.34","211,627,191.60","204,889,551.69","267,288,185.58","260,042,885.16","262,799,686.08","259,315,870.76","254,910,621.81","288,743,418.91","289,160,503.65","284,110,121.78","278,941,623.89","282,042,215.67","311,155,592.21","306,084,316.02","301,953,088.53","338,625,260.98","337,172,321.49","344,370,297.01","342,528,347.04","338,969,385.06","372,328,719.21","370,076,392.54"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,530,598.56","7,530,598.56","7,290,438.00","7,458,468.98","7,053,220.14","6,933,875.53","6,839,763.40","6,695,186.31","6,575,841.72","6,456,497.11","6,337,152.50","6,217,807.89","6,108,266.99","5,928,803.52"
在建工程,,"50,140.00","1,498,315.84","791,845.64","844,308.31","1,154,855.81","7,498,412.11","13,550,635.13","29,003,443.86","70,299,110.09","111,748,145.90","130,366,381.33","153,293,532.05","185,501,181.89","202,154,614.98","212,229,453.38","185,001,745.95","162,642,395.16","57,358,801.06","63,358,897.85","9,614,969.06","23,414,787.62","29,870,498.70","37,688,862.73","45,829,519.91","44,658,372.85","49,155,743.90","50,177,956.28","61,890,906.56","63,085,936.76","48,096,902.51","107,785,055.89","116,138,982.50","93,148,345.96","104,237,987.96","121,844,188.27","137,427,433.66","168,554,149.93","131,581,232.37","136,862,382.86"
其他非流动负债,,,"3,029,542.00","3,014,368.00","2,999,194.00","2,984,020.00","2,968,846.00","2,953,672.00","2,938,498.00","2,923,324.00","2,908,150.00","2,892,976.00","2,877,801.99","2,862,628.00","4,737,454.00","4,722,280.00","4,707,106.00","4,691,932.00","4,995,645.33","5,295,645.33","5,295,645.33","5,295,647.34",,,,,,,,,,,,,,,,,,
工程物资,"68,588.56","333,257.88","20,241.22","364,001.91","31,380.50","753,369.37","41,323.82","309,289.64","90,349.47","249,205.45","572,161.42","237,012.70","279,652.96","782,435.10","2,025,209.35","178,889.01","200,641.14","259,759.09","250,494.70","234,199.77","318,986.11","345,105.85","224,080.14","278,781.00","342,121.45","1,303,539.68","324,562.18","376,698.92","341,869.86","1,270,910.51","969,531.38","511,834.52","2,158,947.47","2,516,336.36","4,200,244.66","801,433.96","569,601.08",,,
非流动负债合计,,,"3,029,542.00","3,014,368.00","2,999,194.00","2,984,020.00","2,968,846.00","2,953,672.00","2,938,498.00","4,222,961.58","4,131,853.85","4,116,679.85","4,101,505.84","4,086,331.85","5,909,092.02","5,470,948.09","5,436,485.76","5,031,240.54","5,401,812.82","5,701,812.82","5,700,597.82","6,939,188.33","6,940,451.83","7,679,860.95","7,620,699.83","7,827,866.75","15,312,063.74","84,863,373.11","84,812,275.92","25,739,140.30","25,635,194.17","15,456,557.93","15,657,618.53","15,103,300.49","14,865,296.03","14,471,335.47","14,330,850.91","32,816,594.24","31,091,368.25","58,583,946.44"
固定资产清理,,,,,,"34,014.86",,,,,,,,,,,,,,,,,,,,,,,,,,,"32,233.31","10,702.65",,,,,,
负债合计,"48,841,557.41","47,522,733.74","48,661,317.30","48,259,957.23","42,774,769.51","27,083,685.84","24,598,790.66","24,721,826.78","30,205,461.43","49,845,900.32","38,804,562.44","40,469,431.83","30,498,785.47","39,286,251.73","45,814,530.24","36,037,408.43","26,583,487.45","27,866,249.83","45,582,536.09","43,983,911.72","48,458,311.12","54,903,807.73","74,382,157.86","71,683,742.27","64,322,360.09","83,544,222.47","73,108,803.28","376,876,090.76","372,318,344.07","87,533,669.91","83,321,533.57","96,952,713.27","108,975,714.47","278,239,621.77","656,223,964.13","679,614,492.56","830,293,317.00","896,137,550.63","1,026,881,550.17","1,040,018,627.63"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"8,000,000.00","27,000,000.00","27,000,000.00","27,000,000.00","27,000,000.00","36,000,000.00","36,000,000.00","36,000,000.00","72,000,000.00","72,000,000.00","72,000,000.00","72,000,000.00","115,200,000.00","115,200,000.00","115,200,000.00","115,200,000.00","115,200,000.00","115,200,000.00","115,200,000.00","115,200,000.00","115,200,000.00","115,200,000.00","115,200,000.00","115,200,000.00","115,200,000.00","170,482,422.00","170,482,422.00","170,482,422.00","170,482,422.00","170,482,422.00","170,482,422.00","170,482,422.00","170,482,422.00","170,482,422.00","169,732,261.00","169,732,261.00","169,732,261.00","220,651,925.00","217,936,025.00","217,936,025.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,"4,760,000.00","16,971,935.48","16,971,935.48","16,971,935.48","256,018,911.98","256,018,911.98","256,018,911.98","220,018,911.98","220,018,911.98","220,018,911.98","220,018,911.98","184,018,911.98","184,018,911.98","184,018,911.98","184,018,911.98","184,018,911.98","184,018,911.98","184,018,911.98","184,018,911.98","184,018,911.98","184,018,911.98","184,018,911.98","184,018,911.98","184,018,911.98","846,271,148.64","845,857,126.53","845,857,126.53","845,857,126.53","845,857,126.53","845,857,126.53","845,857,126.53","845,857,126.53","845,857,126.53","846,607,287.53","846,607,287.53","846,607,287.53","795,687,623.53","697,905,696.88","697,905,696.88"
无形资产,"3,919,357.85","3,833,688.83","16,334,979.54","16,246,884.72","16,158,789.90","16,070,695.08","16,362,193.59","16,426,158.76","16,182,123.93","18,119,523.24","22,425,587.01","22,300,806.93","22,178,048.19","22,055,289.45","21,932,530.71","21,809,771.97","21,687,013.23","21,564,254.49","21,618,928.95","21,463,603.41","22,108,277.87","23,561,625.22","24,010,660.24","23,838,136.39","23,665,612.54","69,750,190.19","68,937,741.83","68,802,826.41","67,365,891.91","70,212,116.63","71,115,034.89","70,658,998.58","69,937,196.17","68,927,253.57","66,342,994.69","68,278,212.07","80,748,162.84","82,196,555.42","65,340,095.76","64,422,193.46"
盈余公积,"2,014,753.63","3,053,751.64","1,781,235.88","1,781,235.88","1,781,235.88","1,781,235.88","3,995,888.76","3,995,888.76","3,995,888.76","3,995,888.76","6,510,733.63","6,510,733.63","6,510,733.63","6,510,733.63","8,524,086.33","8,524,086.33","8,524,086.33","8,524,086.33","10,584,487.59","10,584,487.59","10,584,487.59","10,584,487.59","13,596,429.55","13,596,429.55","13,596,429.55","13,596,429.55","17,660,337.71","17,660,337.71","17,660,337.71","17,660,337.71","23,248,149.23","23,248,149.23","23,248,149.23","23,248,149.23","29,300,864.91","29,300,864.91","29,300,864.91","29,300,864.91","36,006,376.77","36,006,376.77"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,"284,245.29","817,444.47","284,245.29","345,634.16","377,225.44","391,099.02","481,537.86","481,537.86","499,724.56","675,109.19","604,159.76","1,127,373.36","1,486,591.88","1,701,284.22"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,497,826.65","100,497,826.65",,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,"419,355,386.12","427,997,351.99","427,997,351.99","427,997,351.99","441,142,537.43","441,207,270.43","441,207,270.43","441,207,270.43","442,003,523.77","442,125,860.97","442,125,860.97","442,125,860.97","442,125,860.97","442,125,860.97","442,125,860.97"
未分配利润,"7,807,201.71","9,117,056.94","16,386,017.81","22,298,614.85","28,572,451.50","34,304,312.53","37,198,045.53","42,767,217.31","44,035,323.25","50,156,193.27","52,404,275.78","57,948,219.22","49,724,901.81","54,192,014.77","56,064,221.52","60,973,557.86","60,485,355.39","65,487,658.91","67,256,886.97","72,750,373.82","74,385,809.82","83,736,440.35","87,450,807.96","100,489,474.01","101,802,351.70","115,264,875.77","128,852,559.28","149,315,312.28","154,441,513.39","175,815,940.23","186,256,335.08","210,360,115.83","220,609,056.17","244,627,589.32","256,128,598.53","280,454,969.26","292,657,764.97","319,342,274.56","321,996,092.58","350,984,632.01"
长期待摊费用,,,,,,,,,,,,,,,,,,"394,303.41","371,110.41","347,917.41","324,724.41","301,531.41","278,338.41","255,145.41","231,952.41","669,193.94","725,334.68","1,154,965.28","1,218,028.82","1,521,888.80","1,156,781.44","1,123,682.00","1,264,325.15","1,402,705.73","1,832,816.11","2,415,543.44","4,737,870.90","5,487,453.54","9,479,196.63","9,378,397.75"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"579,711.40","733,806.86","717,832.38","822,816.97","930,357.29","556,044.82","2,030,400.52","3,247,844.89","1,597,994.59","1,591,470.88","508,999.88"
递延所得税资产,"390,961.55","902,032.20","813,562.40","841,525.48","841,525.48","841,525.48","1,180,710.77","1,214,016.51","1,199,774.98","1,187,536.00","1,135,472.62","1,043,359.41","1,306,870.29","1,266,384.10","1,374,011.72","1,497,399.35","1,461,234.82","1,406,670.27","1,510,161.61","1,640,442.72","1,725,644.99","1,716,155.27","2,205,609.28","2,393,183.05","2,314,522.15","6,401,036.69","4,935,035.74","4,803,333.67","4,412,837.86","3,516,889.39","4,309,871.48","4,690,340.99","5,295,098.45","5,420,553.36","5,530,039.89","6,901,872.48","6,731,090.50","6,076,181.45","9,076,895.36","9,211,438.11"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,"-6,052.76","-32,784.76",,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"1,395,600.00","3,850,000.00","4,004,000.00","4,004,000.00",,,,,,,,,,,,,,,,,"5,500,000.00","5,500,000.00",,,,"11,144,825.00",,,"10,000,000.00","10,000,000.00","9,808.78","3,500,000.00","67,825,630.96","87,581,710.96"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"24,942,502.74","31,449,205.05","53,991,842.68","55,423,987.09","56,618,705.18","61,688,706.34","71,905,381.36","83,140,183.11","97,432,327.44","139,328,875.62","180,112,852.06","196,604,493.52","218,521,701.81","249,664,244.15","266,074,700.50","272,763,422.40","278,394,073.78","283,616,552.76","297,736,688.33","296,934,612.85","306,380,788.02","314,382,090.53","324,388,872.85","328,769,979.34","332,499,994.27","836,086,778.03","852,223,589.70","1,133,943,759.57","1,047,655,113.04","886,214,563.69","899,087,296.41","963,575,005.30","957,338,027.96","970,461,640.25","1,308,065,159.93","1,513,173,044.93","1,549,231,835.32","1,584,279,419.70","1,636,760,890.20","1,701,489,573.69"
所有者权益(或股东权益)合计,"17,821,955.34","43,930,808.58","62,139,189.17","68,051,786.21","74,325,622.86","328,104,460.39","333,212,846.27","338,782,018.05","340,050,123.99","346,170,994.01","350,933,921.39","356,477,864.83","355,454,547.42","359,921,660.38","363,807,219.83","368,716,556.17","368,228,353.70","373,230,657.22","377,060,286.54","382,553,773.39","384,183,156.63","393,507,055.16","400,247,099.05","413,324,748.81","414,612,278.70","1,145,613,667.67","1,162,864,824.25","1,183,332,415.26","1,188,457,497.62","1,210,428,648.81","1,226,579,829.10","1,250,674,852.64","1,261,100,829.38","1,285,256,231.95","1,302,415,665.13","1,328,177,414.61","1,241,005,577.00","1,266,183,274.99","1,276,218,024.89","1,304,169,985.30"
资产总计,"66,663,512.75","91,453,542.32","110,800,506.47","116,311,743.44","117,100,392.37","355,188,146.23","357,811,636.93","363,503,844.83","370,255,585.42","396,016,894.33","389,738,483.83","396,947,296.66","385,953,332.89","399,207,912.11","409,621,750.07","404,753,964.60","394,811,841.15","401,096,907.05","422,642,822.63","426,537,685.11","432,641,467.75","448,410,862.89","474,629,256.91","485,008,491.08","478,934,638.79","1,229,157,890.14","1,235,973,627.53","1,560,208,506.02","1,560,775,841.69","1,297,962,318.72","1,309,901,362.67","1,347,627,565.91","1,370,076,543.85","1,563,495,853.72","1,958,639,629.26","2,007,791,907.17","2,071,298,894.00","2,162,320,825.62","2,303,099,575.06","2,344,188,612.93"
负债和所有者(或股东权益)合计,"66,663,512.75","91,453,542.32","110,800,506.47","116,311,743.44","117,100,392.37","355,188,146.23","357,811,636.93","363,503,844.83","370,255,585.42","396,016,894.33","389,738,483.83","396,947,296.66","385,953,332.89","399,207,912.11","409,621,750.07","404,753,964.60","394,811,841.15","401,096,907.05","422,642,822.63","426,537,685.11","432,641,467.75","448,410,862.89","474,629,256.91","485,008,491.08","478,934,638.79","1,229,157,890.14","1,235,973,627.53","1,560,208,506.02","1,560,775,841.69","1,297,962,318.72","1,309,901,362.67","1,347,627,565.91","1,370,076,543.85","1,563,495,853.72","1,958,639,629.26","2,007,791,907.17","2,071,298,894.00","2,162,320,825.62","2,303,099,575.06","2,344,188,612.93"
