科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"17,249,548.48","20,514,115.66","23,520,776.59","6,000,630.65","12,550,645.04","18,854,081.96","27,643,696.26","6,532,826.34","11,981,541.02","18,676,237.17","29,375,146.65","7,603,661.41","12,597,864.04","19,704,508.74","29,298,254.09","7,565,725.64","13,070,610.76"
取得借款收到的现金,"63,893,324.03","35,426,030.47","33,154,716.96","7,756,344.69","21,490,899.71","23,105,197.41","23,105,197.41",,,,,,,,,,
支付的各项税费,"19,859,630.26","32,564,947.98","46,233,993.71","12,589,769.59","22,056,047.40","30,306,166.44","37,187,084.84","12,095,286.62","24,092,739.64","36,310,827.63","48,087,978.84","14,552,015.11","25,886,573.74","37,566,848.49","50,972,232.64","13,384,762.65","22,987,524.30"
收到其他与筹资活动有关的现金,,,,,"10,259,900.00","10,259,900.00",,,,,"1,212,342.88","1,002,485.50","1,002,485.50","1,002,485.50","1,002,485.50","1,348,603.35","1,348,603.35"
支付其他与经营活动有关的现金,"12,401,898.90","8,354,670.45","7,647,610.74","2,603,593.66","4,667,494.53","6,711,803.64","10,197,193.49","2,394,098.78","6,202,639.00","10,560,141.07","14,156,908.39","2,030,445.03","5,845,093.57","10,305,300.03","12,957,593.33","3,044,515.00","7,361,792.26"
筹资活动现金流入小计,"63,893,324.03","35,426,030.47","33,154,716.96","7,756,344.69","143,280,899.71","144,895,197.41","144,895,197.41",,,,"1,212,342.88","1,002,485.50","1,002,485.50","1,002,485.50","1,002,485.50","1,348,603.35","1,348,603.35"
经营活动现金流出小计,"96,655,373.87","126,006,706.24","156,347,454.06","35,857,560.68","74,916,220.85","105,881,467.32","149,480,415.09","42,301,011.47","74,876,290.65","119,908,433.76","171,436,375.33","43,371,289.87","82,487,489.93","123,654,368.07","175,440,665.86","47,343,533.11","93,643,331.56"
偿还债务支付的现金,"32,000,000.00","25,394,074.70","60,426,030.47","18,506,984.38","31,006,984.38","37,867,304.52","72,080,862.40","3,760,301.30","3,760,301.30","3,760,301.30","3,760,301.30",,,,,,
经营活动产生的现金流量净额,"35,165,990.59","69,523,223.42","98,431,051.84","28,326,980.59","44,833,482.08","68,550,625.23","108,334,799.69","26,561,799.51","55,915,902.65","71,621,301.13","119,560,641.11","14,311,257.28","55,764,749.90","83,571,290.18","117,496,336.87","12,420,584.14","47,269,241.23"
分配股利、利润或偿还利息支付的现金,"4,029,634.77","5,253,758.01","32,637,262.00","25,335,589.82","29,210,661.40","29,869,734.36","30,228,973.55","12,246.92","36,852,246.92","36,852,246.92","36,852,246.92",,"36,840,000.00","36,840,000.00","36,840,000.00",,"49,120,000.00"
收回投资收到的现金,,,,,,"60,000,000.00","150,000,000.00",,"96,493,600.00","210,493,600.00","399,799,600.00","133,938,000.00","346,961,965.00","503,420,562.00","755,716,609.30","275,112,881.38","567,535,622.14"
支付其他与筹资活动有关的现金,"1,682,000.00","885,000.00","3,276,000.00",,"1,022,367.00","2,662,367.00","4,654,967.00",,,,"1,002,485.50","1,400,890.01","3,309,130.65","6,998,573.11","1,348,603.35","6,735,698.75","8,281,561.52"
取得投资收益收到的现金,,,,,,"732,986.30","1,712,914.32","476,630.08","2,192,963.57","3,656,728.55","5,489,338.11","1,049,294.75","1,790,007.07","3,069,017.19","5,115,912.49","3,838,098.71","4,634,325.28"
筹资活动现金流出小计,"37,711,634.77","31,532,832.71","96,339,292.47","43,842,574.20","61,240,012.78","70,399,405.88","106,964,802.95","3,772,548.22","40,612,548.22","40,612,548.22","41,615,033.72","1,400,890.01","40,149,130.65","43,838,573.11","38,188,603.35","6,735,698.75","57,401,561.52"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"234,000.00","90,380.00",,,,,,,,,,,,"16,500.00",,"37,006.00"
筹资活动产生的现金流量净额,"26,181,689.26","3,893,197.76","-63,184,575.51","-36,086,229.51","82,040,886.93","74,495,791.53","37,930,394.46","-3,772,548.22","-40,612,548.22","-40,612,548.22","-40,402,690.84","-398,404.51","-39,146,645.15","-42,836,087.61","-37,186,117.85","-5,387,095.40","-56,052,958.17"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-61,328.46","-156,989.53","-207,233.16","-126,365.26","-40,225.25","248,841.89","399,134.61","-222,069.47","215,568.79","302,062.69","850,761.50","-73,274.61","-338,171.47","-757,514.27","-876,304.47","-495,133.72","127,960.58"
收到其他与投资活动有关的现金,,"7,623,817.45",,,,,,,,"1,212,145.08",,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"7,857,817.45","90,380.00",,,"60,732,986.30","151,712,914.32","476,630.08","98,686,563.57","215,362,473.63","405,288,938.11","134,987,294.75","348,751,972.07","506,489,579.19","760,849,021.79","278,950,980.09","572,206,953.42"
五、现金及现金等价物净增加额,"-3,021,527.90","62,662,764.87","3,754,254.20","-14,330,185.79","54,136,647.73","-7,488,057.03","-12,579,815.97","-5,617,905.37","-4,972,399.37","-381,491.85","2,458,088.58","-9,097,735.64","-59,727,551.95","-52,999,166.35","-55,857,051.33","-4,545,584.17","-8,797,485.48"
购建固定资产、无形资产和其他长期资产支付的现金,"64,306,157.41","18,453,756.29","31,374,917.71","6,444,571.61","12,697,496.03","18,516,301.98","24,298,844.38","3,661,717.27","5,745,267.07","10,762,505.94","15,054,561.30","4,744,608.55","11,893,457.30","15,766,433.84","18,708,403.77","9,478,967.12","19,649,513.92"
期初现金及现金等价物余额,"29,986,333.56","26,964,805.66","89,627,570.53","93,381,824.73","93,381,824.73","93,429,552.94","93,381,824.73","80,802,008.77","80,802,008.76","80,802,008.76","80,802,008.76","83,260,097.34","83,260,097.34","83,260,097.34","83,260,097.34","27,403,046.01","27,403,046.01"
投资支付的现金,,,,,"60,000,000.00","193,000,000.00","285,493,600.00",,"108,067,952.51","234,000,000.00","467,785,000.00","153,180,000.00","412,866,000.00","583,700,000.00","877,431,583.90","280,555,952.16","552,699,168.62"
期末现金及现金等价物余额,"26,964,805.66","89,627,570.53","93,381,824.73","79,051,638.94","147,518,472.46","85,941,495.91","80,802,008.76","75,184,103.40","75,829,609.39","80,420,516.91","83,260,097.34","74,162,361.70","23,532,545.39","30,260,930.99","27,403,046.01","22,857,461.84","18,605,560.53"
