科目,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
筹资活动现金流入小计,"7,489,335,000.00","8,287,425,365.66","10,438,945,000.00","10,776,840,601.11","25,003,348,000.00","35,549,265,880.28","47,812,474,000.00","10,734,021,000.00","18,102,559,000.00","20,502,559,000.00","38,070,533,000.00","15,929,293,000.00","27,254,469,000.00","36,438,975,000.00","47,038,616,000.00","22,664,687,000.00","38,249,103,000.00","55,677,628,000.00","74,211,096,000.00","27,240,588,000.00","50,649,633,000.00","81,228,711,000.00","108,099,292,000.00","27,221,109,000.00","52,297,281,000.00","77,503,524,000.00","123,725,902,000.00","29,960,287,000.00","60,287,627,000.00","68,636,953,000.00","100,277,484,000.00","25,347,831,000.00","51,065,142,000.00","65,494,804,000.00","92,398,666,000.00","6,373,647,000.00","24,489,750,000.00","48,848,457,000.00","65,385,361,000.00","14,969,857,000.00","39,373,841,000.00","55,247,098,000.00","108,545,629,000.00","22,577,134,000.00","50,487,214,000.00"
经营活动现金流出小计,"38,782,411,000.00","58,706,637,150.47","85,239,178,000.00","26,026,912,948.82","51,217,626,000.00","73,577,555,492.46","99,890,850,000.00","19,337,447,000.00","34,290,736,000.00","55,781,728,000.00","86,601,104,000.00","31,949,530,000.00","69,514,310,000.00","102,518,926,000.00","128,871,012,000.00","36,184,975,000.00","76,249,943,000.00","126,168,948,000.00","163,601,204,000.00","43,652,765,000.00","93,451,229,000.00","137,306,880,000.00","190,957,063,000.00","41,682,057,000.00","91,564,571,000.00","140,870,251,000.00","205,459,715,000.00","39,947,229,000.00","82,306,645,000.00","117,794,110,000.00","170,944,917,000.00","33,236,961,000.00","74,286,106,000.00","101,311,046,000.00","136,032,859,000.00","27,047,629,000.00","41,665,623,000.00","74,020,936,000.00","130,262,769,000.00","38,791,142,000.00","75,519,762,000.00","118,298,611,000.00","150,302,640,000.00","34,859,890,000.00","55,945,710,000.00"
偿还债务支付的现金,"6,068,895,000.00","7,024,185,884.00","11,513,573,000.00","931,300,136.00","8,775,220,000.00","12,432,138,820.92","19,049,094,000.00","10,905,538,000.00","14,850,767,000.00","18,166,334,000.00","32,644,308,000.00","12,056,233,000.00","20,954,637,000.00","32,558,619,000.00","41,195,138,000.00","16,937,365,000.00","35,112,845,000.00","47,503,128,000.00","61,078,131,000.00","17,131,398,000.00","27,284,966,000.00","56,135,849,000.00","81,925,148,000.00","18,100,772,000.00","43,589,254,000.00","65,354,342,000.00","114,926,022,000.00","22,120,228,000.00","51,114,061,000.00","64,326,149,000.00","96,752,076,000.00","24,792,251,000.00","48,354,918,000.00","67,774,897,000.00","91,196,790,000.00","7,320,984,000.00","25,049,892,000.00","43,351,264,000.00","61,818,364,000.00","15,833,100,000.00","39,329,252,000.00","56,306,393,000.00","98,973,459,000.00","28,589,550,000.00","54,906,088,000.00"
经营活动产生的现金流量净额,"6,600,823,000.00","7,848,658,957.78","11,351,781,000.00","-699,414,016.91","1,700,806,000.00","847,192,372.61","5,003,681,000.00","-45,947,000.00","1,371,297,000.00","-120,702,000.00","-705,954,000.00","-105,994,000.00","3,568,102,000.00","5,415,105,000.00","7,103,859,000.00","-1,278,866,000.00","4,824,444,000.00","3,640,593,000.00","2,489,756,000.00","-2,030,495,000.00","-1,815,384,000.00","-795,430,000.00","1,122,352,000.00","-1,091,020,000.00","1,661,848,000.00","2,352,819,000.00","8,251,338,000.00","154,942,000.00","4,701,406,000.00","5,317,849,000.00","13,773,049,000.00","-112,741,000.00","2,807,712,000.00","3,079,450,000.00","7,231,450,000.00","207,300,000.00","3,896,115,000.00","7,398,773,000.00","11,518,674,000.00","2,530,657,000.00","5,357,412,000.00","8,439,975,000.00","13,127,777,000.00","1,488,836,000.00","6,742,457,000.00"
分配股利、利润或偿还利息支付的现金,"690,190,000.00","2,649,055,715.94","5,152,302,000.00","453,485,920.57","2,097,688,000.00","3,709,530,695.86","4,375,624,000.00","338,747,000.00","1,704,875,000.00","2,519,966,000.00","3,331,242,000.00","719,014,000.00","1,705,703,000.00","2,265,760,000.00","3,095,925,000.00","833,385,000.00","2,095,805,000.00","3,301,755,000.00","4,269,512,000.00","804,686,000.00","2,219,651,000.00","3,938,323,000.00","5,358,791,000.00","1,569,160,000.00","2,708,798,000.00","4,243,805,000.00","7,006,971,000.00","1,449,596,000.00","2,946,395,000.00","4,501,471,000.00","6,769,818,000.00","2,069,568,000.00","3,266,089,000.00","5,073,963,000.00","6,061,859,000.00","1,722,139,000.00","2,793,028,000.00","4,188,534,000.00","5,135,175,000.00","1,685,446,000.00","3,217,432,000.00","4,729,650,000.00","5,526,505,000.00","1,985,344,000.00","3,225,076,000.00"
收回投资收到的现金,"1,350,000,000.00","2,849,135,012.76","3,000,000,000.00",,"96,054,000.00","96,054,000.00","70,000,000.00",,,,"20,000,000.00",,,"510,826,000.00","254,264,000.00",,,,"50,000,000.00",,,,,"16,806,000.00",,,,,"7,993,000.00","274,786,000.00",,"348,156,000.00","1,615,050,000.00","1,615,050,000.00","1,857,993,000.00",,,"194,119,000.00","111,952,000.00","78,830,000.00","34,031,000.00","35,321,000.00","34,031,000.00","30,816,000.00","30,816,000.00"
支付其他与筹资活动有关的现金,,,"213,128,000.00",,,,,"38,959,000.00","503,270,000.00","503,270,000.00","518,270,000.00","18,415,000.00","15,000,000.00","29,410,000.00","30,000,000.00",,,,"21,000,000.00",,"4,004,878,000.00","3,777,878,000.00","386,400,000.00","470,689,000.00","48,395,000.00","123,933,000.00","34,500,000.00","33,000,000.00","427,947,000.00","430,910,000.00","726,331,000.00","87,373,000.00","438,002,000.00","499,545,000.00","954,247,000.00","173,728,000.00","970,344,000.00","911,479,000.00","2,093,003,000.00","245,799,000.00","4,125,453,000.00","1,719,047,000.00","5,881,543,000.00","385,021,000.00","1,671,050,000.00"
取得投资收益收到的现金,"7,645,000.00","87,779,294.14","51,523,000.00","4,733,192.09","157,692,000.00","141,805,509.18","33,067,000.00","1,842,000.00","1,843,000.00","1,842,000.00","9,137,000.00","39,547,000.00","1,520,000.00","1,520,000.00","2,044,000.00","44,635,000.00","125,498,000.00","125,499,000.00","129,608,000.00","85,540,000.00","116,060,000.00","119,240,000.00","44,556,000.00","269,242,000.00","85,914,000.00","106,736,000.00","112,389,000.00","44,633,000.00","109,986,000.00","116,594,000.00","285,874,000.00","171,442,000.00","271,624,000.00","199,421,000.00","359,326,000.00","24,820,000.00","29,269,000.00","53,797,000.00","218,620,000.00","501,000.00","59,499,000.00","172,213,000.00","135,465,000.00","77,181,000.00","139,366,000.00"
筹资活动现金流出小计,"6,759,085,000.00","9,673,241,599.94","16,879,003,000.00","1,384,786,056.57","10,872,908,000.00","16,141,669,516.78","23,424,718,000.00","11,283,244,000.00","17,058,912,000.00","21,189,570,000.00","36,493,820,000.00","12,793,662,000.00","22,675,340,000.00","34,853,789,000.00","44,321,063,000.00","17,770,750,000.00","37,208,650,000.00","50,804,883,000.00","65,368,643,000.00","17,936,084,000.00","33,509,495,000.00","63,852,050,000.00","87,670,339,000.00","20,140,621,000.00","46,346,447,000.00","69,722,080,000.00","121,967,493,000.00","23,602,824,000.00","54,488,403,000.00","69,258,530,000.00","104,248,225,000.00","26,949,192,000.00","52,059,009,000.00","73,348,405,000.00","98,212,896,000.00","9,216,851,000.00","28,813,264,000.00","48,451,277,000.00","69,046,542,000.00","17,764,345,000.00","46,672,137,000.00","62,755,090,000.00","110,381,507,000.00","30,959,915,000.00","59,802,214,000.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"3,534,000.00","144,782,887.97","132,990,000.00","2,474,648.36","11,198,000.00","94,452,451.53","23,225,000.00","528,000.00","5,877,000.00","5,877,000.00","38,503,000.00","6,157,000.00","73,881,000.00","131,429,000.00","233,007,000.00","35,476,000.00","48,376,000.00","63,019,000.00","80,421,000.00","5,018,000.00","81,121,000.00","72,921,000.00","185,926,000.00","203,388,000.00","89,008,000.00","115,447,000.00","1,381,187,000.00","603,000.00","188,929,000.00","190,264,000.00","231,127,000.00","6,569,000.00","46,572,000.00","47,290,000.00","1,360,318,000.00","513,000.00","780,670,000.00","781,990,000.00","271,609,000.00","5,431,000.00","91,782,000.00","148,269,000.00","478,509,000.00","4,912,000.00","207,802,000.00"
筹资活动产生的现金流量净额,"730,250,000.00","-1,385,816,234.28","-6,440,058,000.00","9,392,054,544.54","14,130,440,000.00","19,407,596,363.50","24,387,756,000.00","-549,223,000.00","1,043,647,000.00","-687,011,000.00","1,576,713,000.00","3,135,631,000.00","4,579,129,000.00","1,585,186,000.00","2,717,553,000.00","4,893,937,000.00","1,040,453,000.00","4,872,745,000.00","8,842,453,000.00","9,304,504,000.00","17,140,138,000.00","17,376,661,000.00","20,428,953,000.00","7,080,488,000.00","5,950,834,000.00","7,781,444,000.00","1,758,409,000.00","6,357,463,000.00","5,799,224,000.00","-621,577,000.00","-3,970,741,000.00","-1,601,361,000.00","-993,867,000.00","-7,853,601,000.00","-5,814,230,000.00","-2,843,204,000.00","-4,323,514,000.00","397,180,000.00","-3,661,181,000.00","-2,794,488,000.00","-7,298,296,000.00","-7,507,992,000.00","-1,835,878,000.00","-8,382,781,000.00","-9,315,000,000.00"
处置子公司及其他营业单位收到的现金净额,,,"790,000.00",,,,,,,,,,,,,,,,"256,000.00",,,,,,,"1,995,451,000.00","1,450,824,000.00","10,000,000.00","3,640,143,000.00","3,640,143,000.00","6,441,094,000.00",,"1,568,950,000.00","1,568,950,000.00","4,954,683,000.00","6,115,000.00","1,568,914,000.00","1,568,914,000.00","6,200,670,000.00","1,646,035,000.00","3,093,646,000.00","3,093,646,000.00","5,631,298,000.00",,
四、汇率变动对现金的影响,,,,,,,"-29,785,000.00",,"14,137,000.00","20,609,000.00","23,921,000.00","-12,254,000.00","-30,410,000.00","48,845,000.00","20,205,000.00","-15,997,000.00","709,000.00",,"-9,066,000.00","7,863,000.00","-39,771,000.00","-54,921,000.00","74,072,000.00","-3,484,000.00","81,461,000.00","106,275,000.00","-5,576,000.00","-64,280,000.00","30,965,000.00","125,882,000.00","5,935,000.00","-10,997,000.00","-2,622,000.00","236,374,000.00","114,766,000.00","-10,229,000.00","30,491,000.00","39,374,000.00","191,546,000.00","-25,090,000.00","-88,578,000.00","-149,768,000.00","-221,567,000.00","-108,117,000.00","37,709,000.00"
收到其他与投资活动有关的现金,"390,705,000.00","453,764,696.98","529,999,000.00","44,057,748.26","92,369,000.00","56,452,441.78","322,254,000.00","137,662,000.00","183,161,000.00","258,737,000.00","534,062,000.00","48,643,000.00","479,529,000.00","429,605,000.00","1,373,773,000.00","142,875,000.00","167,731,000.00","484,549,000.00","949,457,000.00","18,776,000.00","8,543,000.00","87,523,000.00","481,847,000.00","31,846,000.00","616,967,000.00","1,024,873,000.00","1,969,293,000.00","259,106,000.00","1,120,725,000.00","1,796,772,000.00","2,215,319,000.00","4,962,344,000.00","773,027,000.00","5,920,406,000.00","5,813,521,000.00","56,423,000.00","360,656,000.00","376,799,000.00","988,043,000.00",,"238,281,000.00","343,187,000.00","1,660,227,000.00","3,170,679,000.00","2,981,136,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,751,884,000.00","3,535,461,891.85","3,715,302,000.00","51,265,588.71","357,313,000.00","388,764,402.49","448,546,000.00","140,032,000.00","190,881,000.00","266,456,000.00","601,702,000.00","94,347,000.00","554,930,000.00","1,073,380,000.00","1,863,088,000.00","222,986,000.00","341,605,000.00","673,067,000.00","1,209,742,000.00","109,334,000.00","205,724,000.00","279,684,000.00","712,329,000.00","521,282,000.00","791,889,000.00","3,242,507,000.00","4,913,693,000.00","314,342,000.00","5,067,776,000.00","6,018,559,000.00","9,173,414,000.00","5,488,511,000.00","4,275,223,000.00","9,351,117,000.00","14,345,841,000.00","87,871,000.00","2,739,509,000.00","2,975,619,000.00","7,790,894,000.00","1,730,797,000.00","3,517,239,000.00","3,792,636,000.00","7,939,530,000.00","3,283,588,000.00","3,359,120,000.00"
五、现金及现金等价物净增加额,"4,943,637,000.00","3,759,004,505.62","-2,276,219,000.00","4,163,271,841.82","2,489,439,000.00","1,469,449,695.68","7,157,158,000.00","-2,934,118,000.00","-2,904,981,000.00","-8,383,570,000.00","-8,582,513,000.00","1,038,918,000.00","3,345,528,000.00","583,899,000.00","1,581,300,000.00","1,144,397,000.00","616,279,000.00","957,606,000.00","1,608,596,000.00","4,532,056,000.00","-783,390,000.00","-3,368,879,000.00","-1,527,713,000.00","2,348,863,000.00","1,344,139,000.00","1,465,788,000.00","2,318,102,000.00","3,467,076,000.00","9,441,720,000.00","2,501,188,000.00","4,886,905,000.00","1,637,551,000.00","1,824,212,000.00","-2,501,194,000.00","4,484,536,000.00","-6,485,430,000.00","-2,029,078,000.00","2,512,813,000.00","3,051,846,000.00","-733,301,000.00","-5,702,195,000.00","-7,560,899,000.00","3,936,950,000.00","-5,243,897,000.00","-3,273,885,000.00"
购建固定资产、无形资产和其他长期资产支付的现金,"4,137,320,000.00","6,173,417,872.57","10,113,676,000.00","4,226,751,134.27","9,197,137,000.00","14,737,669,648.72","17,327,888,000.00","2,399,607,000.00","4,847,076,000.00","7,168,055,000.00","9,905,540,000.00","2,072,812,000.00","4,093,358,000.00","6,082,775,000.00","8,380,020,000.00","2,201,273,000.00","4,952,001,000.00","6,931,045,000.00","8,842,998,000.00","2,241,422,000.00","4,268,443,000.00","6,416,197,000.00","9,205,379,000.00","2,420,930,000.00","4,380,056,000.00","6,470,264,000.00","9,205,635,000.00","2,008,523,000.00","3,773,132,000.00","5,777,211,000.00","8,486,109,000.00","1,835,210,000.00","4,068,987,000.00","6,298,423,000.00","8,864,054,000.00","851,860,000.00","3,007,015,000.00","4,693,653,000.00","6,590,823,000.00","1,846,448,000.00","4,690,443,000.00","6,697,871,000.00","9,314,941,000.00","1,370,420,000.00","3,330,345,000.00"
