科目,2007年度,2008年度,2009年1-6月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"288,495,259.35","323,125,492.32","213,380,855.94","387,738,724.94","152,818,907.85","246,918,034.79","345,787,569.37","442,464,106.79","161,920,927.73","282,730,518.74","399,201,150.91","518,499,665.50","223,435,009.34","341,769,525.44","476,874,292.28","600,273,999.13","232,275,717.09","351,519,006.32","518,256,645.33","658,827,970.90","226,964,472.14","353,107,456.32","509,215,240.86","690,546,639.08","265,976,718.44","413,449,162.52","577,819,404.05","828,670,638.34","244,323,314.28","400,279,059.47","576,681,305.58","745,957,884.17","308,999,297.14","483,181,924.74","673,854,163.99","831,813,188.41","375,365,238.98","565,793,826.51","734,211,390.36","981,900,933.81","398,744,189.85"
取得借款收到的现金,"4,427,161,433.08","4,064,844,237.29","1,073,409,776.73","3,108,228,238.62","1,173,547,660.88","2,856,713,628.05","4,228,995,780.05","6,117,443,428.58","1,657,022,976.41","3,939,456,137.69","5,349,238,298.14","5,959,938,533.39","1,059,840,021.17","3,177,907,257.09","4,495,956,947.25","4,791,481,165.09","821,112,738.95","1,993,976,144.92","3,057,090,311.64","3,494,361,093.25","880,151,321.20","2,021,278,675.55","3,352,542,852.42","4,191,596,623.76","2,505,384,211.63","3,393,085,615.10","4,117,849,057.69","4,885,039,673.20","462,971,028.81","1,440,696,364.02","1,773,288,027.59","2,061,994,570.43","1,283,646,609.07","3,023,545,671.62","4,347,002,728.81","5,520,435,865.83","1,806,411,013.02","2,821,750,994.01","3,460,250,994.03","3,986,276,484.96","1,319,827,247.95"
支付的各项税费,"113,411,763.66","116,889,547.08","77,122,610.40","174,687,749.87","52,008,777.96","121,256,466.41","150,379,427.62","183,461,883.84","68,105,884.55","147,065,360.00","194,466,641.33","312,421,218.15","72,773,419.94","204,350,198.10","291,565,139.31","329,088,647.27","98,658,856.28","236,995,224.19","354,124,133.62","445,219,278.06","120,267,745.25","250,698,950.57","378,680,014.56","484,455,158.37","96,972,944.32","240,379,891.56","353,825,026.12","445,444,466.13","189,790,111.88","339,883,620.68","471,311,512.11","536,952,394.39","91,827,193.77","286,881,469.48","438,717,224.59","520,786,810.77","145,732,519.85","326,800,765.89","485,331,456.76","508,890,527.14","288,995,718.18"
收到其他与筹资活动有关的现金,,,,,,,,,,"500,000,000.00","800,000,000.00","800,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","800,000,000.00","300,000,000.00","300,000,000.00","800,000,000.00","800,000,000.00",,,"300,000,000.00","300,000,000.00","900,000,000.00","1,700,000,000.00","2,800,000,000.00","2,800,000,000.00","1,400,000,000.00","2,500,000,000.00","2,000,000,000.00","2,000,000,000.00","900,000,000.00","900,000,000.00","900,000,000.00",,,,"400,000,000.00",,
支付其他与经营活动有关的现金,"336,845,074.22","310,200,338.02","121,948,110.13","249,370,226.74","102,122,206.00","153,247,833.06","211,763,503.92","313,810,466.82","83,058,438.74","154,556,044.84","202,320,674.82","310,910,549.03","87,901,737.73","148,997,461.17","158,051,453.23","419,610,808.29","109,280,295.98","187,647,969.03","198,428,773.08","366,368,031.59","129,461,869.12","207,524,382.31","252,092,672.69","365,154,970.86","130,314,822.99","256,648,631.88","297,919,354.28","342,002,884.11","168,546,259.71","191,185,609.12","301,092,502.82","365,539,530.09","210,614,642.71","142,261,600.84","305,482,816.95","329,949,526.20","152,792,497.29","130,884,333.14","242,987,164.26","427,834,315.51","135,186,652.67"
筹资活动现金流入小计,"4,443,361,433.08","4,067,594,237.29","1,090,618,576.73","4,004,349,538.62","1,173,547,660.88","2,856,713,628.05","4,228,995,780.05","6,120,443,428.58","2,157,022,976.41","4,487,966,137.69","6,207,548,298.14","7,775,906,163.38","1,359,840,021.17","3,477,907,257.09","5,195,956,947.25","5,994,481,165.09","1,121,112,738.95","2,298,976,144.92","3,862,090,311.64","5,875,699,093.25","909,551,321.20","2,050,678,675.55","3,681,942,852.42","4,530,796,623.76","3,428,156,030.43","5,140,729,815.50","6,972,867,549.29","7,760,239,171.28","1,865,781,044.81","3,951,371,564.02","4,946,693,435.69","5,747,399,401.53","2,183,646,609.07","3,938,869,191.62","5,262,326,248.81","6,447,659,385.83","1,806,411,013.02","4,719,850,994.01","5,768,094,994.03","6,304,170,484.96","1,319,827,247.95"
经营活动现金流出小计,"6,820,807,758.06","4,772,512,090.80","1,962,011,615.76","3,992,315,946.88","1,488,052,913.27","3,258,259,584.21","5,004,796,121.46","6,956,467,799.06","1,894,534,639.85","3,986,582,189.94","6,514,537,881.13","8,738,614,040.60","2,416,530,859.21","4,858,536,861.72","7,732,647,900.20","9,862,310,776.25","1,789,111,188.11","4,087,243,043.68","6,450,068,336.67","8,665,142,155.23","2,288,972,511.48","4,778,758,168.99","7,557,400,105.85","9,890,127,240.80","2,068,897,447.31","4,056,912,412.37","5,860,531,816.43","8,385,598,045.29","1,925,390,158.51","3,983,523,513.19","5,666,838,060.28","8,211,660,091.45","2,493,303,542.87","4,701,011,143.34","7,333,188,572.92","11,127,670,941.85","2,850,553,847.15","5,713,138,198.11","8,817,103,687.21","12,452,059,299.46","3,065,372,131.98"
偿还债务支付的现金,"4,079,591,547.03","3,420,176,305.03","1,445,316,179.25","3,107,436,359.74","838,233,774.64","1,841,452,012.52","2,874,874,495.87","5,139,497,471.94","1,509,218,424.80","3,538,388,430.21","4,771,582,970.00","6,046,021,508.65","1,357,474,154.83","3,142,049,937.59","4,429,331,760.41","5,220,661,813.10","649,784,623.58","1,706,856,727.38","3,200,267,810.11","3,571,002,715.20","737,944,464.80","1,772,859,422.05","2,473,823,387.45","3,519,179,197.01","2,437,359,344.67","3,508,207,498.22","4,812,060,056.05","5,582,155,772.59","923,230,780.72","1,953,240,292.35","2,922,130,167.03","3,351,070,411.22","317,708,980.61","1,112,353,906.52","1,688,380,620.27","5,765,182,384.64","1,978,053,206.21","3,874,373,012.62","6,060,720,561.74","6,472,559,553.61","1,001,682,923.13"
经营活动产生的现金流量净额,"-49,846,014.33","630,312,319.30","175,574,091.99","501,898,111.05","111,256,352.11","201,751,050.76","168,891,144.79","387,936,439.31","93,059,897.78","401,768,436.42","84,757,364.16","695,003,698.85","46,545,208.22","214,085,586.43","575,984,526.92","616,905,221.45","269,855,273.96","414,936,872.60","836,908,354.58","1,293,155,945.14","228,244,429.29","744,991,536.51","812,754,836.77","1,122,697,876.37","-79,479,312.82","167,220,604.13","723,243,241.69","1,563,147,841.24","218,257,019.06","639,785,756.63","1,233,809,629.97","1,540,973,376.17","74,878,226.95","763,895,590.42","1,072,611,042.14","1,393,803,301.02","260,532,926.49","906,523,298.15","1,507,241,288.47","1,854,679,385.69","1,660,822.79"
分配股利、利润或偿还利息支付的现金,"158,754,408.66","260,380,061.78","124,117,828.51","189,765,209.12","32,391,475.72","171,993,176.58","193,434,896.18","240,016,588.12","38,346,922.77","175,771,098.24","254,262,296.90","296,447,099.22","64,507,908.81","283,770,108.13","343,559,243.88","355,255,279.38","52,487,420.21","309,798,058.55","431,285,426.16","499,050,367.18","49,336,757.48","354,699,705.02","425,171,163.04","437,807,197.32","40,329,191.70","336,104,447.48","472,212,875.39","468,647,409.43","48,570,107.05","274,851,648.89","356,999,017.89","353,183,274.66","62,071,749.07","318,227,232.83","427,228,589.99","467,532,748.25","29,705,466.93","319,225,058.69","402,744,564.23","493,725,556.99","28,029,164.84"
收回投资收到的现金,"4,900,000.00","3,932,696.00",,"796,603.66",,,,"23,516,909.83",,,,"12,500,000.00",,,,,,,,,,,,,,,,,,"150,000.00",,,,,,"2,048,605.06",,,,,
支付其他与筹资活动有关的现金,"8,377,794.83","4,638,038.37",,"5,271,686.52",,,,,"2,000,000.00","2,000,000.00","3,200,000.00","5,330,000.00","501,200,000.00","501,200,000.00","801,200,000.00","804,498,000.00","300,000,000.00","300,271,000.00","300,271,000.00","801,283,066.50","300,000,000.00","300,000,000.00","800,300,000.00","800,342,004.00",,,"300,847,500.00","1,218,635,607.95","800,000,000.00","1,702,183,366.59","2,011,166,000.00","2,024,971,300.00","1,800,297,050.00","2,900,297,050.00","3,300,297,050.00","1,096,800.00",,,,"4,331,446.00","2,859,864.88"
取得投资收益收到的现金,"467,790.99","22,006,383.35","19,775,403.88","81,905,936.65","246,112.62","87,990,060.65","90,959,063.66","105,257,227.54","10,490,303.77","119,744,592.87","119,782,240.93","141,949,617.21",,"121,630,420.34","121,630,420.34","134,092,485.78","4,448,501.46","134,065,560.00","138,573,766.48","131,808,912.83","150,000.00","120,845,206.81","132,956,924.82","132,956,924.82",,,"161,741,016.98","161,891,016.98",,,"121,846,779.41","128,078,674.67","1,057,696.41","1,207,696.41","113,561,067.52","111,512,462.46","150,000.00","1,935,732.75","117,012,884.92","115,227,152.17","150,000.00"
筹资活动现金流出小计,"4,246,723,750.52","3,685,194,405.18","1,569,434,007.76","3,302,473,255.38","870,625,250.36","2,013,445,189.10","3,068,309,392.05","5,379,514,060.06","1,549,565,347.57","3,716,159,528.45","5,029,045,266.90","6,347,798,607.87","1,923,182,063.64","3,927,020,045.72","5,574,091,004.29","6,380,415,092.48","1,002,272,043.79","2,316,925,785.93","3,931,824,236.27","4,871,336,148.88","1,087,281,222.28","2,427,559,127.07","3,699,294,550.49","4,757,328,398.33","2,477,688,536.37","3,844,311,945.70","5,585,120,431.44","7,269,438,789.97","1,771,800,887.77","3,930,275,307.83","5,290,295,184.92","5,729,224,985.88","2,180,077,779.68","4,330,878,189.35","5,415,906,260.26","6,233,811,932.89","2,007,758,673.14","4,193,598,071.31","6,463,465,125.97","6,970,616,556.60","1,032,571,952.85"
处置固定资产、无形资产和其他长期资产收回的现金净额,"9,156,381.13","3,473,082.52","210,553.05","1,921,425.58",,"16,500.00","76,360.00","4,013,343.95","104,000.00","1,095,865.00","2,471,265.54","5,227,086.76","539,938.67","611,018.59","4,565,694.06","29,695,555.55","138,413,610.20","149,434,085.15","151,264,893.75","204,840,589.18","50,800.00","113,214.31","493,177.31","769,621.79","1,205.00","30,809.92","69,809.92","3,609,696.29","21,600.00","437,750.00","567,750.00","4,318,778.34","153,025.00","227,459.00","237,749.00","6,423,106.84","4,200.00","773,524.90","834,454.90","24,957,438.45","19,000.00"
筹资活动产生的现金流量净额,"196,637,682.56","382,399,832.11","-478,815,431.03","701,876,283.24","302,922,410.52","843,268,438.95","1,160,686,388.00","740,929,368.52","607,457,628.84","771,806,609.24","1,178,503,031.24","1,428,107,555.51","-563,342,042.47","-449,112,788.63","-378,134,057.04","-385,933,927.39","118,840,695.16","-17,949,641.01","-69,733,924.63","1,004,362,944.37","-177,729,901.08","-376,880,451.52","-17,351,698.07","-226,531,774.57","950,467,494.06","1,296,417,869.80","1,387,747,117.85","490,800,381.31","93,980,157.04","21,096,256.19","-343,601,749.23","18,174,415.65","3,568,829.39","-392,008,997.73","-153,580,011.45","213,847,452.94","-201,347,660.12","526,252,922.70","-695,370,131.94","-666,446,071.64","287,255,295.10"
处置子公司及其他营业单位收到的现金净额,,"3,731,291.01",,,,,"23,516,909.83",,,,,,,,"39,460,285.79","39,460,285.79",,,"3,543,272.13","7,773,245.21",,,,,,,,,,,,,,,,,,,,,"14,686,148.80"
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,350,645.22","-247,795.63","-633,185.28","732,309.53","12,514,452.19","-64,599.49","-1,057,774.95","-2,967,484.63","-4,284,312.50","-1,992,015.08","1,827,282.49","4,939,164.02","2,625,632.16","-1,057,467.60"
收到其他与投资活动有关的现金,"1,078,029.47","301,291,345.43","397,900,532.96","397,900,532.96",,,,"317,467,007.79","460,891,183.65","895,868,860.00","1,009,827,306.12","1,642,652,411.02","308,411,481.00","665,640,121.02","665,640,121.02","755,083,629.68","123,245,442.22","221,215,347.66","503,507,674.02","504,907,674.02",,"63,743,119.79","146,702,605.08","4,619,587,968.40","1,183,194,587.15","1,570,194,856.72","2,206,404,860.75","3,042,418,998.93","651,182,072.52","1,400,387,352.53","1,693,961,662.77","1,766,820,816.35","303,589,082.93","393,589,082.93","631,609,450.01","1,780,357,485.80","982,000,000.00","2,152,500,000.00","2,628,500,000.00","2,003,018,463.28","142,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"15,602,201.59","334,434,798.31","417,886,489.89","482,524,498.85","246,112.62","88,006,560.65","114,552,333.49","450,254,489.11","471,485,487.42","1,016,709,317.87","1,132,080,812.59","1,802,329,114.99","308,951,419.67","787,881,559.95","831,296,521.21","958,331,956.80","266,107,553.88","504,714,992.81","796,889,606.38","849,330,421.24","200,800.00","184,701,540.91","280,152,707.21","4,753,314,515.01","1,183,195,792.15","1,570,225,666.64","2,368,215,687.65","3,207,919,712.20","651,203,672.52","1,400,975,102.53","1,816,376,192.18","1,899,218,269.36","304,799,804.34","395,024,238.34","745,408,266.53","1,900,341,660.16","982,154,200.00","2,155,209,257.65","2,746,347,339.82","2,143,203,053.90","156,855,148.80"
五、现金及现金等价物净增加额,"-302,009,985.81","350,594,800.47","-94,657,863.18","779,962,542.07","-185,789,446.13","112,185,729.98","-18,556,330.90","-682,074,424.00","567,064,937.85","644,194,283.99","321,230,393.96","1,313,242,107.86","-694,424,291.95","-281,359,604.31","-409,473,128.46","-814,205,841.51","130,266,760.16","40,521,591.79","410,099,577.26","1,595,372,669.75","-463,861,637.90","-450,869,801.42","-367,985,882.19","-1,558,762,940.92","571,917,030.65","705,813,014.02","1,287,763,124.07","1,129,347,821.16","24,990,170.63","254,461,380.67","341,911,077.79","613,411,219.86","-282,449,276.38","-422,696,463.44","-244,697,467.12","-569,757,345.85","-299,694,123.35","810,388,994.41","539,117,598.63","470,589,889.77","-174,411,441.21"
购建固定资产、无形资产和其他长期资产支付的现金,"382,807,057.25","320,029,223.20","203,239,704.94","558,306,034.19","139,323,137.73","399,388,321.94","603,300,561.43","925,597,015.22","294,525,015.33","576,293,446.45","838,255,616.25","1,290,654,089.46","363,333,435.15","612,998,614.40","981,992,253.89","1,513,672,614.02","365,870,762.84","677,970,020.42","980,877,994.14","1,377,940,228.81","345,990,476.93","537,096,788.82","860,322,299.60","1,299,167,887.36","440,423,449.62","705,844,498.46","1,136,168,407.88","1,518,900,096.42","431,082,408.95","702,684,355.93","1,145,039,110.72","1,603,447,169.09","354,631,537.57","727,549,519.52","1,076,169,279.71","1,399,979,617.22","332,156,574.64","512,070,593.72","725,576,898.13","1,197,706,059.25","163,136,519.43"
期初现金及现金等价物余额,"605,901,376.37","303,891,390.56","654,486,191.03","654,486,191.03","1,434,448,733.10","1,434,448,733.10","1,434,448,733.10","1,434,448,733.10","752,374,309.10","752,374,309.10","752,374,309.10","752,374,309.10","2,127,452,125.62","2,065,616,416.96","2,065,616,416.96","2,065,616,416.96","1,251,410,575.45","1,251,410,575.45","1,251,410,575.45","1,251,410,575.45","2,846,783,245.20","2,846,783,245.20","2,846,783,245.20","2,846,783,245.20","1,288,020,304.28","1,288,020,304.28","1,288,020,304.28","1,288,020,304.28","2,417,368,125.44","2,417,368,125.44","2,417,368,125.44","2,417,368,125.44","3,030,779,345.30","3,030,779,345.30","3,030,779,345.30","3,030,779,345.30","2,461,021,999.45","2,461,021,999.45","2,461,021,999.45","2,461,021,999.45","2,931,611,889.22"
投资支付的现金,"6,750,000.00","6,000,000.00","4,250,000.00","28,750,000.00",,"78,000.00","139,061,750.00","136,219,750.00",,,,"24,854,985.00",,,"29,400,000.00","29,400,000.00","24,402,000.00","34,402,000.00","24,402,000.00","24,402,000.00",,"5,532,000.00","5,532,000.00","6,132,000.00",,"22,540,000.00","22,540,000.00","34,540,000.00",,,"10,000,000.00","16,586,500.00",,,,,"77,885,000.00","246,954,492.29","278,064,483.04",,"58,988,720.87"
期末现金及现金等价物余额,"303,891,390.56","654,486,191.03","559,828,327.85","1,434,448,733.10","1,248,659,286.97","1,546,634,463.08","1,415,892,402.20","752,374,309.10","1,319,439,246.95","1,396,568,593.09","1,073,604,703.06","2,065,616,416.96","1,433,027,833.67","1,784,256,812.65","1,656,143,288.50","1,251,410,575.45","1,381,677,335.61","1,291,932,167.24","1,661,510,152.71","2,846,783,245.20","2,382,921,607.30","2,395,913,443.78","2,478,797,363.01","1,288,020,304.28","1,859,937,334.93","1,993,833,318.30","2,575,783,428.35","2,417,368,125.44","2,442,358,296.07","2,671,829,506.11","2,759,279,203.23","3,030,779,345.30","2,748,330,068.92","2,608,082,881.86","2,786,081,878.18","2,461,021,999.45","2,161,327,876.10","3,271,410,993.86","3,000,139,598.08","2,931,611,889.22","2,757,200,448.01"
