科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付的各项税费,"26,597,640.16","21,042,385.84","44,905,808.53","32,577,099.94","53,557,504.06","70,090,181.64","7,250,764.74","30,077,732.84","49,203,125.48","66,699,928.76","18,353,959.77","45,111,723.86","63,340,384.43","96,246,405.19","19,293,040.89","52,940,036.44","99,098,766.16","143,111,604.14","29,271,930.51","64,227,385.81","87,799,447.26","142,883,948.50","30,199,705.32","53,855,427.90","83,872,391.25","120,138,321.83","41,568,890.98","87,854,495.33","108,230,974.43","141,527,148.47"
收到其他与筹资活动有关的现金,"11,408,109.00","11,029,812.68","15,149,385.69","9,428,839.64","28,621,451.03","13,868,233.75","2,133,007.95","2,600,221.43","19,383,067.13","5,468,993.20",,"933,596.28","1,413,941.00","933,596.28",,"162,479,719.86","212,722,526.86","2,435,719.86",,,"70,000,000.00","498,500.00",,"90,857,208.83","90,857,208.83","657,000,000.00",,"125,000,000.00","125,000,000.00","125,000,000.00"
支付其他与经营活动有关的现金,"84,909,251.80","83,582,817.06","84,221,015.75","52,533,225.72","84,224,719.42","104,620,063.71","36,863,808.51","74,662,977.93","111,443,166.21","120,368,742.30","58,589,475.17","112,658,851.98","170,810,214.72","184,503,389.33","52,851,822.29","119,966,361.40","193,604,939.02","199,319,453.12","88,742,051.62","98,608,535.50","240,683,555.40","277,021,387.04","78,687,169.98","106,057,712.25","179,185,282.52","241,956,852.57","83,467,261.70","195,540,886.66","227,137,195.74","220,025,611.87"
筹资活动现金流入小计,"53,989,109.00","55,809,812.68","69,961,385.69","42,997,839.64","62,190,451.03","656,293,063.75","2,133,007.95","73,200,221.43","150,983,067.13","230,228,993.20","144,000,000.00","255,544,596.28","256,024,941.00","286,133,596.28","184,207,950.00","556,660,840.86","811,746,507.53","861,276,989.30","349,372,871.83","481,959,194.22","1,538,251,879.60","1,914,923,597.29","168,954,537.55","563,490,900.62","643,274,102.83","1,284,396,633.61","707,891,601.00","908,196,316.00","1,120,896,316.00","1,366,896,316.00"
经营活动现金流出小计,"269,208,858.92","250,973,655.52","370,372,469.65","229,435,231.15","383,427,258.19","489,280,026.43","128,821,002.07","255,015,498.17","426,014,001.65","536,543,393.35","175,212,742.32","400,015,623.88","583,031,967.96","726,447,894.66","422,376,461.37","794,907,080.11","1,118,003,765.21","1,303,417,653.74","328,928,835.92","592,914,345.02","1,092,837,848.15","1,935,741,346.53","387,494,524.41","690,603,590.23","955,014,821.05","1,648,775,280.51","587,319,836.89","1,180,927,216.46","1,781,812,175.42","2,249,431,671.59"
偿还债务支付的现金,"31,100,000.00","46,981,000.00","52,280,000.00","42,812,000.00","50,381,000.00","47,812,000.00","6,000,000.00","20,000,000.00","70,000,000.00","176,384,020.00","63,160,000.00","63,160,000.00","63,160,000.00","103,160,000.00","160,000,000.00","208,000,000.00","422,207,950.00","572,521,121.00","142,534,859.67","219,644,791.24","491,873,876.43","678,796,941.26","83,336,241.87","249,948,691.04","334,895,447.35","425,063,716.96","292,665,783.41","400,961,412.32","506,125,760.16","615,137,136.41"
经营活动产生的现金流量净额,"-33,514,366.65","39,592,039.35","48,278,510.65","45,564,774.75","24,992,822.47","49,849,649.63","-40,462,981.28","-44,541,284.33","-73,323,971.24","14,731,945.71","-97,917,704.33","-189,925,326.89","-184,671,807.94","-205,735,647.44","-274,094,892.79","-479,336,499.06","-578,813,001.44","-351,544,262.58","-144,693,520.40","-225,287,066.37","-459,764,633.75","-796,838,727.97","-104,581,223.78","-221,553,414.39","-107,332,304.73","-409,868,079.32","-195,049,300.73","-450,134,655.73","-674,780,788.09","-588,915,945.57"
分配股利、利润或偿还利息支付的现金,"13,736,340.23","2,489,720.24","10,527,672.33","813,276.77","1,250,161.78","1,560,668.43","459,360.45","68,169,305.42","69,509,228.83","76,800,459.23","1,280,933.34","62,066,147.27","65,886,185.78","68,631,233.23","3,363,146.35","9,852,161.60","59,107,903.11","66,970,388.15","10,223,950.23","49,850,360.44","60,789,545.80","56,305,212.55","938,948.12","2,916,283.75","45,199,475.77","60,558,094.82","4,074,230.24","8,782,356.80","22,074,385.14","85,438,698.35"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,"9,500,000.00","3,000,000.00","6,000,000.00","6,000,000.00","10,000,000.00","101,400,000.00","177,500,000.00","177,500,000.00","181,390,000.00"
支付其他与筹资活动有关的现金,"11,365,866.88","26,055,485.37","3,743,597.39","16,357,801.63","25,043,826.23","5,826,985.12","2,066,774.19","7,374,760.52","9,438,765.04","1,730,322.52","686,199.76","17,340,185.38","18,601,584.18","5,427,783.00","12,346,659.77","37,464,918.50","46,527,619.25","3,195,352.77",,"13,371,019.69","32,691,563.00","93,358,372.51",,"2,943,058.00","48,728,125.74","9,302,600.83","540,000.00","6,375,000.00","9,569,444.45","7,000,000.00"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,"61,262.00",,,,"207,885.00","4,634.57","2,742,042.75","2,836,259.84","3,505,155.73"
筹资活动现金流出小计,"56,202,207.11","75,526,205.61","66,551,269.72","59,983,078.40","76,674,988.01","55,199,653.55","8,526,134.64","95,544,065.94","148,947,993.87","254,914,801.75","65,127,133.10","142,566,332.65","147,647,769.96","177,219,016.23","175,709,806.12","255,317,080.10","527,843,472.36","642,686,861.92","152,758,809.90","282,866,171.37","585,354,985.23","828,460,526.32","84,275,189.99","255,808,032.79","428,823,048.86","494,924,412.61","297,280,013.65","416,118,769.12","537,769,589.75","707,575,834.76"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"6,432.68",,,,,"155,000.00","180,000.00","210,000.00","36,500.00","2,138,900.00","2,138,900.00","2,139,169.23",,"2,115,800.00","2,135,800.00","1,827,987.71",,,"4,120,600.00","3,905,680.35",,,,,,,,"1,603,185.03"
筹资活动产生的现金流量净额,"-2,213,098.11","-19,716,392.93","3,410,115.97","-16,985,238.76","-14,484,536.98","601,093,410.20","-6,393,126.69","-22,343,844.51","2,035,073.26","-24,685,808.55","78,872,866.90","112,978,263.63","108,377,171.04","108,914,580.05","8,498,143.88","301,343,760.76","283,903,035.17","218,590,127.38","196,614,061.93","199,093,022.85","952,896,894.37","1,086,463,070.97","84,679,347.56","307,682,867.83","214,451,053.97","789,472,221.00","410,611,587.35","492,077,546.88","583,126,726.25","659,320,481.24"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,"20,471.24",,,,,,,,,,"-1,563.61","-1,563.61","3,212.54",-88.58,"1,533.47","1,533.47","61,405.77",-97.62,-421.08,-796.91,"-23,466.74"
收到其他与投资活动有关的现金,,,,,,,,,,,,"18,630.08","18,630.08","18,630.08",,,,,,,,,,,,"146,170,000.00",,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,"6,432.68",,,,,"155,000.00","180,000.00","210,000.00","36,500.00","2,157,530.08","2,157,530.08","2,157,799.31",,"2,115,800.00","2,135,800.00","1,827,987.71",,,"4,120,600.00","13,466,942.35","3,000,000.00","6,000,000.00","6,000,000.00","156,377,885.00","101,404,634.57","180,242,042.75","180,336,259.84","186,498,340.76"
五、现金及现金等价物净增加额,"-41,691,416.16","8,242,298.28","36,601,040.75","21,409,488.84","1,828,309.58","638,784,082.91","-46,941,972.19","-67,418,707.06","-85,137,879.70","-31,049,219.35","-70,685,043.13","-136,701,484.18","-151,729,884.40","-194,197,191.51","-269,893,331.76","-197,229,102.85","-341,643,875.87","-242,800,418.93","43,882,166.15","-50,423,969.77","446,170,235.60","102,915,299.58","-21,385,112.75","74,833,364.14","-89,782,202.52","266,315,704.58","303,455,740.30","159,489,452.23","2,095,440.55","76,250,309.64"
购建固定资产、无形资产和其他长期资产支付的现金,"5,963,951.40","11,633,348.14","15,094,018.55","7,170,047.15","8,679,975.91","12,158,976.92","85,864.22","688,578.22","14,016,921.72","21,325,827.75","11,676,705.70","21,911,951.00","37,592,777.58","59,533,923.43","4,296,582.85","21,352,164.55","48,869,709.60","57,746,897.18","6,038,375.38","7,107,390.46","10,271,710.46","14,349,432.06","483,147.95","10,297,622.77","11,617,485.23","81,337,727.87","12,511,083.27","36,095,060.59","46,535,960.54","74,579,100.05"
期初现金及现金等价物余额,"76,046,328.83","34,354,912.67","42,597,210.95","79,198,251.70","79,198,251.70","79,198,251.70","716,457,281.83","716,457,282.69","716,457,282.69","717,982,334.61","686,933,115.26","686,933,115.26","686,933,115.26","686,933,115.26","492,735,923.75","492,735,923.75","492,735,923.75","492,735,923.75","249,935,504.82","249,935,504.82","249,935,504.82","249,935,504.82","352,850,804.40","352,850,804.40","352,850,804.40","352,850,804.40","619,166,508.98","619,166,508.98","619,166,508.98","619,166,508.98"
投资支付的现金,,,,,,,,,"12,060.00",,"40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",,,,,"2,000,000.00","4,000,000.00","21,000,000.00","43,500,000.00","4,000,000.00","7,000,000.00","191,285,000.00","188,390,000.00","1,000,000.00","26,600,000.00","40,050,000.00","106,050,000.00"
期末现金及现金等价物余额,"34,354,912.67","42,597,210.95","79,198,251.70","100,607,740.54","81,026,561.28","717,982,334.61","669,515,309.64","649,038,575.63","631,319,402.99","686,933,115.26","616,248,072.13","550,231,631.08","535,203,230.86","492,735,923.75","222,842,591.99","295,506,820.90","151,092,047.88","249,935,504.82","293,817,670.97","199,511,535.05","696,105,740.42","352,850,804.40","331,465,691.65","427,684,168.54","263,068,601.88","619,166,508.98","922,622,249.28","778,655,961.21","621,261,949.53","695,416,818.62"
