科目,2007年度,2008年度,2009年度,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付其他与经营活动有关的现金,"17,925,313.81","17,295,987.71","23,416,192.40","12,250,297.66","24,299,009.42","7,917,984.35","21,006,298.04","34,955,026.00","54,313,610.25","18,481,154.29","31,606,146.13","50,045,323.53","38,373,112.76","20,731,061.01","34,849,992.63","47,096,159.13","40,941,687.76","12,220,053.66","45,077,483.84","61,247,995.42","68,342,131.91","40,406,057.39","63,412,067.95","102,120,593.08","101,071,766.35","29,990,133.09","56,278,953.31","79,128,725.25","79,582,671.43","36,762,808.95","52,640,962.66","77,173,310.47"
筹资活动现金流入小计,"35,250,000.00","44,500,000.00","54,300,000.00","17,000,000.00","17,000,000.00","669,619,803.64","678,358,000.00","678,358,000.00","678,358,000.00",,,,"2,650,000.00",,,,,,,,,"4,000,000.00","40,000,000.00","55,000,000.00","58,000,000.00","20,000,000.00","1,391,582,377.43","1,411,582,377.43","1,411,582,377.43","18,000,000.00","25,000,000.00","45,000,000.00"
经营活动现金流出小计,"136,595,142.56","178,005,656.90","175,025,679.21","197,385,580.69","283,741,282.56","122,567,479.71","215,202,704.75","314,771,882.74","471,350,021.12","100,668,469.64","191,792,132.56","329,384,864.64","438,431,818.88","153,121,598.45","268,500,947.51","380,722,106.27","457,137,409.33","123,361,724.68","242,098,128.29","375,821,341.41","546,517,694.55","174,823,350.38","305,378,995.74","464,576,969.82","630,243,931.39","187,561,126.94","343,906,947.05","514,159,995.15","620,415,869.81","178,173,803.88","318,838,765.43","476,861,890.60"
偿还债务支付的现金,"25,000,000.00","20,000,000.00","44,500,000.00","38,500,000.00","47,500,000.00","8,000,000.00","8,000,000.00","9,000,000.00","9,000,000.00",,,,,,,,,,,,,"4,000,000.00","58,500,000.00","73,500,000.00","76,500,000.00","23,000,000.00","43,000,000.00","53,000,000.00","58,715,382.88","15,000,000.00","25,000,000.00","45,000,000.00"
经营活动产生的现金流量净额,"23,365,723.61","42,842,779.74","49,874,760.33","7,723,985.24","65,995,211.86","-75,613,841.25","-106,739,512.51","-70,110,869.36","26,263,967.77","7,281,183.78","68,640,529.13","33,686,043.38","177,159,221.31","-21,765,430.53","37,067,272.60","53,518,042.18","206,101,603.83","-18,809,220.37","-22,683,310.94","-34,967,226.39","103,051,709.74","-14,834,581.79","-15,812,399.98","-10,328,418.11","128,975,263.42","-31,302,341.01","-6,755,225.10","-40,857,145.97","101,943,042.67","-107,647.80","57,995,131.79","52,108,555.53"
分配股利、利润或偿还利息支付的现金,"28,467,362.50","1,775,107.93","1,853,919.63","618,847.26","824,521.26","78,057.00","42,078,057.00","42,243,384.14","42,545,959.14","40,494,813.05","42,000,000.00","42,000,000.00","42,000,000.00","66,544,680.00","67,200,000.00","67,200,000.00","67,200,000.00",,"67,200,000.00","67,200,000.00","67,933,741.92","1,091,096.01","77,564,286.53","78,809,333.63","80,268,795.30","76,226,028.97","76,935,599.45","77,439,049.59","78,249,357.52","581,267.08","10,576,157.95","10,776,630.51"
收回投资收到的现金,"2,031,000.00","4,521,806.30",,,,,,,,,,,"75,000,000.00","125,000,000.00","125,000,000.00","475,000,000.00","702,000,000.00","330,000,000.00","550,000,000.00","791,238,396.52","1,073,650,000.00","415,911,000.00","1,138,912,000.00","1,138,926,889.00","1,138,912,000.00",,"18,000,000.00","1,449,000,000.00","2,674,500,000.00","393,000,000.00","1,804,000,000.00","3,369,500,000.00"
支付其他与筹资活动有关的现金,,"15,800,000.00","3,000,000.00",,"500,000.00",,"4,462,000.00","4,462,000.00","4,462,000.00",,,,,,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,"549,534.97",,,,,,,,,,,,"936,369.86","3,289,184.92","3,289,184.92","11,215,686.34","15,025,186.34","7,459,044.52","13,338,785.00","19,669,853.49","23,279,442.52","7,694,961.01","16,472,253.07","16,472,253.07","16,472,253.07",,"10,964.39","11,220,265.75","17,734,610.96","5,174,169.53","18,755,232.88","35,549,641.26"
筹资活动现金流出小计,"53,467,362.50","37,575,107.93","49,353,919.63","39,118,847.26","48,824,521.26","8,078,057.00","54,540,057.00","55,705,384.14","56,007,959.14","40,494,813.05","42,000,000.00","42,000,000.00","42,000,000.00","66,544,680.00","67,200,000.00","67,200,000.00","67,200,000.00",,"67,200,000.00","67,200,000.00","67,933,741.92","5,091,096.01","136,064,286.53","152,309,333.63","156,768,795.30","99,226,028.97","119,935,599.45","130,439,049.59","136,964,740.40","15,581,267.08","35,576,157.95","55,776,630.51"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"17,705.78","7,046.26","17,039.60","53,439.60",,,"3,000.00","13,788.46",,,,"102,606.08","8,409,033.00","8,410,533.00","8,410,533.00","334,316.74","1,800.00","11,605.82","11,605.82","155,063.13",,,,"10,445.23","3,000.00","3,000.00","890,942.63","54,947.94",172.50,"150,172.50","150,172.50"
筹资活动产生的现金流量净额,"-18,217,362.50","6,924,892.07","4,946,080.37","-22,118,847.26","-31,824,521.26","661,541,746.64","623,817,943.00","622,652,615.86","622,350,040.86","-40,494,813.05","-42,000,000.00","-42,000,000.00","-39,350,000.00","-66,544,680.00","-67,200,000.00","-67,200,000.00","-67,200,000.00",,"-67,200,000.00","-67,200,000.00","-67,933,741.92","-1,091,096.01","-96,064,286.53","-97,309,333.63","-98,768,795.30","-79,226,028.97","1,271,646,777.98","1,281,143,327.84","1,274,617,637.03","2,418,732.92","-10,576,157.95","-10,776,630.51"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,"1,849,238.56","3,157,535.08",,,,"14,889.00",,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,"19,508,516.00",,,,"123,094.91",,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,580,534.97","4,539,512.08","7,046.26","17,039.60","53,439.60",,,"3,000.00","13,788.46",,,,"76,038,975.94","136,698,217.92","136,699,717.92","494,626,219.34","736,868,019.08","337,460,844.52","563,350,390.82","812,769,094.39","1,100,365,135.64","423,605,961.01","1,155,384,253.07","1,155,399,142.07","1,155,409,587.30","3,000.00","18,013,964.39","1,461,111,208.38","2,692,289,558.90","398,174,342.03","1,822,905,405.38","3,405,199,813.76"
五、现金及现金等价物净增加额,"-21,959,562.08","46,300,576.91","33,984,483.07","-23,423,011.28","16,437,531.06","579,568,970.53","496,825,894.18","518,263,086.14","586,429,824.30","-49,664,237.93","1,779,746.69","-240,800,060.72","-27,526,672.00","-463,064,707.71","-479,427,616.67","-539,710,074.32","-426,296,772.23","150,737,083.14","144,764,567.00","-10,801,599.13","83,598,671.14","-10,574,183.14","313,662,236.94","314,689,947.66","447,555,024.65","-117,141,090.06","-234,304,195.72","97,549,700.68","927,916,866.76","-1,007,001,337.18","-1,479,587,521.62","-1,516,232,017.21"
购建固定资产、无形资产和其他长期资产支付的现金,"13,993,131.37","8,006,606.98","20,843,403.89","9,045,188.86","17,786,599.14","6,280,411.76","20,252,536.31","34,281,660.36","51,835,841.80","16,450,608.66","24,860,782.44","32,486,104.10","41,374,869.25","160,510,849.71","163,052,641.80","167,712,370.45","174,124,429.75","7,914,541.01","10,825,607.79","11,526,562.04","18,685,946.73","3,343,466.35","5,933,329.62","9,159,442.67","14,149,030.77","6,615,720.08","17,639,990.73","31,149,967.31","82,735,649.58","12,817,419.33","20,742,555.84","32,594,410.99"
期初现金及现金等价物余额,"65,433,846.83","43,474,284.75","89,774,861.66","123,759,344.73","123,759,344.73","140,196,875.79","140,196,875.79","140,196,875.79","144,960,098.90","731,322,491.00","731,389,923.20","731,389,923.20","731,389,923.20","703,863,251.20","703,863,251.20","703,863,251.20","703,863,251.20","277,566,478.97","277,566,478.97","277,566,478.97","277,566,478.97","361,165,150.11","361,165,150.11","361,165,150.11","361,165,150.11","808,720,174.76","808,720,174.76","808,720,174.76","808,720,174.76","1,736,637,041.52","1,736,637,041.52","1,736,637,041.52"
投资支付的现金,"6,100,000.00",,,,,,,,,,,"200,000,000.00","200,000,000.00","350,000,000.00","422,000,000.00","852,000,000.00","1,127,000,000.00","160,000,000.00","318,000,000.00","710,000,000.00","937,000,000.00","414,911,000.00","723,912,000.00","723,912,000.00","723,912,000.00",,"1,497,700,000.00","2,570,828,000.00","3,056,328,000.00","1,394,669,345.00","3,329,169,345.00","4,930,169,345.00"
期末现金及现金等价物余额,"43,474,284.75","89,774,861.66","123,759,344.73","100,336,333.45","140,196,875.79","719,765,846.32","637,022,769.97","658,459,961.93","731,389,923.20","681,658,253.07","733,169,669.89","490,589,862.48","703,863,251.20","240,798,543.49","224,435,634.53","164,153,176.88","277,566,478.97","428,303,562.11","422,331,045.97","266,764,879.84","361,165,150.11","350,590,966.97","674,827,387.05","675,855,097.77","808,720,174.76","691,579,084.70","574,415,979.04","906,269,875.44","1,736,637,041.52","729,635,704.34","257,049,519.90","220,405,024.31"
