科目,2012-12-31,2013-12-31,2014-12-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应交税费,"9,275,259.61","68,056,791.65","50,536,693.61","26,727,440.87","37,099,375.27","42,676,190.99","13,404,766.81","34,705,161.41","40,734,453.90","68,775,658.61","33,200,378.64","49,747,419.45","76,502,962.02","91,711,196.53","67,310,715.40","100,377,412.73","98,975,224.72","182,000,295.50","50,511,702.69"
应收利息,,,,,,,,,,,,,,,,,,,
应付利息,"444,863.88","96,101.30",,,,,,,,,,,,,"946,208.31","396,569.46",,"84,334.87","101,430.76"
应收股利,,,,,,,,,,,,,,,,"5,331,000.00",,,
应付股利,,,,,,,,,,,"46,800,000.00",,,,,,,,
存货,"274,529,606.31","247,841,648.75","235,183,844.71","250,537,694.29","245,259,383.56","231,687,965.52",,"221,539,810.90","267,082,133.00","346,864,631.77","441,975,093.27","343,968,145.70","406,654,141.74","348,161,456.69","449,952,843.87","380,126,081.97","380,902,016.09","393,292,002.42","482,612,374.02"
其他应付款,"6,196,930.50","7,747,801.92","4,071,012.57","4,387,810.71","3,971,031.77","5,800,258.63","6,306,406.41","4,613,703.06","4,138,145.82","2,832,842.81","3,638,397.78","4,433,165.16","15,040,791.20","14,641,007.47","15,500,995.87","15,373,214.70","7,632,862.02","36,095,195.18","43,988,505.67"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"30,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,"18,312,161.82","14,852,161.82"
其他流动资产,"3,430,366.33","5,666,685.74","620,769.15","4,911,822.94","600,000,000.00","620,927,268.37","715,546,609.47","761,495,530.72","612,302,522.65","592,476,117.51","433,451,124.06","405,932,919.21","428,832,430.98","582,115,269.76","212,947,507.01","194,801,942.60","214,438,738.05","305,875,906.79","226,372,563.01"
其他流动负债,,,,,,,,,,,,,,,,,,,
流动资产合计,"1,401,337,974.10","1,336,781,038.76","1,358,957,957.82","2,465,177,341.23","2,451,800,725.48","2,285,570,038.93","2,229,025,911.00","2,200,910,437.50","2,249,909,477.71","2,277,873,131.47","2,388,275,898.18","2,430,272,296.47","2,244,951,181.53","2,361,874,892.54","2,579,618,347.61","2,450,905,532.66","2,318,965,965.47","2,335,869,257.26","2,316,624,328.71"
流动负债合计,"519,193,663.65","394,651,925.10","263,244,155.85","347,560,896.81","300,504,553.67","311,689,753.60","236,709,410.50","233,905,388.78","246,549,494.26","344,705,102.41","476,125,220.47","453,981,986.23","487,752,385.06","503,755,845.54","673,951,633.07","855,744,205.41","647,208,766.48","775,812,869.73","717,141,192.46"
可供出售金融资产,,,,,,,,,,,,,,"100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","1,200,000.00","1,200,000.00"
长期借款,"80,000,000.00",,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,"24,772,419.90","25,530,061.87"
长期股权投资,"26,039,878.55","40,525,147.89","96,448,882.14","113,600,669.87","120,339,509.18","117,185,609.04","117,792,091.38","120,681,190.08","144,455,317.83","195,756,245.10","198,491,869.90","230,314,076.37","538,941,651.63","442,102,317.87","445,330,854.25","437,624,626.91","440,568,956.28","262,647,136.24","263,711,361.99"
专项应付款,,,"38,000,000.00","38,000,000.00","38,000,000.00","38,000,000.00","38,000,000.00","38,000,000.00","38,000,000.00","38,000,000.00","38,000,000.00","38,000,000.00","38,000,000.00",,,,,,
投资性房地产,,,,,,"25,813,365.40","25,561,951.38","25,213,354.30","24,799,884.11","27,589,071.31","27,262,289.18","16,511,673.97","16,317,743.86","10,399,065.32","10,261,281.08","10,123,496.84","9,985,712.60","9,847,928.36","9,710,144.12"
预计负债,,,,,,,,,,,,,,,,,,,
固定资产,"404,374,845.50","391,135,484.86","372,342,369.24","405,592,003.11","395,384,900.08","451,375,484.60","519,165,330.87","506,784,193.92","516,889,153.80","525,728,364.19","513,846,463.22","488,281,269.84","550,878,009.33","527,329,329.64","786,774,895.87","960,757,750.70","938,300,770.23","988,817,823.65","963,514,538.99"
递延所得税负债,,,,,,,,,,,,"31,380.18","7,788.55","103,479.74","102,899.03",,,"1,185,034.88","2,345,754.95"
在建工程,"10,357,124.91","31,212,227.61","107,308,663.67","107,782,603.44","145,956,991.41","277,891,011.11","234,530,406.79","307,721,597.82","307,260,525.35","361,464,762.17","413,117,110.04","457,276,240.62","415,339,801.31","448,995,633.81","230,102,560.25","102,875,256.44","178,558,570.10","391,628,329.59","474,808,908.02"
其他非流动负债,,,,,,,"8,940,425.98",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,
非流动负债合计,"90,826,450.15","11,069,981.07","48,273,512.13","47,875,277.67","47,563,660.44","47,252,043.21","46,940,425.98","46,628,808.75","51,317,191.52","51,005,574.29","54,537,790.40","54,203,053.34","53,813,344.47","84,704,243.97","83,227,428.57","94,550,428.67","118,916,788.24","153,867,797.88","153,249,698.50"
固定资产清理,,,,,,,,,,,,,,,,,,,
负债合计,"610,020,113.80","405,721,906.17","311,517,667.98","395,436,174.48","348,068,214.11","358,941,796.81","283,649,836.48","280,534,197.53","297,866,685.78","395,710,676.70","530,663,010.87","508,185,039.57","541,565,729.53","588,460,089.51","757,179,061.64","950,294,634.08","766,125,554.72","929,680,667.61","870,390,890.96"
生产性生物资产,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"150,000,000.00","150,000,000.00","150,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"38,204,371.17","38,204,371.17","38,204,371.17","986,005,871.17","986,005,871.17","986,005,871.17","986,005,871.17","826,005,871.17","826,005,871.17","826,005,871.17","826,005,871.17","826,005,871.17","826,005,871.17","826,005,871.17","826,005,871.17","824,775,698.07","824,775,698.07","824,775,698.07","824,775,698.07"
无形资产,"37,517,574.31","80,257,288.82","78,569,193.98","77,725,146.56","77,303,122.85","77,245,704.98","76,780,781.06","76,315,857.14","76,139,109.87","73,552,594.80","73,091,793.69","69,306,059.69","51,075,945.38","67,131,388.97","66,764,772.71","124,280,725.93","123,588,439.52","178,627,797.51","177,748,719.24"
盈余公积,"124,347,676.53","147,283,418.97","173,151,610.87","173,151,610.87","173,151,610.87","192,928,331.06","192,928,331.06","192,928,331.06","192,928,331.06","218,168,345.47","218,168,345.47","218,168,345.47","218,168,345.47","253,505,798.72","253,505,798.72","253,505,798.72","253,505,798.72","290,531,011.89","290,531,011.89"
开发支出,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,"149,267,434.64","149,267,434.64"
未分配利润,"953,091,741.20","1,124,387,774.53","1,317,655,047.50","1,387,318,405.24","1,454,242,060.70","1,466,973,556.36","1,520,667,715.11","1,559,347,891.48","1,632,610,847.47","1,655,338,522.37","1,673,637,414.66","1,775,113,028.23","1,868,925,616.73","1,924,860,636.94","2,016,618,460.03","1,788,613,966.26","1,895,065,240.93","1,915,131,536.68","2,016,624,619.48"
长期待摊费用,,,,,,,,,,,,,"261,137.00",,,,,,
少数股东权益,,,,,,,,,,,,,,"-240,215.81","-493,085.12","-58,244.35","-45,004.40","9,434,603.89","9,084,314.43"
递延所得税资产,"1,135,474.55","2,012,320.43","1,074,314.95","1,365,967.96","950,797.61","1,846,811.20","1,698,651.03","1,393,884.00","1,431,816.58","2,383,786.40","2,381,568.97","2,294,519.78","2,391,324.15","2,530,367.96","3,375,338.53","2,703,004.40","2,545,159.08","12,241,938.81","12,300,083.98"
外币报表折算价差,,,,,,,,,,,,,,,,,,,
其他非流动资产,"2,021,500.00","435,800.00","330,000.00","141,400.00",,,,,,"789,100.85",,,,"1,634,769.35",,,,"13,909,438.52","15,828,011.50"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"481,446,397.82","545,578,269.61","656,073,423.98","706,207,790.94","739,935,321.13","951,357,986.33","975,529,212.51","1,038,110,077.26","1,070,975,807.54","1,187,263,924.82","1,228,191,095.00","1,263,983,840.27","1,575,205,612.66","1,600,122,872.92","1,642,609,702.69","1,738,364,861.22","1,793,547,607.81","2,008,187,827.32","2,068,089,202.48"
所有者权益(或股东权益)合计,"1,272,764,258.12","1,476,637,402.20","1,703,513,713.82","2,775,948,957.69","2,843,667,832.50","2,877,986,228.45","2,920,905,287.03","2,958,486,317.23","3,023,018,599.47","3,069,426,379.59","3,085,803,982.31","3,186,071,097.17","3,278,591,064.66","3,373,537,675.95","3,465,048,988.66","3,238,975,759.80","3,346,388,018.56","3,414,376,416.97","3,514,322,640.23"
资产总计,"1,882,784,371.92","1,882,359,308.37","2,015,031,381.80","3,171,385,132.17","3,191,736,046.61","3,236,928,025.26","3,204,555,123.51","3,239,020,514.76","3,320,885,285.25","3,465,137,056.29","3,616,466,993.18","3,694,256,136.74","3,820,156,794.19","3,961,997,765.46","4,222,228,050.30","4,189,270,393.88","4,112,513,573.28","4,344,057,084.58","4,384,713,531.19"
负债和所有者(或股东权益)合计,"1,882,784,371.92","1,882,359,308.37","2,015,031,381.80","3,171,385,132.17","3,191,736,046.61","3,236,928,025.26","3,204,555,123.51","3,239,020,514.76","3,320,885,285.25","3,465,137,056.29","3,616,466,993.18","3,694,256,136.74","3,820,156,794.19","3,961,997,765.46","4,222,228,050.30","4,189,270,393.88","4,112,513,573.28","4,344,057,084.58","4,384,713,531.19"
