科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"49,714,768.33","97,624,901.26","198,683,032.31","55,931,652.40","122,208,903.74","185,833,387.60","240,820,246.18","65,919,135.96","127,669,549.25","193,203,034.95","267,063,394.32","95,621,645.73","174,740,777.11","261,638,272.35","358,563,367.99","121,099,708.76","224,998,649.52","347,055,793.01","482,054,663.80","188,284,258.69","368,427,948.71","581,213,473.62","829,281,055.70","336,863,273.59","640,900,473.67","975,365,404.19","1,359,494,020.28","481,985,654.20","917,852,774.10"
取得借款收到的现金,"437,158,770.00","327,531,552.44","278,714,574.03","248,999,583.43","563,498,597.27","724,586,901.66","651,709,017.06","40,000,000.00","90,000,000.00","151,563,705.00","521,799,600.34","13,775,856.22","234,641,674.38","377,880,343.13","867,880,343.13","26,300,000.00","331,300,000.00","264,334,040.89","719,159,343.96","276,709,096.29","573,822,743.52","1,015,507,631.16","2,095,023,304.47","1,556,801,799.55","3,070,365,351.67","3,638,041,956.42","3,690,917,977.88","290,865,176.19","1,578,831,381.23"
支付的各项税费,"20,765,026.81","78,662,224.51","153,005,587.78","14,051,690.87","28,954,938.48","41,614,410.45","49,882,259.50","6,101,325.41","13,732,050.40","20,538,494.30","34,658,111.16","20,296,359.86","38,483,378.00","63,760,470.26","92,723,167.71","53,637,325.13","84,479,781.73","140,556,508.10","202,149,276.11","84,243,519.86","248,979,478.94","489,756,682.66","681,563,143.82","211,808,694.40","434,205,083.37","834,005,969.74","1,142,023,067.81","302,278,789.39","511,880,162.45"
收到其他与筹资活动有关的现金,,,"306,891,453.00",,,,,,,"78,298,810.98","78,298,810.98",,"52,263,650.35","52,263,650.35","145,000,000.00","120,000,000.00","120,000,000.00","270,000,000.00","134,056,000.00","1,500,000.00","4,209,357.00","8,472,157.00","82,011,457.00","1,493,419.00","8,675,019.00","256,362,427.50","478,439,019.00","6,313,500.00","106,287,300.00"
支付其他与经营活动有关的现金,"18,875,526.07","45,794,544.26","70,622,373.60","19,966,304.49","30,703,207.45","47,862,448.63","61,398,646.37","11,337,567.70","28,389,627.75","41,384,217.91","53,231,985.67","28,028,562.84","42,151,261.92","63,020,555.89","79,364,932.12","40,724,441.27","126,003,307.19","306,350,178.21","270,223,411.95","191,828,862.64","273,005,045.88","497,995,196.12","647,795,054.38","304,132,671.54","439,230,530.06","746,983,533.70","936,842,871.01","338,571,905.84","562,556,848.39"
筹资活动现金流入小计,"512,514,770.00","612,101,552.44","585,806,027.03","1,772,599,583.43","2,087,098,597.27","2,248,186,901.66","2,175,309,017.06","40,000,000.00","90,000,000.00","229,862,515.98","600,098,411.32","13,775,856.22","290,905,324.73","435,093,993.48","1,110,176,113.13","146,300,000.00","2,411,299,997.50","2,618,234,038.39","2,832,144,941.46","1,270,209,096.29","1,571,032,100.52","4,960,179,775.09","6,205,131,192.40","1,562,295,218.55","3,089,840,370.67","3,957,204,383.92","6,995,156,996.88","357,178,676.19","1,805,118,681.23"
经营活动现金流出小计,"443,778,806.72","1,002,304,732.37","1,675,901,132.24","271,275,228.23","696,412,545.12","1,340,086,015.52","1,251,787,717.80","435,184,711.30","659,484,510.80","1,120,988,521.55","1,890,909,230.20","530,946,071.17","1,046,458,722.82","1,855,879,566.63","2,619,530,870.34","891,593,698.91","1,814,174,481.90","2,969,409,970.38","3,981,775,856.87","1,426,308,865.12","3,079,197,721.49","5,139,813,796.83","7,451,842,289.39","2,118,174,975.59","3,751,713,015.55","6,635,817,784.38","10,326,512,841.87","4,413,475,186.56","7,984,995,388.34"
偿还债务支付的现金,"159,725,575.00","319,161,371.16","121,523,100.44","49,000,000.00","395,389,746.72","435,389,746.72","862,074,468.40","35,654,665.00","485,573,261.59","485,573,261.59","705,573,261.59","86,897,244.10","152,794,162.89","282,812,725.56","421,812,725.56","45,300,000.00","371,950,000.00","541,213,600.00","725,671,106.95","417,193,079.91","759,153,194.40","866,714,766.75","922,914,766.75","282,894,092.30","531,595,155.31","1,138,563,175.40","1,491,452,580.08","460,797,847.36","2,182,864,582.70"
经营活动产生的现金流量净额,"88,884,431.06","775,164,536.81","-110,607,620.61","28,547,297.80","-39,315,456.56","-419,342,367.87","-76,708,770.84","-21,709,882.67","222,302,439.62","191,731,390.94","57,135,018.64","45,212,509.26","119,299,729.80","65,194,967.29","367,497,531.06","-97,880,807.03","-255,438,025.85","-613,970,721.75","364,556,817.99","149,096,979.28","530,589,701.71","94,392,883.24","535,757,269.34","-818,615,677.65","113,941,566.12","713,137,649.34","1,241,910,600.05","-716,500,175.97","1,168,821,797.63"
分配股利、利润或偿还利息支付的现金,"15,060,167.37","26,057,664.75","43,118,879.43","14,720,801.11","70,187,793.71","86,544,723.21","102,046,500.95","14,541,788.72","26,826,531.96","34,448,207.08","46,128,839.61","9,975,822.72","21,592,124.08","64,187,405.60","78,030,905.99","14,982,318.56","99,037,997.42","123,871,543.15","146,412,028.17","17,826,603.03","103,624,507.01","113,579,597.51","126,246,607.71","81,516,728.04","316,945,075.36","369,931,560.11","430,834,156.78","101,909,567.05","526,360,506.16"
收回投资收到的现金,,"58,500,000.00",,,,,,"23,600,000.00","23,600,000.00","23,600,000.00","23,600,000.00",,,,,,"58,789,657.42","519,536,600.55","1,991,101,663.05","312,519,308.96","1,275,163,441.66","2,352,684,066.86","2,096,474,927.80","2,177,613,028.84","4,336,708,028.84","5,814,493,428.84","6,605,668,975.89","2,800,000,000.00","3,300,000,000.00"
支付其他与筹资活动有关的现金,"28,205,860.00","21,750,631.23","119,932,567.73","18,076,747.02","47,437,475.84","74,357,571.19","92,598,474.53","23,048,185.98","46,433,389.92","127,639,546.94","166,582,736.05","17,476,183.75","62,279,228.02","84,255,409.39","105,042,046.10","44,033,281.82","120,066,331.65","159,146,648.38","201,060,822.62","331,467,067.21","80,935,239.94","119,832,749.47","154,875,785.38","52,723,024.49","109,248,590.17","171,887,976.31","314,201,510.71","29,479,822.60","148,400,925.00"
取得投资收益收到的现金,,,,,,,,,,,"14,000,000.00","13,310.97","13,310.97","13,310.97","13,310.97",,,"4,541,947.38","14,214,048.92","3,556,332.49","7,475,431.24","6,378,126.70","8,720,084.60","10,112,917.90","33,702,025.45","40,330,731.05","51,562,112.77","9,671,179.61","82,429,885.56"
筹资活动现金流出小计,"202,991,602.37","366,969,667.14","284,574,547.60","81,797,548.13","513,015,016.27","596,292,041.12","1,056,719,443.88","73,244,639.70","558,833,183.47","647,661,015.61","918,284,837.25","114,349,250.57","236,665,514.99","431,255,540.55","604,885,677.65","104,315,600.38","591,054,329.07","824,231,791.53","1,073,143,957.74","766,486,750.15","943,712,941.35","1,100,127,113.73","1,204,037,159.84","417,133,844.83","957,788,820.84","1,680,382,711.82","2,236,488,247.57","592,187,237.01","2,857,626,013.86"
处置固定资产、无形资产和其他长期资产收回的现金净额,"516,000.00","43,042.20","229,208.31",,"57,580.00","130,680.00","268,340.00","58,982.97","237,736.88","336,280.48","9,648,460.48","162,963.99","191,587.99","194,980.18","1,717,483.29","191,184.39","305,558.89","14,921,699.72","17,327,608.38","1,440,385.09","75,698,005.60","78,599,411.73","4,817,888.36","86,400.00","94,516.99","180,453.54","352,310.60","12,600.11","32,996.31"
筹资活动产生的现金流量净额,"309,523,167.63","245,131,885.30","301,231,479.43","1,690,802,035.30","1,574,083,581.00","1,651,894,860.54","1,118,589,573.18","-33,244,639.70","-468,833,183.47","-417,798,499.63","-318,186,425.93","-100,573,394.35","54,239,809.74","3,838,452.93","505,290,435.48","41,984,399.62","1,820,245,668.43","1,794,002,246.86","1,759,000,983.72","503,722,346.14","627,319,159.17","3,860,052,661.36","5,001,094,032.56","1,145,161,373.72","2,132,051,549.83","2,276,821,672.10","4,758,668,749.31","-235,008,560.82","-1,052,507,332.63"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,"7,971,540.42",,"33,268,630.59","37,147,545.78","37,147,545.78","1,385,400.00","1,385,400.00","1,386,393.93","67,742,928.98","157,978,563.64","201,209,505.83"
四、汇率变动对现金的影响,"-60,503.92","277,480.51","-1,950,691.65","-84,299.27","1,834,032.76","1,369,849.56","600,144.73","-1,144,898.60","-3,835,014.64","-5,871,666.33","-7,698,947.92","266,974.55","1,743,751.17","1,448,623.34","97,451.02","3,166,556.46","5,827,516.71","8,264,777.81","10,694,894.58","-1,618,405.17","25,279,943.88","28,297,093.44","36,259,383.31","-607,810.31","-15,078,075.29","-32,390,855.81","-55,791,588.14","-41,737,301.82","524,599.37"
收到其他与投资活动有关的现金,,"404,090.04","3,280,000.00","11,808,860.00","13,868,860.00","15,818,860.00","24,234,477.03",,,"10,200,000.00","10,200,000.00","150,000.00","1,288,809.00","1,288,809.00","18,588,809.00","3,000,000.00","2,117,000.00","61,805,547.94","270,500,000.00",,"579,188.98","1,353,392.83","678,885.97","3,000,029.31","69,371,649.87","69,573,421.82","183,267,371.82","368,404.50","104,047,582.91"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"516,000.00","58,947,132.24","3,509,208.31","11,808,860.00","13,926,440.00","15,949,540.00","24,502,817.03","23,658,982.97","23,837,736.88","34,136,280.48","57,448,460.48","326,274.96","1,493,707.96","1,497,100.15","20,319,603.26","3,191,184.39","61,212,216.31","600,805,795.59","2,301,114,860.77","317,516,026.54","1,392,184,698.07","2,476,162,543.90","2,147,839,332.51","2,192,197,776.05","4,441,261,621.15","5,925,964,429.18","6,908,593,700.06","2,968,030,747.86","3,687,719,970.61"
五、现金及现金等价物净增加额,"86,147,764.53","456,676,600.22","-399,874,211.32","1,715,231,251.46","1,406,800,667.11","1,041,887,437.56","813,492,553.17","-77,137,792.24","-348,343,337.80","-403,117,945.06","-543,742,591.75","-131,581,440.07","-7,699,872.49","-198,486,678.39","389,593,128.65","-282,181,467.04","203,434,563.47","-539,675,633.14","918,476,782.18","-748,065,102.10","52,552,092.88","2,407,782,541.68","3,421,275,455.01","-989,315,419.61","-252,974,490.56","-169,178,063.32","2,170,745,750.36","-1,977,808,193.86","-2,347,505,318.34"
购建固定资产、无形资产和其他长期资产支付的现金,"312,715,330.24","590,934,434.64","520,284,731.37",,"66,544,730.09","126,685,244.67","161,269,201.93","44,207,354.24","121,225,316.19","201,540,650.52","328,545,897.02","76,701,804.49","184,172,417.23","263,661,594.51","496,293,369.09","157,147,624.02","244,677,646.23","503,225,244.63","980,035,369.86","652,295,628.33","1,243,014,857.52","1,620,668,840.85","2,081,829,892.68","639,393,127.18","2,512,921,736.40","3,182,703,550.44","3,945,157,740.86","791,957,453.12","2,746,525,891.09"
期初现金及现金等价物余额,"42,808,198.39","128,955,962.92","585,632,563.14","185,758,351.82","185,758,351.82","185,758,351.82","185,758,351.82","999,250,904.99","999,250,904.99","999,250,904.99","999,250,904.99","455,508,313.24","455,508,313.24","455,508,313.24","455,508,313.24","845,101,441.89","845,101,441.89","845,101,441.89","845,101,441.89","1,763,578,224.07","1,763,578,224.07","1,763,578,224.07","1,763,578,224.07","5,184,853,679.09","5,184,853,679.08","5,184,853,679.08","5,184,853,679.08","7,355,599,429.44","7,355,599,429.44"
投资支付的现金,,"31,910,000.00","68,631,855.43","15,842,642.37","75,883,200.00","77,383,200.00","77,383,200.00",,,"3,084,800.00","3,084,800.00",,,,,"60,262,348.39","809,038,173.47","1,450,855,494.59","2,161,939,612.59","1,064,486,420.56","1,279,498,923.70","2,430,146,170.68","2,206,015,555.11","2,848,000,000.00","4,323,900,000.00","5,785,900,000.00","6,659,900,000.00","3,158,500,000.00","3,359,735,279.13"
期末现金及现金等价物余额,"128,955,962.92","585,632,563.14","185,758,351.82","1,900,989,603.28","1,592,559,018.93","1,227,645,789.38","999,250,904.99","922,113,112.75","650,907,567.19","596,132,959.93","455,508,313.24","323,926,873.17","447,808,440.75","257,021,634.85","845,101,441.89","562,919,974.85","1,048,536,005.36","305,425,808.75","1,763,578,224.07","1,015,513,121.97","1,816,130,316.95","4,171,360,765.75","5,184,853,679.08","4,195,538,259.48","4,931,879,188.52","5,015,675,615.76","7,355,599,429.44","5,377,791,235.58","5,008,094,111.10"
