科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
长期股权投资,,,,,,,,"20,000,000.00",,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,
固定资产,"191,203,241.73","255,596,100.25","282,447,880.46","322,002,974.48","338,853,400.00","440,326,670.83","454,687,516.79","490,285,710.37","520,262,571.42","862,923,517.65","935,356,983.27","960,560,245.08","932,328,324.28","910,250,986.54","882,415,863.08","864,212,598.92","838,217,835.51","901,787,469.44","875,869,902.36","852,099,221.97","831,751,570.25"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,
在建工程,"6,712,105.57","32,302,319.08","70,018,386.19","168,938,882.60","243,040,700.00","256,227,487.49","232,379,679.11","229,767,606.73","312,400,048.32","106,770,833.79","179,187,099.18","120,298,159.97","125,411,849.21","224,858,070.36","225,776,814.54","214,870,792.91","209,020,132.55","141,257,910.24","138,319,993.11","162,054,110.73","159,332,620.26"
其他非流动负债,,,"4,838,709.68","3,870,967.76","87,387,100.00","116,449,425.84","113,527,954.88","109,357,718.13","105,882,914.49",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,"4,838,709.68","3,870,967.76","87,387,100.00","116,449,425.84","113,527,954.88","109,357,718.13","105,882,914.49","107,837,773.92","117,426,060.12","101,925,046.20","101,944,646.20","94,326,038.90","89,765,461.28","85,204,883.66","80,644,306.04","79,892,984.02","76,932,390.07","73,971,796.12","72,118,128.99"
固定资产清理,,,,,,,,,,,,,,,,,,,,,
负债合计,"51,738,381.04","78,799,318.19","53,439,003.38","146,790,051.65","231,365,600.00","310,541,293.01","594,719,755.01","290,529,465.27","339,282,122.97","476,196,812.53","353,631,310.23","287,585,851.38","282,657,994.52","350,646,065.09","308,534,283.35","264,821,097.38","225,729,708.53","260,544,969.38","252,520,701.22","322,895,163.97","310,927,943.70"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"189,500,000.00","189,500,000.00","189,500,000.00","189,500,000.00","189,500,000.00","189,500,000.00","226,696,955.00","226,696,955.00","226,696,955.00","226,696,955.00","226,696,955.00","226,696,955.00","226,696,955.00","226,696,955.00","226,696,955.00","226,696,955.00","226,696,955.00","226,696,955.00","226,696,955.00","232,706,955.00","232,706,955.00"
油气资产,,,,,,,,,,,,,,,,,,,,,
资本公积,"183,750,259.15","183,750,259.15","183,750,259.15","183,750,259.15","183,750,300.00","183,750,259.15","813,911,423.91","813,911,423.91","813,911,423.91","813,911,423.91","813,911,423.91","813,911,423.91","813,911,423.91","813,911,423.91","813,911,423.91","813,911,423.91","813,911,423.91","813,911,423.91","813,911,423.91","899,485,545.92","907,700,479.25"
无形资产,"2,317,897.40","2,267,960.60","2,218,023.80","2,193,055.40","2,180,600.00","2,853,335.56","3,064,534.08","3,002,776.62","3,293,569.54","3,279,310.04","99,490,726.97","98,780,967.89","98,071,208.81","97,361,449.73","96,651,690.65","95,941,931.57","95,232,172.49","94,652,287.63","93,935,924.77","93,219,561.91","92,503,199.05"
盈余公积,"6,153,762.61","17,922,511.62","32,130,041.11","32,130,041.11","32,130,000.00","47,963,896.85","47,963,896.85","47,963,896.85","47,963,896.85","68,056,335.09","68,056,335.09","68,056,335.09","68,056,335.09","79,921,549.07","79,921,549.07","79,921,549.07","79,921,549.07","85,700,400.92","85,700,400.92","85,700,400.92","85,700,400.92"
开发支出,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,"83,539,000.00","83,539,000.00"
商誉,,,,,,,,,,,,,,,,,,,,,
未分配利润,"55,120,686.58","128,035,388.25","221,739,627.64","264,173,207.75","304,765,200.00","329,637,932.64","371,543,684.33","381,937,268.33","431,203,254.39","471,851,829.14","521,252,606.50","500,091,174.49","526,700,307.63","532,456,466.85","548,546,005.30","533,442,775.45","537,782,275.41","554,494,221.70","566,216,429.01","595,452,594.09","607,609,355.86"
长期待摊费用,"9,717,607.68","4,611,858.46","542,926.82","141,074.82","87,500.00","80,000.00","711,633.33","670,933.32","630,233.31","426,733.26","386,033.25","1,941,333.24","1,483,133.23","1,834,733.26","1,502,023.08","1,490,725.83","2,266,231.62","2,989,638.71","3,055,353.30","2,841,067.89","2,626,782.48"
少数股东权益,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,"70,395.50","112,950.32","898,320.45","758,761.96","739,700.00","948,209.77","948,209.77","858,170.95","858,170.95","2,569,094.79","2,548,489.52","1,407,520.58","1,516,086.29","1,845,480.49","1,917,143.69","1,980,174.27","2,066,360.19","2,549,022.97","2,549,022.97","2,225,585.58","2,186,457.34"
外币报表折算价差,"-7,278.98","-30,893.70","-39,995.03","-64,106.43","-65,000.00","-74,527.75","-63,461.30","-69,882.52","-77,639.61",,,,,,,,,,,,
其他非流动资产,,,,,,,,,,"2,316,592.00","2,963,113.20","7,446,051.20","1,476,672.50","130,200.00","19,200.00","210,010.34","557,132.25","598,200.00","16,638,102.35","7,236,250.52","8,341,370.70"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"210,021,247.88","294,891,188.71","356,125,537.72","494,034,749.26","584,901,900.00","700,435,703.65","691,791,573.08","744,585,197.99","857,444,593.54","988,726,830.03","1,230,510,562.34","1,203,411,031.36","1,172,409,470.30","1,250,087,886.70","1,221,611,946.70","1,191,615,241.61","1,159,694,299.58","1,155,876,538.43","1,142,410,308.30","1,132,809,234.81","1,109,303,662.60"
所有者权益(或股东权益)合计,"434,517,429.36","519,177,265.32","627,079,932.87","669,489,401.58","710,080,500.00","750,777,560.89","1,460,052,498.79","1,470,439,661.57","1,519,697,890.54","1,572,291,922.29","1,621,811,210.98","1,602,681,614.56","1,628,697,000.40","1,647,805,449.22","1,663,483,222.56","1,648,093,080.09","1,651,950,254.02","1,674,305,721.67","1,686,011,340.68","1,724,194,219.68","1,744,029,845.26"
资产总计,"486,255,810.40","597,976,583.51","680,518,936.25","816,279,453.23","941,446,100.00","1,061,318,853.90","2,054,772,253.80","1,760,969,126.84","1,858,980,013.51","2,048,488,734.82","1,975,442,521.21","1,890,267,465.94","1,911,354,994.92","1,998,451,514.31","1,972,017,505.91","1,912,914,177.47","1,877,679,962.55","1,934,850,691.05","1,938,532,041.90","2,047,089,383.65","2,054,957,788.96"
负债和所有者(或股东权益)合计,"486,255,810.40","597,976,583.51","680,518,936.25","816,279,453.23","941,446,100.00","1,061,318,853.90","2,054,772,253.80","1,760,969,126.84","1,858,980,013.51","2,048,488,734.82","1,975,442,521.21","1,890,267,465.94","1,911,354,994.92","1,998,451,514.31","1,972,017,505.91","1,912,914,177.47","1,877,679,962.55","1,934,850,691.05","1,938,532,041.90","2,047,089,383.65","2,054,957,788.96"
